,Unnamed: 0,player_name,fixture,opponent_team,game_points,venue,team_h_score,team_a_score,gameweek,game_minutes_played,match_goals_scored,game_assists,game_clean_sheets,game_goals_conceded,game_own_goals,game_penalties_saved,game_penalties_missed,game_yellow_cards,game_red_cards,game_saves,game_bonus,game_xG,game_xA,value,selected_by(%),price,bonus_x.1,total_goals_scored,total_assists,clean_sheets_x.1,total_clean_sheets,total_goals_conceded,total_own_goals,total_penalties_saved,total_penalties_missed,total_yellow_cards,total_red_cards,total_bonus,total_starts,total_xG,total_xA,total_points
0,0,Xhaka,1,Crystal Palace,2,Away,0.0,2.0,1,90,0,0,1,0,0,0,0,1,0,0,0,0.0,0.06,50,2.4,4.8,0,5,8,1,11,33,0,0,0,4,0,13,32,3.67,3.67,132
1,1,Xhaka,11,Leicester,12,Home,4.0,2.0,2,90,1,1,0,2,0,0,0,0,0,0,2,0.38,0.1,50,2.4,4.8,2,5,8,0,11,33,0,0,0,4,0,13,32,3.67,3.67,132
2,2,Xhaka,21,Bournemouth,6,Away,0.0,3.0,3,87,0,1,1,0,0,0,0,0,0,0,0,0.0,0.11,50,2.4,4.8,0,5,8,1,11,33,0,0,0,4,0,13,32,3.67,3.67,132
3,3,Xhaka,31,Fulham,2,Home,2.0,1.0,4,90,0,0,0,1,0,0,0,0,0,0,0,0.09,0.07,50,2.4,4.8,0,5,8,0,11,33,0,0,0,4,0,13,32,3.67,3.67,132
4,4,Xhaka,41,Aston Villa,2,Home,2.0,1.0,5,90,0,0,0,1,0,0,0,0,0,0,0,0.0,0.04,50,2.4,4.8,0,5,8,0,11,33,0,0,0,4,0,13,32,3.67,3.67,132
5,5,Xhaka,56,Man Utd,2,Away,3.0,1.0,6,90,0,0,0,3,0,0,0,0,0,0,0,0.16,0.13,50,2.4,4.8,0,5,8,0,11,33,0,0,0,4,0,13,32,3.67,3.67,132
6,6,Xhaka,72,Brentford,5,Away,0.0,3.0,8,90,0,1,1,0,0,0,0,1,0,0,0,0.04,0.25,50,2.4,4.8,0,5,8,1,11,33,0,0,0,4,0,13,32,3.67,3.67,132
7,7,Xhaka,81,Spurs,9,Home,3.0,1.0,9,90,1,0,0,1,0,0,0,0,0,0,2,0.33,0.17,51,2.4,4.8,2,5,8,0,11,33,0,0,0,4,0,13,32,3.67,3.67,132
8,8,Xhaka,91,Liverpool,2,Home,3.0,2.0,10,90,0,0,0,2,0,0,0,0,0,0,0,0.08,0.25,51,2.4,4.8,0,5,8,0,11,33,0,0,0,4,0,13,32,3.67,3.67,132
9,9,Xhaka,104,Leeds,3,Away,0.0,1.0,11,90,0,0,1,0,0,0,0,0,0,0,0,0.0,0.02,51,2.4,4.8,0,5,8,1,11,33,0,0,0,4,0,13,32,3.67,3.67,132
10,10,Xhaka,127,Southampton,10,Away,1.0,1.0,13,90,1,0,0,1,0,0,0,0,0,0,3,0.29,0.06,51,2.4,4.8,3,5,8,0,11,33,0,0,0,4,0,13,32,3.67,3.67,132
11,11,Xhaka,131,Nott'm Forest,3,Home,5.0,0.0,14,74,0,0,1,0,0,0,0,0,0,0,0,0.04,0.19,51,2.4,4.8,0,5,8,1,11,33,0,0,0,4,0,13,32,3.67,3.67,132
12,12,Xhaka,142,Chelsea,3,Away,0.0,1.0,15,90,0,0,1,0,0,0,0,0,0,0,0,0.07,0.03,51,2.4,4.8,0,5,8,1,11,33,0,0,0,4,0,13,32,3.67,3.67,132
13,13,Xhaka,160,Wolves,1,Away,0.0,2.0,16,15,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,51,2.4,4.8,0,5,8,0,11,33,0,0,0,4,0,13,32,3.67,3.67,132
14,14,Xhaka,161,West Ham,5,Home,3.0,1.0,17,90,0,1,0,1,0,0,0,0,0,0,0,0.07,0.08,51,2.4,4.8,0,5,8,0,11,33,0,0,0,4,0,13,32,3.67,3.67,132
15,15,Xhaka,172,Brighton,2,Away,2.0,4.0,18,90,0,0,0,2,0,0,0,0,0,0,0,0.0,0.09,51,2.4,4.8,0,5,8,0,11,33,0,0,0,4,0,13,32,3.67,3.67,132
16,16,Xhaka,181,Newcastle,2,Home,0.0,0.0,19,90,0,0,1,0,0,0,0,1,0,0,0,0.31,0.16,51,2.4,4.8,0,5,8,1,11,33,0,0,0,4,0,13,32,3.67,3.67,132
17,17,Xhaka,199,Spurs,3,Away,0.0,2.0,20,90,0,0,1,0,0,0,0,0,0,0,0,0.09,0.15,50,2.4,4.8,0,5,8,1,11,33,0,0,0,4,0,13,32,3.67,3.67,132
18,18,Xhaka,201,Man Utd,5,Home,3.0,2.0,21,90,0,1,0,2,0,0,0,0,0,0,0,0.0,0.72,50,2.4,4.8,0,5,8,0,11,33,0,0,0,4,0,13,32,3.67,3.67,132
19,19,Xhaka,215,Everton,2,Away,1.0,0.0,22,90,0,0,0,1,0,0,0,0,0,0,0,0.12,0.08,50,2.4,4.8,0,5,8,0,11,33,0,0,0,4,0,13,32,3.67,3.67,132
20,20,Xhaka,221,Brentford,2,Home,1.0,1.0,23,80,0,0,0,1,0,0,0,0,0,0,0,0.02,0.09,49,2.4,4.8,0,5,8,0,11,33,0,0,0,4,0,13,32,3.67,3.67,132
21,21,Xhaka,111,Man City,2,Home,1.0,3.0,23,82,0,0,0,3,0,0,0,0,0,0,0,0.05,0.08,49,2.4,4.8,0,5,8,0,11,33,0,0,0,4,0,13,32,3.67,3.67,132
22,22,Xhaka,231,Aston Villa,2,Away,2.0,4.0,24,78,0,0,0,2,0,0,0,0,0,0,0,0.06,0.02,49,2.4,4.8,0,5,8,0,11,33,0,0,0,4,0,13,32,3.67,3.67,132
23,23,Xhaka,246,Leicester,3,Away,0.0,1.0,25,90,0,0,1,0,0,0,0,0,0,0,0,0.0,0.08,49,2.4,4.8,0,5,8,1,11,33,0,0,0,4,0,13,32,3.67,3.67,132
24,24,Xhaka,61,Everton,3,Home,4.0,0.0,25,71,0,0,1,0,0,0,0,0,0,0,0,0.0,0.04,49,2.4,4.8,0,5,8,1,11,33,0,0,0,4,0,13,32,3.67,3.67,132
25,25,Xhaka,251,Bournemouth,1,Home,3.0,2.0,26,6,0,0,0,0,0,0,0,0,0,0,0,0.0,0.01,49,2.4,4.8,0,5,8,0,11,33,0,0,0,4,0,13,32,3.67,3.67,132
26,26,Xhaka,264,Fulham,3,Away,0.0,3.0,27,90,0,0,1,0,0,0,0,0,0,0,0,0.13,0.06,49,2.4,4.8,0,5,8,1,11,33,0,0,0,4,0,13,32,3.67,3.67,132
27,27,Xhaka,271,Crystal Palace,9,Home,4.0,1.0,28,90,1,0,0,1,0,0,0,0,0,0,2,0.4,0.06,49,2.4,4.8,2,5,8,0,11,33,0,0,0,4,0,13,32,3.67,3.67,132
28,28,Xhaka,281,Leeds,9,Home,4.0,1.0,29,85,1,0,0,1,0,0,0,0,0,0,2,0.15,0.25,49,2.4,4.8,2,5,8,0,11,33,0,0,0,4,0,13,32,3.67,3.67,132
29,29,Xhaka,296,Liverpool,1,Away,2.0,2.0,30,90,0,0,0,2,0,0,0,1,0,0,0,0.04,0.01,49,2.4,4.8,0,5,8,0,11,33,0,0,0,4,0,13,32,3.67,3.67,132
30,30,Xhaka,309,West Ham,2,Away,2.0,2.0,31,90,0,0,0,2,0,0,0,0,0,0,0,0.0,0.04,49,2.4,4.8,0,5,8,0,11,33,0,0,0,4,0,13,32,3.67,3.67,132
31,31,Xhaka,311,Southampton,0,Home,3.0,3.0,32,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,49,2.4,4.8,0,5,8,0,11,33,0,0,0,4,0,13,32,3.67,3.67,132
32,32,Xhaka,329,Man City,1,Away,4.0,1.0,33,59,0,0,0,3,0,0,0,0,0,0,0,0.02,0.03,49,2.4,4.8,0,5,8,0,11,33,0,0,0,4,0,13,32,3.67,3.67,132
33,33,Xhaka,331,Chelsea,13,Home,3.0,1.0,34,90,0,3,0,1,0,0,0,0,0,0,2,0.73,0.14,48,2.4,4.8,2,5,8,0,11,33,0,0,0,4,0,13,32,3.67,3.67,132
34,34,Elneny,1,Crystal Palace,0,Away,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,45,0.6,4.1,0,0,0,0,0,2,0,0,0,0,0,0,1,0.0,0.04,6
35,35,Elneny,11,Leicester,0,Home,4.0,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,45,0.6,4.1,0,0,0,0,0,2,0,0,0,0,0,0,1,0.0,0.04,6
36,36,Elneny,21,Bournemouth,0,Away,0.0,3.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,44,0.6,4.1,0,0,0,0,0,2,0,0,0,0,0,0,1,0.0,0.04,6
37,37,Elneny,31,Fulham,2,Home,2.0,1.0,4,90,0,0,0,1,0,0,0,0,0,0,0,0.0,0.04,44,0.6,4.1,0,0,0,0,0,2,0,0,0,0,0,0,1,0.0,0.04,6
38,38,Elneny,41,Aston Villa,0,Home,2.0,1.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,44,0.6,4.1,0,0,0,0,0,2,0,0,0,0,0,0,1,0.0,0.04,6
39,39,Elneny,56,Man Utd,0,Away,3.0,1.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,44,0.6,4.1,0,0,0,0,0,2,0,0,0,0,0,0,1,0.0,0.04,6
40,40,Elneny,72,Brentford,0,Away,0.0,3.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,43,0.6,4.1,0,0,0,0,0,2,0,0,0,0,0,0,1,0.0,0.04,6
41,41,Elneny,81,Spurs,0,Home,3.0,1.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,43,0.6,4.1,0,0,0,0,0,2,0,0,0,0,0,0,1,0.0,0.04,6
42,42,Elneny,91,Liverpool,0,Home,3.0,2.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,43,0.6,4.1,0,0,0,0,0,2,0,0,0,0,0,0,1,0.0,0.04,6
43,43,Elneny,104,Leeds,0,Away,0.0,1.0,11,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,43,0.6,4.1,0,0,0,0,0,2,0,0,0,0,0,0,1,0.0,0.04,6
44,44,Elneny,127,Southampton,0,Away,1.0,1.0,13,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,43,0.6,4.1,0,0,0,0,0,2,0,0,0,0,0,0,1,0.0,0.04,6
45,45,Elneny,131,Nott'm Forest,0,Home,5.0,0.0,14,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,42,0.6,4.1,0,0,0,0,0,2,0,0,0,0,0,0,1,0.0,0.04,6
46,46,Elneny,142,Chelsea,1,Away,0.0,1.0,15,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,42,0.6,4.1,0,0,0,0,0,2,0,0,0,0,0,0,1,0.0,0.04,6
47,47,Elneny,160,Wolves,1,Away,0.0,2.0,16,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,42,0.6,4.1,0,0,0,0,0,2,0,0,0,0,0,0,1,0.0,0.04,6
48,48,Elneny,161,West Ham,1,Home,3.0,1.0,17,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,42,0.6,4.1,0,0,0,0,0,2,0,0,0,0,0,0,1,0.0,0.04,6
49,49,Elneny,172,Brighton,1,Away,2.0,4.0,18,16,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,42,0.6,4.1,0,0,0,0,0,2,0,0,0,0,0,0,1,0.0,0.04,6
50,50,Elneny,181,Newcastle,0,Home,0.0,0.0,19,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,42,0.6,4.1,0,0,0,0,0,2,0,0,0,0,0,0,1,0.0,0.04,6
51,51,Elneny,199,Spurs,0,Away,0.0,2.0,20,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,42,0.6,4.1,0,0,0,0,0,2,0,0,0,0,0,0,1,0.0,0.04,6
52,52,Elneny,201,Man Utd,0,Home,3.0,2.0,21,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,42,0.6,4.1,0,0,0,0,0,2,0,0,0,0,0,0,1,0.0,0.04,6
53,53,Elneny,215,Everton,0,Away,1.0,0.0,22,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,41,0.6,4.1,0,0,0,0,0,2,0,0,0,0,0,0,1,0.0,0.04,6
54,54,Elneny,221,Brentford,0,Home,1.0,1.0,23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,41,0.6,4.1,0,0,0,0,0,2,0,0,0,0,0,0,1,0.0,0.04,6
55,55,Elneny,111,Man City,0,Home,1.0,3.0,23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,41,0.6,4.1,0,0,0,0,0,2,0,0,0,0,0,0,1,0.0,0.04,6
56,56,Elneny,231,Aston Villa,0,Away,2.0,4.0,24,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,41,0.6,4.1,0,0,0,0,0,2,0,0,0,0,0,0,1,0.0,0.04,6
57,57,Elneny,246,Leicester,0,Away,0.0,1.0,25,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,41,0.6,4.1,0,0,0,0,0,2,0,0,0,0,0,0,1,0.0,0.04,6
58,58,Elneny,61,Everton,0,Home,4.0,0.0,25,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,41,0.6,4.1,0,0,0,0,0,2,0,0,0,0,0,0,1,0.0,0.04,6
59,59,Elneny,251,Bournemouth,0,Home,3.0,2.0,26,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,41,0.6,4.1,0,0,0,0,0,2,0,0,0,0,0,0,1,0.0,0.04,6
60,60,Elneny,264,Fulham,0,Away,0.0,3.0,27,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,41,0.6,4.1,0,0,0,0,0,2,0,0,0,0,0,0,1,0.0,0.04,6
61,61,Elneny,271,Crystal Palace,0,Home,4.0,1.0,28,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,41,0.6,4.1,0,0,0,0,0,2,0,0,0,0,0,0,1,0.0,0.04,6
62,62,Elneny,281,Leeds,0,Home,4.0,1.0,29,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,41,0.6,4.1,0,0,0,0,0,2,0,0,0,0,0,0,1,0.0,0.04,6
63,63,Elneny,296,Liverpool,0,Away,2.0,2.0,30,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,41,0.6,4.1,0,0,0,0,0,2,0,0,0,0,0,0,1,0.0,0.04,6
64,64,Elneny,309,West Ham,0,Away,2.0,2.0,31,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,41,0.6,4.1,0,0,0,0,0,2,0,0,0,0,0,0,1,0.0,0.04,6
65,65,Elneny,311,Southampton,0,Home,3.0,3.0,32,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,41,0.6,4.1,0,0,0,0,0,2,0,0,0,0,0,0,1,0.0,0.04,6
66,66,Elneny,329,Man City,0,Away,4.0,1.0,33,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,41,0.6,4.1,0,0,0,0,0,2,0,0,0,0,0,0,1,0.0,0.04,6
67,67,Elneny,331,Chelsea,0,Home,3.0,1.0,34,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,41,0.6,4.1,0,0,0,0,0,2,0,0,0,0,0,0,1,0.0,0.04,6
68,68,Holding,1,Crystal Palace,0,Away,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,45,0.2,4.2,0,1,0,0,0,13,0,0,0,0,0,0,6,0.32,0.15,21
69,69,Holding,11,Leicester,0,Home,4.0,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,44,0.2,4.2,0,1,0,0,0,13,0,0,0,0,0,0,6,0.32,0.15,21
70,70,Holding,21,Bournemouth,0,Away,0.0,3.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,44,0.2,4.2,0,1,0,0,0,13,0,0,0,0,0,0,6,0.32,0.15,21
71,71,Holding,31,Fulham,1,Home,2.0,1.0,4,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,43,0.2,4.2,0,1,0,0,0,13,0,0,0,0,0,0,6,0.32,0.15,21
72,72,Holding,41,Aston Villa,1,Home,2.0,1.0,5,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,43,0.2,4.2,0,1,0,0,0,13,0,0,0,0,0,0,6,0.32,0.15,21
73,73,Holding,56,Man Utd,0,Away,3.0,1.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,43,0.2,4.2,0,1,0,0,0,13,0,0,0,0,0,0,6,0.32,0.15,21
74,74,Holding,72,Brentford,0,Away,0.0,3.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,43,0.2,4.2,0,1,0,0,0,13,0,0,0,0,0,0,6,0.32,0.15,21
75,75,Holding,81,Spurs,0,Home,3.0,1.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,42,0.2,4.2,0,1,0,0,0,13,0,0,0,0,0,0,6,0.32,0.15,21
76,76,Holding,91,Liverpool,0,Home,3.0,2.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,42,0.2,4.2,0,1,0,0,0,13,0,0,0,0,0,0,6,0.32,0.15,21
77,77,Holding,104,Leeds,1,Away,0.0,1.0,11,8,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,42,0.2,4.2,0,1,0,0,0,13,0,0,0,0,0,0,6,0.32,0.15,21
78,78,Holding,127,Southampton,0,Away,1.0,1.0,13,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,42,0.2,4.2,0,1,0,0,0,13,0,0,0,0,0,0,6,0.32,0.15,21
79,79,Holding,131,Nott'm Forest,0,Home,5.0,0.0,14,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,42,0.2,4.2,0,1,0,0,0,13,0,0,0,0,0,0,6,0.32,0.15,21
80,80,Holding,142,Chelsea,1,Away,0.0,1.0,15,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,42,0.2,4.2,0,1,0,0,0,13,0,0,0,0,0,0,6,0.32,0.15,21
81,81,Holding,160,Wolves,0,Away,0.0,2.0,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,42,0.2,4.2,0,1,0,0,0,13,0,0,0,0,0,0,6,0.32,0.15,21
82,82,Holding,161,West Ham,0,Home,3.0,1.0,17,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,42,0.2,4.2,0,1,0,0,0,13,0,0,0,0,0,0,6,0.32,0.15,21
83,83,Holding,172,Brighton,1,Away,2.0,4.0,18,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,42,0.2,4.2,0,1,0,0,0,13,0,0,0,0,0,0,6,0.32,0.15,21
84,84,Holding,181,Newcastle,0,Home,0.0,0.0,19,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,42,0.2,4.2,0,1,0,0,0,13,0,0,0,0,0,0,6,0.32,0.15,21
85,85,Holding,199,Spurs,0,Away,0.0,2.0,20,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,42,0.2,4.2,0,1,0,0,0,13,0,0,0,0,0,0,6,0.32,0.15,21
86,86,Holding,201,Man Utd,1,Home,3.0,2.0,21,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,42,0.2,4.2,0,1,0,0,0,13,0,0,0,0,0,0,6,0.32,0.15,21
87,87,Holding,215,Everton,0,Away,1.0,0.0,22,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,42,0.2,4.2,0,1,0,0,0,13,0,0,0,0,0,0,6,0.32,0.15,21
88,88,Holding,221,Brentford,0,Home,1.0,1.0,23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,42,0.2,4.2,0,1,0,0,0,13,0,0,0,0,0,0,6,0.32,0.15,21
89,89,Holding,111,Man City,0,Home,1.0,3.0,23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,42,0.2,4.2,0,1,0,0,0,13,0,0,0,0,0,0,6,0.32,0.15,21
90,90,Holding,231,Aston Villa,1,Away,2.0,4.0,24,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,42,0.2,4.2,0,1,0,0,0,13,0,0,0,0,0,0,6,0.32,0.15,21
91,91,Holding,246,Leicester,0,Away,0.0,1.0,25,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,42,0.2,4.2,0,1,0,0,0,13,0,0,0,0,0,0,6,0.32,0.15,21
92,92,Holding,61,Everton,0,Home,4.0,0.0,25,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,42,0.2,4.2,0,1,0,0,0,13,0,0,0,0,0,0,6,0.32,0.15,21
93,93,Holding,251,Bournemouth,0,Home,3.0,2.0,26,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,42,0.2,4.2,0,1,0,0,0,13,0,0,0,0,0,0,6,0.32,0.15,21
94,94,Holding,264,Fulham,0,Away,0.0,3.0,27,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,42,0.2,4.2,0,1,0,0,0,13,0,0,0,0,0,0,6,0.32,0.15,21
95,95,Holding,271,Crystal Palace,2,Home,4.0,1.0,28,90,0,0,0,1,0,0,0,0,0,0,0,0.03,0.01,42,0.2,4.2,0,1,0,0,0,13,0,0,0,0,0,0,6,0.32,0.15,21
96,96,Holding,281,Leeds,2,Home,4.0,1.0,29,90,0,0,0,1,0,0,0,0,0,0,0,0.0,0.01,42,0.2,4.2,0,1,0,0,0,13,0,0,0,0,0,0,6,0.32,0.15,21
97,97,Holding,296,Liverpool,1,Away,2.0,2.0,30,90,0,0,0,2,0,0,0,0,0,0,0,0.0,0.0,42,0.2,4.2,0,1,0,0,0,13,0,0,0,0,0,0,6,0.32,0.15,21
98,98,Holding,309,West Ham,1,Away,2.0,2.0,31,90,0,0,0,2,0,0,0,0,0,0,0,0.06,0.01,42,0.2,4.2,0,1,0,0,0,13,0,0,0,0,0,0,6,0.32,0.15,21
99,99,Holding,311,Southampton,1,Home,3.0,3.0,32,90,0,0,0,3,0,0,0,0,0,0,0,0.07,0.02,42,0.2,4.2,0,1,0,0,0,13,0,0,0,0,0,0,6,0.32,0.15,21
100,100,Holding,329,Man City,6,Away,4.0,1.0,33,90,1,0,0,4,0,0,0,0,0,0,0,0.16,0.1,42,0.2,4.2,0,1,0,0,0,13,0,0,0,0,0,0,6,0.32,0.15,21
101,101,Holding,331,Chelsea,1,Home,3.0,1.0,34,5,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,42,0.2,4.2,0,1,0,0,0,13,0,0,0,0,0,0,6,0.32,0.15,21
102,102,Partey,1,Crystal Palace,3,Away,0.0,2.0,1,90,0,0,1,0,0,0,0,0,0,0,0,0.1,0.02,50,0.4,4.7,0,3,0,1,10,25,0,0,0,4,0,6,26,2.59,1.97,80
103,103,Partey,11,Leicester,2,Home,4.0,2.0,2,90,0,0,0,2,0,0,0,0,0,0,0,0.39,0.02,50,0.4,4.7,0,3,0,0,10,25,0,0,0,4,0,6,26,2.59,1.97,80
104,104,Partey,21,Bournemouth,3,Away,0.0,3.0,3,90,0,0,1,0,0,0,0,0,0,0,0,0.0,0.02,50,0.4,4.7,0,3,0,1,10,25,0,0,0,4,0,6,26,2.59,1.97,80
105,105,Partey,31,Fulham,0,Home,2.0,1.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,50,0.4,4.7,0,3,0,0,10,25,0,0,0,4,0,6,26,2.59,1.97,80
106,106,Partey,41,Aston Villa,0,Home,2.0,1.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,49,0.4,4.7,0,3,0,0,10,25,0,0,0,4,0,6,26,2.59,1.97,80
107,107,Partey,56,Man Utd,0,Away,3.0,1.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,49,0.4,4.7,0,3,0,0,10,25,0,0,0,4,0,6,26,2.59,1.97,80
108,108,Partey,72,Brentford,3,Away,0.0,3.0,8,77,0,0,1,0,0,0,0,0,0,0,0,0.0,0.04,48,0.4,4.7,0,3,0,1,10,25,0,0,0,4,0,6,26,2.59,1.97,80
109,109,Partey,81,Spurs,10,Home,3.0,1.0,9,72,1,0,0,1,0,0,0,0,0,0,3,0.06,0.07,48,0.4,4.7,3,3,0,0,10,25,0,0,0,4,0,6,26,2.59,1.97,80
110,110,Partey,91,Liverpool,2,Home,3.0,2.0,10,90,0,0,0,2,0,0,0,0,0,0,0,0.0,0.05,48,0.4,4.7,0,3,0,0,10,25,0,0,0,4,0,6,26,2.59,1.97,80
111,111,Partey,104,Leeds,3,Away,0.0,1.0,11,90,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,48,0.4,4.7,0,3,0,1,10,25,0,0,0,4,0,6,26,2.59,1.97,80
112,112,Partey,127,Southampton,2,Away,1.0,1.0,13,90,0,0,0,1,0,0,0,0,0,0,0,0.0,0.07,48,0.4,4.7,0,3,0,0,10,25,0,0,0,4,0,6,26,2.59,1.97,80
113,113,Partey,131,Nott'm Forest,9,Home,5.0,0.0,14,90,1,0,1,0,0,0,0,0,0,0,1,0.16,0.23,48,0.4,4.7,1,3,0,1,10,25,0,0,0,4,0,6,26,2.59,1.97,80
114,114,Partey,142,Chelsea,3,Away,0.0,1.0,15,90,0,0,1,0,0,0,0,0,0,0,0,0.34,0.02,48,0.4,4.7,0,3,0,1,10,25,0,0,0,4,0,6,26,2.59,1.97,80
115,115,Partey,160,Wolves,2,Away,0.0,2.0,16,90,0,0,1,0,0,0,0,1,0,0,0,0.0,0.02,48,0.4,4.7,0,3,0,1,10,25,0,0,0,4,0,6,26,2.59,1.97,80
116,116,Partey,161,West Ham,2,Home,3.0,1.0,17,90,0,0,0,1,0,0,0,0,0,0,0,0.05,0.08,48,0.4,4.7,0,3,0,0,10,25,0,0,0,4,0,6,26,2.59,1.97,80
117,117,Partey,172,Brighton,1,Away,2.0,4.0,18,73,0,0,0,1,0,0,0,1,0,0,0,0.16,0.02,48,0.4,4.7,0,3,0,0,10,25,0,0,0,4,0,6,26,2.59,1.97,80
118,118,Partey,181,Newcastle,3,Home,0.0,0.0,19,90,0,0,1,0,0,0,0,0,0,0,0,0.07,0.03,48,0.4,4.7,0,3,0,1,10,25,0,0,0,4,0,6,26,2.59,1.97,80
119,119,Partey,199,Spurs,3,Away,0.0,2.0,20,90,0,0,1,0,0,0,0,0,0,0,0,0.12,0.05,48,0.4,4.7,0,3,0,1,10,25,0,0,0,4,0,6,26,2.59,1.97,80
120,120,Partey,201,Man Utd,2,Home,3.0,2.0,21,90,0,0,0,2,0,0,0,0,0,0,0,0.11,0.04,48,0.4,4.7,0,3,0,0,10,25,0,0,0,4,0,6,26,2.59,1.97,80
121,121,Partey,215,Everton,1,Away,1.0,0.0,22,58,0,0,0,0,0,0,0,0,0,0,0,0.03,0.03,47,0.4,4.7,0,3,0,0,10,25,0,0,0,4,0,6,26,2.59,1.97,80
122,122,Partey,221,Brentford,3,Home,1.0,1.0,23,90,0,0,0,1,0,0,0,0,0,0,1,0.04,0.14,47,0.4,4.7,1,3,0,0,10,25,0,0,0,4,0,6,26,2.59,1.97,80
123,123,Partey,111,Man City,0,Home,1.0,3.0,23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,47,0.4,4.7,0,3,0,0,10,25,0,0,0,4,0,6,26,2.59,1.97,80
124,124,Partey,231,Aston Villa,0,Away,2.0,4.0,24,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,47,0.4,4.7,0,3,0,0,10,25,0,0,0,4,0,6,26,2.59,1.97,80
