,Unnamed: 0,player_name,fixture,opponent_team,game_points,venue,team_h_score,team_a_score,gameweek,game_minutes_played,match_goals_scored,game_assists,game_clean_sheets,game_goals_conceded,game_own_goals,game_penalties_saved,game_penalties_missed,game_yellow_cards,game_red_cards,game_saves,game_bonus,game_xG,game_xA,value,selected_by(%),price,bonus_x.1,total_goals_scored,total_assists,clean_sheets_x.1,total_clean_sheets,total_goals_conceded,total_own_goals,total_penalties_saved,total_penalties_missed,total_yellow_cards,total_red_cards,total_bonus,total_starts,total_xG,total_xA,total_points
1698,1698,Ramsey,321,Fulham,3,Home,1.0,0.0,33,76,0,0,1,0,0,0,0,0,0,0,0,0.04,0.04,53,1.3,5.2,0,4,6,1,11,29,1,0,0,4,0,9,27,3.24,2.05,108
1699,1699,Ramsey,339,Man Utd,2,Away,1.0,0.0,34,90,0,0,0,1,0,0,0,0,0,0,0,0.06,0.05,52,1.3,5.2,0,4,6,0,11,29,1,0,0,4,0,9,27,3.24,2.05,108
1700,1700,Iroegbunam,2,Bournemouth,0,Away,2.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,45,0.0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
1701,1701,Iroegbunam,12,Everton,0,Home,2.0,1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,45,0.0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
1702,1702,Iroegbunam,22,Crystal Palace,0,Away,3.0,1.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,45,0.0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
1703,1703,Iroegbunam,32,West Ham,0,Home,0.0,1.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,45,0.0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
1704,1704,Iroegbunam,41,Arsenal,0,Away,2.0,1.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,45,0.0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
1705,1705,Iroegbunam,51,Man City,0,Home,1.0,1.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,45,0.0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
1706,1706,Iroegbunam,71,Southampton,0,Home,1.0,0.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,45,0.0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
1707,1707,Iroegbunam,85,Leeds,0,Away,0.0,0.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,45,0.0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
1708,1708,Iroegbunam,99,Nott'm Forest,0,Away,1.0,1.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,45,0.0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
1709,1709,Iroegbunam,101,Chelsea,0,Home,0.0,2.0,11,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,45,0.0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
1710,1710,Iroegbunam,116,Fulham,0,Away,3.0,0.0,12,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,45,0.0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
1711,1711,Iroegbunam,121,Brentford,0,Home,4.0,0.0,13,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,45,0.0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
1712,1712,Iroegbunam,140,Newcastle,0,Away,4.0,0.0,14,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,45,0.0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
1713,1713,Iroegbunam,141,Man Utd,0,Home,3.0,1.0,15,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,45,0.0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
1714,1714,Iroegbunam,152,Brighton,0,Away,1.0,2.0,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,45,0.0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
1715,1715,Iroegbunam,162,Liverpool,0,Home,1.0,3.0,17,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,45,0.0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
1716,1716,Iroegbunam,178,Spurs,0,Away,0.0,2.0,18,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,45,0.0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
1717,1717,Iroegbunam,182,Wolves,0,Home,1.0,1.0,19,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,45,0.0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
1718,1718,Iroegbunam,191,Leeds,0,Home,2.0,1.0,20,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,45,0.0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
1719,1719,Iroegbunam,209,Southampton,0,Away,0.0,1.0,21,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,45,0.0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
1720,1720,Iroegbunam,211,Leicester,0,Home,2.0,4.0,22,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,45,0.0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
1721,1721,Iroegbunam,228,Man City,0,Away,3.0,1.0,23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,45,0.0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
1722,1722,Iroegbunam,231,Arsenal,0,Home,2.0,4.0,24,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,45,0.0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
1723,1723,Iroegbunam,243,Everton,0,Away,0.0,2.0,25,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,45,0.0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
1724,1724,Iroegbunam,252,Crystal Palace,0,Home,1.0,0.0,26,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,45,0.0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
1725,1725,Iroegbunam,270,West Ham,0,Away,1.0,1.0,27,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,45,0.0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
1726,1726,Iroegbunam,272,Bournemouth,0,Home,3.0,0.0,28,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,45,0.0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
1727,1727,Iroegbunam,284,Chelsea,0,Away,0.0,2.0,29,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,45,0.0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
1728,1728,Iroegbunam,66,Leicester,0,Away,1.0,2.0,29,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,45,0.0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
1729,1729,Iroegbunam,291,Nott'm Forest,0,Home,2.0,0.0,30,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,45,0.0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
1730,1730,Iroegbunam,301,Newcastle,0,Home,3.0,0.0,31,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,45,0.0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
1731,1731,Iroegbunam,313,Brentford,0,Away,1.0,1.0,32,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,45,0.0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
1732,1732,Iroegbunam,321,Fulham,0,Home,1.0,0.0,33,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,45,0.0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
1733,1733,Iroegbunam,339,Man Utd,0,Away,1.0,0.0,34,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,45,0.0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
1734,1734,Diego Carlos,2,Bournemouth,1,Away,2.0,0.0,1,90,0,0,0,2,0,0,0,0,0,0,0,0.02,0.01,50,0.2,4.7,0,0,0,0,0,3,0,0,0,0,0,0,2,0.36,0.02,3
1735,1735,Diego Carlos,12,Everton,2,Home,2.0,1.0,2,90,0,0,0,1,0,0,0,0,0,0,0,0.34,0.01,50,0.2,4.7,0,0,0,0,0,3,0,0,0,0,0,0,2,0.36,0.02,3
1736,1736,Diego Carlos,22,Crystal Palace,0,Away,3.0,1.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,49,0.2,4.7,0,0,0,0,0,3,0,0,0,0,0,0,2,0.36,0.02,3
1737,1737,Diego Carlos,32,West Ham,0,Home,0.0,1.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,49,0.2,4.7,0,0,0,0,0,3,0,0,0,0,0,0,2,0.36,0.02,3
1738,1738,Diego Carlos,41,Arsenal,0,Away,2.0,1.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,48,0.2,4.7,0,0,0,0,0,3,0,0,0,0,0,0,2,0.36,0.02,3
1739,1739,Diego Carlos,51,Man City,0,Home,1.0,1.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,48,0.2,4.7,0,0,0,0,0,3,0,0,0,0,0,0,2,0.36,0.02,3
1740,1740,Diego Carlos,71,Southampton,0,Home,1.0,0.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,48,0.2,4.7,0,0,0,0,0,3,0,0,0,0,0,0,2,0.36,0.02,3
1741,1741,Diego Carlos,85,Leeds,0,Away,0.0,0.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,48,0.2,4.7,0,0,0,0,0,3,0,0,0,0,0,0,2,0.36,0.02,3
1742,1742,Diego Carlos,99,Nott'm Forest,0,Away,1.0,1.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,48,0.2,4.7,0,0,0,0,0,3,0,0,0,0,0,0,2,0.36,0.02,3
1743,1743,Diego Carlos,101,Chelsea,0,Home,0.0,2.0,11,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,47,0.2,4.7,0,0,0,0,0,3,0,0,0,0,0,0,2,0.36,0.02,3
1744,1744,Diego Carlos,116,Fulham,0,Away,3.0,0.0,12,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,47,0.2,4.7,0,0,0,0,0,3,0,0,0,0,0,0,2,0.36,0.02,3
1745,1745,Diego Carlos,121,Brentford,0,Home,4.0,0.0,13,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,47,0.2,4.7,0,0,0,0,0,3,0,0,0,0,0,0,2,0.36,0.02,3
1746,1746,Diego Carlos,140,Newcastle,0,Away,4.0,0.0,14,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,47,0.2,4.7,0,0,0,0,0,3,0,0,0,0,0,0,2,0.36,0.02,3
1747,1747,Diego Carlos,141,Man Utd,0,Home,3.0,1.0,15,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,47,0.2,4.7,0,0,0,0,0,3,0,0,0,0,0,0,2,0.36,0.02,3
1748,1748,Diego Carlos,152,Brighton,0,Away,1.0,2.0,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,47,0.2,4.7,0,0,0,0,0,3,0,0,0,0,0,0,2,0.36,0.02,3
1749,1749,Diego Carlos,162,Liverpool,0,Home,1.0,3.0,17,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,47,0.2,4.7,0,0,0,0,0,3,0,0,0,0,0,0,2,0.36,0.02,3
1750,1750,Diego Carlos,178,Spurs,0,Away,0.0,2.0,18,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,47,0.2,4.7,0,0,0,0,0,3,0,0,0,0,0,0,2,0.36,0.02,3
1751,1751,Diego Carlos,182,Wolves,0,Home,1.0,1.0,19,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,47,0.2,4.7,0,0,0,0,0,3,0,0,0,0,0,0,2,0.36,0.02,3
1752,1752,Diego Carlos,191,Leeds,0,Home,2.0,1.0,20,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,47,0.2,4.7,0,0,0,0,0,3,0,0,0,0,0,0,2,0.36,0.02,3
1753,1753,Diego Carlos,209,Southampton,0,Away,0.0,1.0,21,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,47,0.2,4.7,0,0,0,0,0,3,0,0,0,0,0,0,2,0.36,0.02,3
1754,1754,Diego Carlos,211,Leicester,0,Home,2.0,4.0,22,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,47,0.2,4.7,0,0,0,0,0,3,0,0,0,0,0,0,2,0.36,0.02,3
1755,1755,Diego Carlos,228,Man City,0,Away,3.0,1.0,23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,47,0.2,4.7,0,0,0,0,0,3,0,0,0,0,0,0,2,0.36,0.02,3
1756,1756,Diego Carlos,231,Arsenal,0,Home,2.0,4.0,24,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,47,0.2,4.7,0,0,0,0,0,3,0,0,0,0,0,0,2,0.36,0.02,3
1757,1757,Diego Carlos,243,Everton,0,Away,0.0,2.0,25,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,47,0.2,4.7,0,0,0,0,0,3,0,0,0,0,0,0,2,0.36,0.02,3
1758,1758,Diego Carlos,252,Crystal Palace,0,Home,1.0,0.0,26,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,47,0.2,4.7,0,0,0,0,0,3,0,0,0,0,0,0,2,0.36,0.02,3
1759,1759,Diego Carlos,270,West Ham,0,Away,1.0,1.0,27,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,47,0.2,4.7,0,0,0,0,0,3,0,0,0,0,0,0,2,0.36,0.02,3
1760,1760,Diego Carlos,272,Bournemouth,0,Home,3.0,0.0,28,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,47,0.2,4.7,0,0,0,0,0,3,0,0,0,0,0,0,2,0.36,0.02,3
1761,1761,Diego Carlos,284,Chelsea,0,Away,0.0,2.0,29,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,47,0.2,4.7,0,0,0,0,0,3,0,0,0,0,0,0,2,0.36,0.02,3
1762,1762,Diego Carlos,66,Leicester,0,Away,1.0,2.0,29,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,47,0.2,4.7,0,0,0,0,0,3,0,0,0,0,0,0,2,0.36,0.02,3
1763,1763,Diego Carlos,291,Nott'm Forest,0,Home,2.0,0.0,30,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,47,0.2,4.7,0,0,0,0,0,3,0,0,0,0,0,0,2,0.36,0.02,3
1764,1764,Diego Carlos,301,Newcastle,0,Home,3.0,0.0,31,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,47,0.2,4.7,0,0,0,0,0,3,0,0,0,0,0,0,2,0.36,0.02,3
1765,1765,Diego Carlos,313,Brentford,0,Away,1.0,1.0,32,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,47,0.2,4.7,0,0,0,0,0,3,0,0,0,0,0,0,2,0.36,0.02,3
1766,1766,Diego Carlos,321,Fulham,0,Home,1.0,0.0,33,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,47,0.2,4.7,0,0,0,0,0,3,0,0,0,0,0,0,2,0.36,0.02,3
1767,1767,Diego Carlos,339,Man Utd,0,Away,1.0,0.0,34,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,47,0.2,4.7,0,0,0,0,0,3,0,0,0,0,0,0,2,0.36,0.02,3
1768,1768,El Ghazi,2,Bournemouth,0,Away,2.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,50,0.0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
1769,1769,El Ghazi,12,Everton,0,Home,2.0,1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,50,0.0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
1770,1770,El Ghazi,22,Crystal Palace,0,Away,3.0,1.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,49,0.0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
1771,1771,El Ghazi,32,West Ham,0,Home,0.0,1.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,48,0.0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
1772,1772,El Ghazi,41,Arsenal,0,Away,2.0,1.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,48,0.0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
1773,1773,El Ghazi,51,Man City,0,Home,1.0,1.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,48,0.0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
1774,1774,El Ghazi,71,Southampton,0,Home,1.0,0.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,48,0.0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
1775,1775,El Ghazi,85,Leeds,0,Away,0.0,0.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,48,0.0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
1776,1776,El Ghazi,99,Nott'm Forest,0,Away,1.0,1.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,48,0.0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
1777,1777,El Ghazi,101,Chelsea,0,Home,0.0,2.0,11,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,48,0.0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
1778,1778,El Ghazi,116,Fulham,0,Away,3.0,0.0,12,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,48,0.0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
1779,1779,El Ghazi,121,Brentford,0,Home,4.0,0.0,13,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,48,0.0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
1780,1780,El Ghazi,140,Newcastle,0,Away,4.0,0.0,14,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,48,0.0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
1781,1781,El Ghazi,141,Man Utd,0,Home,3.0,1.0,15,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,48,0.0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
1782,1782,El Ghazi,152,Brighton,0,Away,1.0,2.0,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,48,0.0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
1783,1783,El Ghazi,162,Liverpool,0,Home,1.0,3.0,17,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,48,0.0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
1784,1784,El Ghazi,178,Spurs,0,Away,0.0,2.0,18,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,48,0.0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
1785,1785,El Ghazi,182,Wolves,0,Home,1.0,1.0,19,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,48,0.0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
1786,1786,El Ghazi,191,Leeds,0,Home,2.0,1.0,20,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,48,0.0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
1787,1787,El Ghazi,209,Southampton,0,Away,0.0,1.0,21,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,48,0.0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
1788,1788,El Ghazi,211,Leicester,0,Home,2.0,4.0,22,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,48,0.0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
1789,1789,El Ghazi,228,Man City,0,Away,3.0,1.0,23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,48,0.0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
1790,1790,El Ghazi,231,Arsenal,0,Home,2.0,4.0,24,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,48,0.0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
1791,1791,El Ghazi,243,Everton,0,Away,0.0,2.0,25,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,48,0.0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
1792,1792,El Ghazi,252,Crystal Palace,0,Home,1.0,0.0,26,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,48,0.0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
1793,1793,El Ghazi,270,West Ham,0,Away,1.0,1.0,27,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,48,0.0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
1794,1794,El Ghazi,272,Bournemouth,0,Home,3.0,0.0,28,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,48,0.0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
1795,1795,El Ghazi,284,Chelsea,0,Away,0.0,2.0,29,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,48,0.0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
1796,1796,El Ghazi,66,Leicester,0,Away,1.0,2.0,29,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,48,0.0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
1797,1797,El Ghazi,291,Nott'm Forest,0,Home,2.0,0.0,30,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,48,0.0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
1798,1798,El Ghazi,301,Newcastle,0,Home,3.0,0.0,31,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,48,0.0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
1799,1799,El Ghazi,313,Brentford,0,Away,1.0,1.0,32,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,48,0.0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
1800,1800,El Ghazi,321,Fulham,0,Home,1.0,0.0,33,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,48,0.0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
1801,1801,El Ghazi,339,Man Utd,0,Away,1.0,0.0,34,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,48,0.0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
1802,1802,Davis,2,Bournemouth,0,Away,2.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,55,0.0,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
1803,1803,Davis,12,Everton,0,Home,2.0,1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,54,0.0,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
1804,1804,Davis,22,Crystal Palace,0,Away,3.0,1.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,54,0.0,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
1805,1805,Davis,32,West Ham,0,Home,0.0,1.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,54,0.0,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
1806,1806,Davis,41,Arsenal,0,Away,2.0,1.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,54,0.0,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
1807,1807,Davis,51,Man City,0,Home,1.0,1.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,54,0.0,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
1808,1808,Davis,71,Southampton,0,Home,1.0,0.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,54,0.0,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
1809,1809,Davis,85,Leeds,0,Away,0.0,0.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,54,0.0,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
1810,1810,Davis,99,Nott'm Forest,0,Away,1.0,1.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,54,0.0,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
1811,1811,Davis,101,Chelsea,0,Home,0.0,2.0,11,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,54,0.0,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
1812,1812,Davis,116,Fulham,0,Away,3.0,0.0,12,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,54,0.0,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
1813,1813,Davis,121,Brentford,0,Home,4.0,0.0,13,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,54,0.0,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
1814,1814,Davis,140,Newcastle,0,Away,4.0,0.0,14,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,54,0.0,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
1815,1815,Davis,141,Man Utd,0,Home,3.0,1.0,15,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,54,0.0,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
1816,1816,Davis,152,Brighton,0,Away,1.0,2.0,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,54,0.0,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
1817,1817,Davis,162,Liverpool,0,Home,1.0,3.0,17,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,54,0.0,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
