,Gameweek,Player Name,Position,Opponent,Team,Gameweek Points,Venue,Home Team Score,Away Team Score,Minutes Played,Goals Scored,Assists,Clean Sheets,Goals Conceded,xG Conceded,Own Goals,Penalties Saved,Penalties Missed,Yellow Cards,Red Cards,Saves,Bonus,xG,xA,Selected By(%),Price,Total Goals Scored,Total Assists,Clean Sheets,Total Clean Sheets,Total Goals Conceded,Total xG Conceded,Total Own Goals,Total Saves,Total Penalties Saved,Total Penalties Missed,Total Yellow Cards,Total Red Cards,Total Bonus,Total Starts,Total xG,Total xA,Total Points
3593,29,Pollock,Forward,Fulham,Bournemouth,0,Home,2.0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.5,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0
3594,29,Pollock,Forward,Brighton,Bournemouth,0,Home,0.0,2.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.5,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0
3595,30,Pollock,Forward,Leicester,Bournemouth,0,Away,0.0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.5,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0
3596,31,Pollock,Forward,Spurs,Bournemouth,0,Away,2.0,3.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.5,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0
3597,32,Pollock,Forward,West Ham,Bournemouth,0,Home,0.0,4.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.5,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0
3598,33,Pollock,Forward,Southampton,Bournemouth,0,Away,0.0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.5,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0
3599,34,Pollock,Forward,Leeds,Bournemouth,0,Home,4.0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.5,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0
3600,35,Pollock,Forward,Chelsea,Bournemouth,0,Home,1.0,3.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.5,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0
3601,36,Pollock,Forward,Crystal Palace,Bournemouth,0,Away,2.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.5,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0
3602,22,Semenyo,Forward,Brighton,Bournemouth,2,Away,1.0,0.0,90,0,0,0,1,2.61,0,0,0,0,0,0,0,0.26,0.01,0.0,5.0,1,0,0,0,6,7.70,0,0,0,0,0,0,1,2,0.36,0.02,18
3603,23,Semenyo,Forward,Newcastle,Bournemouth,1,Home,1.0,1.0,11,0,0,0,0,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,5.0,1,0,0,0,6,7.70,0,0,0,0,0,0,1,2,0.36,0.02,18
3604,24,Semenyo,Forward,Wolves,Bournemouth,1,Away,0.0,1.0,32,0,0,0,0,0.23,0,0,0,0,0,0,0,0.0,0.01,0.0,5.0,1,0,0,0,6,7.70,0,0,0,0,0,0,1,2,0.36,0.02,18
3605,25,Semenyo,Forward,Man City,Bournemouth,0,Home,1.0,4.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,5.0,1,0,0,0,6,7.70,0,0,0,0,0,0,1,2,0.36,0.02,18
3606,26,Semenyo,Forward,Arsenal,Bournemouth,2,Away,3.0,2.0,63,0,0,0,1,1.8,0,0,0,0,0,0,0,0.0,0.0,0.0,5.0,1,0,0,0,6,7.70,0,0,0,0,0,0,1,2,0.36,0.02,18
3607,27,Semenyo,Forward,Liverpool,Bournemouth,1,Home,1.0,0.0,2,0,0,0,0,0.08,0,0,0,0,0,0,0,0.03,0.0,0.0,5.0,1,0,0,0,6,7.70,0,0,0,0,0,0,1,2,0.36,0.02,18
3608,28,Semenyo,Forward,Aston Villa,Bournemouth,1,Away,3.0,0.0,31,0,0,0,2,1.65,0,0,0,0,0,0,0,0.0,0.0,0.0,5.0,1,0,0,0,6,7.70,0,0,0,0,0,0,1,2,0.36,0.02,18
3609,29,Semenyo,Forward,Fulham,Bournemouth,1,Home,2.0,1.0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,5.0,1,0,0,0,6,7.70,0,0,0,0,0,0,1,2,0.36,0.02,18
3610,29,Semenyo,Forward,Brighton,Bournemouth,1,Home,0.0,2.0,5,0,0,0,1,0.94,0,0,0,0,0,0,0,0.0,0.0,0.0,5.0,1,0,0,0,6,7.70,0,0,0,0,0,0,1,2,0.36,0.02,18
3611,30,Semenyo,Forward,Leicester,Bournemouth,1,Away,0.0,1.0,2,0,0,0,0,0.13,0,0,0,0,0,0,0,0.0,0.0,0.0,5.0,1,0,0,0,6,7.70,0,0,0,0,0,0,1,2,0.36,0.02,18
3612,31,Semenyo,Forward,Spurs,Bournemouth,0,Away,2.0,3.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,5.0,1,0,0,0,6,7.70,0,0,0,0,0,0,1,2,0.36,0.02,18
3613,32,Semenyo,Forward,West Ham,Bournemouth,0,Home,0.0,4.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,5.0,1,0,0,0,6,7.70,0,0,0,0,0,0,1,2,0.36,0.02,18
3614,33,Semenyo,Forward,Southampton,Bournemouth,0,Away,0.0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,5.0,1,0,0,0,6,7.70,0,0,0,0,0,0,1,2,0.36,0.02,18
3615,34,Semenyo,Forward,Leeds,Bournemouth,6,Home,4.0,1.0,7,1,0,0,0,0.0,0,0,0,0,0,0,1,0.07,0.0,0.0,5.0,1,0,0,0,6,7.70,0,0,0,0,0,0,1,2,0.36,0.02,18
3616,35,Semenyo,Forward,Chelsea,Bournemouth,1,Home,1.0,3.0,6,0,0,0,1,0.16,0,0,0,0,0,0,0,0.0,0.0,0.0,5.0,1,0,0,0,6,7.70,0,0,0,0,0,0,1,2,0.36,0.02,18
3617,36,Semenyo,Forward,Crystal Palace,Bournemouth,0,Away,2.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,5.0,1,0,0,0,6,7.70,0,0,0,0,0,0,1,2,0.36,0.02,18
3618,22,Viña,Defender,Brighton,Bournemouth,1,Away,1.0,0.0,9,0,0,0,1,0.36,0,0,0,0,0,0,0,0.0,0.0,0.1,4.5,2,0,0,1,9,7.09,0,0,0,0,1,0,0,5,0.81,0.10,26
3619,23,Viña,Defender,Newcastle,Bournemouth,0,Home,1.0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.1,4.5,2,0,0,1,9,7.09,0,0,0,0,1,0,0,5,0.81,0.10,26
3620,24,Viña,Defender,Wolves,Bournemouth,1,Away,0.0,1.0,5,0,0,0,0,0.02,0,0,0,0,0,0,0,0.0,0.0,0.1,4.5,2,0,0,1,9,7.09,0,0,0,0,1,0,0,5,0.81,0.10,26
3621,25,Viña,Defender,Man City,Bournemouth,0,Home,1.0,4.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.1,4.5,2,0,0,1,9,7.09,0,0,0,0,1,0,0,5,0.81,0.10,26
3622,26,Viña,Defender,Arsenal,Bournemouth,0,Away,3.0,2.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.1,4.5,2,0,0,1,9,7.09,0,0,0,0,1,0,0,5,0.81,0.10,26
3623,27,Viña,Defender,Liverpool,Bournemouth,1,Home,1.0,0.0,2,0,0,0,0,0.08,0,0,0,0,0,0,0,0.0,0.0,0.1,4.5,2,0,0,1,9,7.09,0,0,0,0,1,0,0,5,0.81,0.10,26
3624,28,Viña,Defender,Aston Villa,Bournemouth,1,Away,3.0,0.0,1,0,0,0,0,0.02,0,0,0,0,0,0,0,0.0,0.0,0.1,4.5,2,0,0,1,9,7.09,0,0,0,0,1,0,0,5,0.81,0.10,26
3625,29,Viña,Defender,Fulham,Bournemouth,0,Home,2.0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.1,4.5,2,0,0,1,9,7.09,0,0,0,0,1,0,0,5,0.81,0.10,26
3626,29,Viña,Defender,Brighton,Bournemouth,0,Home,0.0,2.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.1,4.5,2,0,0,1,9,7.09,0,0,0,0,1,0,0,5,0.81,0.10,26
3627,30,Viña,Defender,Leicester,Bournemouth,0,Away,0.0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.1,4.5,2,0,0,1,9,7.09,0,0,0,0,1,0,0,5,0.81,0.10,26
3628,31,Viña,Defender,Spurs,Bournemouth,7,Away,2.0,3.0,48,1,0,0,1,0.95,0,0,0,0,0,0,0,0.42,0.03,0.1,4.5,2,0,0,1,9,7.09,0,0,0,0,1,0,0,5,0.81,0.10,26
3629,32,Viña,Defender,West Ham,Bournemouth,1,Home,0.0,4.0,29,0,0,0,1,1.1,0,0,0,0,0,0,0,0.0,0.03,0.1,4.5,2,0,0,1,9,7.09,0,0,0,0,1,0,0,5,0.81,0.10,26
3630,33,Viña,Defender,Southampton,Bournemouth,5,Away,0.0,1.0,90,0,0,1,0,0.51,0,0,0,1,0,0,0,0.06,0.01,0.1,4.5,2,0,1,1,9,7.09,0,0,0,0,1,0,0,5,0.81,0.10,26
3631,34,Viña,Defender,Leeds,Bournemouth,2,Home,4.0,1.0,61,0,0,0,1,1.23,0,0,0,0,0,0,0,0.08,0.0,0.1,4.5,2,0,0,1,9,7.09,0,0,0,0,1,0,0,5,0.81,0.10,26
3632,35,Viña,Defender,Chelsea,Bournemouth,7,Home,1.0,3.0,90,1,0,0,3,1.39,0,0,0,0,0,0,0,0.25,0.03,0.1,4.5,2,0,0,1,9,7.09,0,0,0,0,1,0,0,5,0.81,0.10,26
3633,36,Viña,Defender,Crystal Palace,Bournemouth,0,Away,2.0,0.0,59,0,0,0,2,1.43,0,0,0,0,0,0,0,0.0,0.0,0.1,4.5,2,0,0,1,9,7.09,0,0,0,0,1,0,0,5,0.81,0.10,26
3634,22,Zabarnyi,Defender,Brighton,Bournemouth,0,Away,1.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.5,0,0,0,0,3,2.63,0,0,0,0,0,0,0,1,0.00,0.00,3
3635,23,Zabarnyi,Defender,Newcastle,Bournemouth,0,Home,1.0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.5,0,0,0,0,3,2.63,0,0,0,0,0,0,0,1,0.00,0.00,3
3636,24,Zabarnyi,Defender,Wolves,Bournemouth,0,Away,0.0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.5,0,0,0,0,3,2.63,0,0,0,0,0,0,0,1,0.00,0.00,3
3637,25,Zabarnyi,Defender,Man City,Bournemouth,0,Home,1.0,4.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.5,0,0,0,0,3,2.63,0,0,0,0,0,0,0,1,0.00,0.00,3
3638,26,Zabarnyi,Defender,Arsenal,Bournemouth,0,Away,3.0,2.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.5,0,0,0,0,3,2.63,0,0,0,0,0,0,0,1,0.00,0.00,3
3639,27,Zabarnyi,Defender,Liverpool,Bournemouth,0,Home,1.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.5,0,0,0,0,3,2.63,0,0,0,0,0,0,0,1,0.00,0.00,3
3640,28,Zabarnyi,Defender,Aston Villa,Bournemouth,0,Away,3.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.5,0,0,0,0,3,2.63,0,0,0,0,0,0,0,1,0.00,0.00,3
3641,29,Zabarnyi,Defender,Fulham,Bournemouth,0,Home,2.0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.5,0,0,0,0,3,2.63,0,0,0,0,0,0,0,1,0.00,0.00,3
3642,29,Zabarnyi,Defender,Brighton,Bournemouth,1,Home,0.0,2.0,5,0,0,0,1,0.94,0,0,0,0,0,0,0,0.0,0.0,0.0,4.5,0,0,0,0,3,2.63,0,0,0,0,0,0,0,1,0.00,0.00,3
3643,30,Zabarnyi,Defender,Leicester,Bournemouth,0,Away,0.0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.5,0,0,0,0,3,2.63,0,0,0,0,0,0,0,1,0.00,0.00,3
3644,31,Zabarnyi,Defender,Spurs,Bournemouth,0,Away,2.0,3.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.5,0,0,0,0,3,2.63,0,0,0,0,0,0,0,1,0.00,0.00,3
3645,32,Zabarnyi,Defender,West Ham,Bournemouth,0,Home,0.0,4.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.5,0,0,0,0,3,2.63,0,0,0,0,0,0,0,1,0.00,0.00,3
3646,33,Zabarnyi,Defender,Southampton,Bournemouth,1,Away,0.0,1.0,22,0,0,0,0,0.15,0,0,0,0,0,0,0,0.0,0.0,0.0,4.5,0,0,0,0,3,2.63,0,0,0,0,0,0,0,1,0.00,0.00,3
3647,34,Zabarnyi,Defender,Leeds,Bournemouth,0,Home,4.0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.5,0,0,0,0,3,2.63,0,0,0,0,0,0,0,1,0.00,0.00,3
3648,35,Zabarnyi,Defender,Chelsea,Bournemouth,0,Home,1.0,3.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.5,0,0,0,0,3,2.63,0,0,0,0,0,0,0,1,0.00,0.00,3
3649,36,Zabarnyi,Defender,Crystal Palace,Bournemouth,1,Away,2.0,0.0,90,0,0,0,2,1.54,0,0,0,0,0,0,0,0.0,0.0,0.0,4.5,0,0,0,0,3,2.63,0,0,0,0,0,0,0,1,0.00,0.00,3
3650,22,H.Traorè,Midfielder,Brighton,Bournemouth,3,Away,1.0,0.0,60,0,0,1,0,2.22,0,0,0,0,0,0,0,0.0,0.14,0.0,4.5,0,0,1,2,8,9.94,0,0,0,0,0,0,0,5,1.04,1.15,14
3651,23,H.Traorè,Midfielder,Newcastle,Bournemouth,2,Home,1.0,1.0,90,0,0,0,1,1.27,0,0,0,0,0,0,0,0.04,0.35,0.0,4.5,0,0,0,2,8,9.94,0,0,0,0,0,0,0,5,1.04,1.15,14
3652,24,H.Traorè,Midfielder,Wolves,Bournemouth,3,Away,0.0,1.0,80,0,0,1,0,1.14,0,0,0,0,0,0,0,0.04,0.23,0.0,4.5,0,0,1,2,8,9.94,0,0,0,0,0,0,0,5,1.04,1.15,14
3653,25,H.Traorè,Midfielder,Man City,Bournemouth,2,Home,1.0,4.0,75,0,0,0,4,2.16,0,0,0,0,0,0,0,0.13,0.17,0.0,4.5,0,0,0,2,8,9.94,0,0,0,0,0,0,0,5,1.04,1.15,14
3654,26,H.Traorè,Midfielder,Arsenal,Bournemouth,0,Away,3.0,2.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.5,0,0,0,2,8,9.94,0,0,0,0,0,0,0,5,1.04,1.15,14
3655,27,H.Traorè,Midfielder,Liverpool,Bournemouth,0,Home,1.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.5,0,0,0,2,8,9.94,0,0,0,0,0,0,0,5,1.04,1.15,14
3656,28,H.Traorè,Midfielder,Aston Villa,Bournemouth,1,Away,3.0,0.0,31,0,0,0,2,1.65,0,0,0,0,0,0,0,0.0,0.19,0.0,4.5,0,0,0,2,8,9.94,0,0,0,0,0,0,0,5,1.04,1.15,14
3657,29,H.Traorè,Midfielder,Fulham,Bournemouth,1,Home,2.0,1.0,18,0,0,0,0,0.12,0,0,0,0,0,0,0,0.0,0.0,0.0,4.5,0,0,0,2,8,9.94,0,0,0,0,0,0,0,5,1.04,1.15,14
3658,29,H.Traorè,Midfielder,Brighton,Bournemouth,2,Home,0.0,2.0,71,0,0,0,1,1.38,0,0,0,0,0,0,0,0.83,0.07,0.0,4.5,0,0,0,2,8,9.94,0,0,0,0,0,0,0,5,1.04,1.15,14
3659,30,H.Traorè,Midfielder,Leicester,Bournemouth,0,Away,0.0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.5,0,0,0,2,8,9.94,0,0,0,0,0,0,0,5,1.04,1.15,14
3660,31,H.Traorè,Midfielder,Spurs,Bournemouth,0,Away,2.0,3.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.5,0,0,0,2,8,9.94,0,0,0,0,0,0,0,5,1.04,1.15,14
3661,32,H.Traorè,Midfielder,West Ham,Bournemouth,0,Home,0.0,4.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.5,0,0,0,2,8,9.94,0,0,0,0,0,0,0,5,1.04,1.15,14
3662,33,H.Traorè,Midfielder,Southampton,Bournemouth,0,Away,0.0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.5,0,0,0,2,8,9.94,0,0,0,0,0,0,0,5,1.04,1.15,14
3663,34,H.Traorè,Midfielder,Leeds,Bournemouth,0,Home,4.0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.5,0,0,0,2,8,9.94,0,0,0,0,0,0,0,5,1.04,1.15,14
3664,35,H.Traorè,Midfielder,Chelsea,Bournemouth,0,Home,1.0,3.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.5,0,0,0,2,8,9.94,0,0,0,0,0,0,0,5,1.04,1.15,14
3665,36,H.Traorè,Midfielder,Crystal Palace,Bournemouth,0,Away,2.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.5,0,0,0,2,8,9.94,0,0,0,0,0,0,0,5,1.04,1.15,14
3666,22,Greenwood,Defender,Brighton,Bournemouth,0,Away,1.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0
3667,23,Greenwood,Defender,Newcastle,Bournemouth,0,Home,1.0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0
3668,24,Greenwood,Defender,Wolves,Bournemouth,0,Away,0.0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0
3669,25,Greenwood,Defender,Man City,Bournemouth,0,Home,1.0,4.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0
3670,26,Greenwood,Defender,Arsenal,Bournemouth,0,Away,3.0,2.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0
3671,27,Greenwood,Defender,Liverpool,Bournemouth,0,Home,1.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0
3672,28,Greenwood,Defender,Aston Villa,Bournemouth,0,Away,3.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0
3673,29,Greenwood,Defender,Fulham,Bournemouth,0,Home,2.0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0
3674,29,Greenwood,Defender,Brighton,Bournemouth,0,Home,0.0,2.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0
3675,30,Greenwood,Defender,Leicester,Bournemouth,0,Away,0.0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0
3676,31,Greenwood,Defender,Spurs,Bournemouth,0,Away,2.0,3.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0
3677,32,Greenwood,Defender,West Ham,Bournemouth,0,Home,0.0,4.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0
3678,33,Greenwood,Defender,Southampton,Bournemouth,0,Away,0.0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0
3679,34,Greenwood,Defender,Leeds,Bournemouth,0,Home,4.0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0
3680,35,Greenwood,Defender,Chelsea,Bournemouth,0,Home,1.0,3.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0
3681,36,Greenwood,Defender,Crystal Palace,Bournemouth,0,Away,2.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0
3682,22,Kinsey-Wellings,Defender,Brighton,Bournemouth,0,Away,1.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0
3683,23,Kinsey-Wellings,Defender,Newcastle,Bournemouth,0,Home,1.0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0
3684,24,Kinsey-Wellings,Defender,Wolves,Bournemouth,0,Away,0.0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0
3685,25,Kinsey-Wellings,Defender,Man City,Bournemouth,0,Home,1.0,4.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0
3686,26,Kinsey-Wellings,Defender,Arsenal,Bournemouth,0,Away,3.0,2.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0
3687,27,Kinsey-Wellings,Defender,Liverpool,Bournemouth,0,Home,1.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0
3688,28,Kinsey-Wellings,Defender,Aston Villa,Bournemouth,0,Away,3.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0
3689,29,Kinsey-Wellings,Defender,Fulham,Bournemouth,0,Home,2.0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0
3690,29,Kinsey-Wellings,Defender,Brighton,Bournemouth,0,Home,0.0,2.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0
3691,30,Kinsey-Wellings,Defender,Leicester,Bournemouth,0,Away,0.0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0
3692,31,Kinsey-Wellings,Defender,Spurs,Bournemouth,0,Away,2.0,3.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0
3693,32,Kinsey-Wellings,Defender,West Ham,Bournemouth,0,Home,0.0,4.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0
3694,33,Kinsey-Wellings,Defender,Southampton,Bournemouth,0,Away,0.0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0
3695,34,Kinsey-Wellings,Defender,Leeds,Bournemouth,0,Home,4.0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0
3696,35,Kinsey-Wellings,Defender,Chelsea,Bournemouth,0,Home,1.0,3.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0
3697,36,Kinsey-Wellings,Defender,Crystal Palace,Bournemouth,0,Away,2.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0
3698,1,Jansson,Defender,Leicester,Brentford,1,Away,2.0,2.0,90,0,0,0,2,0.62,0,0,0,0,0,0,0,0.0,0.11,0.3,4.2,1,0,0,2,14,13.51,0,0,0,0,0,0,0,9,0.34,0.11,29
3699,2,Jansson,Defender,Man Utd,Brentford,6,Home,4.0,0.0,90,0,0,1,0,0.92,0,0,0,0,0,0,0,0.0,0.0,0.3,4.2,1,0,1,2,14,13.51,0,0,0,0,0,0,0,9,0.34,0.11,29
3700,3,Jansson,Defender,Fulham,Brentford,1,Away,3.0,2.0,90,0,0,0,3,2.54,0,0,0,0,0,0,0,0.0,0.0,0.3,4.2,1,0,0,2,14,13.51,0,0,0,0,0,0,0,9,0.34,0.11,29
3701,4,Jansson,Defender,Everton,Brentford,0,Home,1.0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.3,4.2,1,0,0,2,14,13.51,0,0,0,0,0,0,0,9,0.34,0.11,29
