,Gameweek,Player Name,Position,Opponent,Team,Gameweek Points,Venue,Home Team Score,Away Team Score,Minutes Played,Goals Scored,Assists,Clean Sheets,Goals Conceded,xG Conceded,Own Goals,Penalties Saved,Penalties Missed,Yellow Cards,Red Cards,Saves,Bonus,xG,xA,Selected By(%),Price,Total Goals Scored,Total Assists,Clean Sheets,Total Clean Sheets,Total Goals Conceded,Total xG Conceded,Total Own Goals,Total Saves,Total Penalties Saved,Total Penalties Missed,Total Yellow Cards,Total Red Cards,Total Bonus,Total Starts,Total xG,Total xA,Total Points
10253,6,De Cordova-Reid,Midfielder,Spurs,Fulham,1,Away,2.0,1.0,60,0,0,0,1,1.55,0,0,0,1,0,0,0,0.0,0.01,0.1,5.4,4,1,0,8,39,45.68,0,0,0,0,8,0,3,29,3.91,1.49,89
10254,8,De Cordova-Reid,Midfielder,Nott'm Forest,Fulham,5,Away,2.0,3.0,90,0,1,0,2,1.41,0,0,0,0,0,0,0,0.21,0.04,0.1,5.4,4,1,0,8,39,45.68,0,0,0,0,8,0,3,29,3.91,1.49,89
10255,9,De Cordova-Reid,Midfielder,Newcastle,Fulham,7,Home,1.0,4.0,90,1,0,0,4,3.55,0,0,0,0,0,0,0,0.28,0.04,0.1,5.4,4,1,0,8,39,45.68,0,0,0,0,8,0,3,29,3.91,1.49,89
10256,10,De Cordova-Reid,Midfielder,West Ham,Fulham,2,Away,3.0,1.0,90,0,0,0,3,3.04,0,0,0,0,0,0,0,0.0,0.02,0.1,5.4,4,1,0,8,39,45.68,0,0,0,0,8,0,3,29,3.91,1.49,89
10257,11,De Cordova-Reid,Midfielder,Bournemouth,Fulham,1,Home,2.0,2.0,90,0,0,0,2,1.05,0,0,0,1,0,0,0,0.1,0.06,0.1,5.4,4,1,0,8,39,45.68,0,0,0,0,8,0,3,29,3.91,1.49,89
10258,12,De Cordova-Reid,Midfielder,Aston Villa,Fulham,3,Home,3.0,0.0,90,0,0,1,0,1.16,0,0,0,0,0,0,0,0.0,0.07,0.1,5.4,4,1,1,8,39,45.68,0,0,0,0,8,0,3,29,3.91,1.49,89
10259,13,De Cordova-Reid,Midfielder,Leeds,Fulham,8,Away,2.0,3.0,90,1,0,0,2,1.71,0,0,0,0,0,0,1,0.04,0.01,0.1,5.4,4,1,0,8,39,45.68,0,0,0,0,8,0,3,29,3.91,1.49,89
10260,14,De Cordova-Reid,Midfielder,Everton,Fulham,2,Home,0.0,0.0,75,0,0,1,0,0.94,0,0,0,1,0,0,0,0.33,0.04,0.1,5.4,4,1,1,8,39,45.68,0,0,0,0,8,0,3,29,3.91,1.49,89
10261,15,De Cordova-Reid,Midfielder,Man City,Fulham,0,Away,2.0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.1,5.4,4,1,0,8,39,45.68,0,0,0,0,8,0,3,29,3.91,1.49,89
10262,16,De Cordova-Reid,Midfielder,Man Utd,Fulham,1,Home,1.0,2.0,90,0,0,0,2,2.59,0,0,0,1,0,0,0,0.0,0.04,0.1,5.4,4,1,0,8,39,45.68,0,0,0,0,8,0,3,29,3.91,1.49,89
10263,17,De Cordova-Reid,Midfielder,Crystal Palace,Fulham,9,Away,0.0,3.0,80,1,0,1,0,0.26,0,0,0,0,0,0,1,0.55,0.17,0.1,5.4,4,1,1,8,39,45.68,0,0,0,0,8,0,3,29,3.91,1.49,89
10264,18,De Cordova-Reid,Midfielder,Southampton,Fulham,2,Home,2.0,1.0,61,0,0,0,1,0.71,0,0,0,0,0,0,0,0.0,0.18,0.1,5.4,4,1,0,8,39,45.68,0,0,0,0,8,0,3,29,3.91,1.49,89
10265,19,De Cordova-Reid,Midfielder,Leicester,Fulham,3,Away,0.0,1.0,65,0,0,1,0,1.32,0,0,0,0,0,0,0,0.0,0.04,0.1,5.4,4,1,1,8,39,45.68,0,0,0,0,8,0,3,29,3.91,1.49,89
10266,19,De Cordova-Reid,Midfielder,Chelsea,Fulham,2,Home,2.0,1.0,67,0,0,0,1,2.04,0,0,0,0,0,0,0,0.06,0.01,0.1,5.4,4,1,0,8,39,45.68,0,0,0,0,8,0,3,29,3.91,1.49,89
10267,20,De Cordova-Reid,Midfielder,Newcastle,Fulham,2,Away,1.0,0.0,90,0,0,0,1,2.13,0,0,0,0,0,0,0,0.0,0.03,0.1,5.4,4,1,0,8,39,45.68,0,0,0,0,8,0,3,29,3.91,1.49,89
10268,21,De Cordova-Reid,Midfielder,Spurs,Fulham,2,Home,0.0,1.0,86,0,0,0,1,0.9,0,0,0,0,0,0,0,0.02,0.01,0.1,5.4,4,1,0,8,39,45.68,0,0,0,0,8,0,3,29,3.91,1.49,89
10269,22,De Cordova-Reid,Midfielder,Chelsea,Fulham,2,Away,0.0,0.0,74,0,0,1,0,0.8,0,0,0,1,0,0,0,0.22,0.02,0.1,5.4,4,1,1,8,39,45.68,0,0,0,0,8,0,3,29,3.91,1.49,89
10270,23,De Cordova-Reid,Midfielder,Nott'm Forest,Fulham,3,Home,2.0,0.0,84,0,0,1,0,0.67,0,0,0,0,0,0,0,0.14,0.08,0.1,5.4,4,1,1,8,39,45.68,0,0,0,0,8,0,3,29,3.91,1.49,89
10271,24,De Cordova-Reid,Midfielder,Brighton,Fulham,3,Away,0.0,1.0,90,0,0,1,0,2.2,0,0,0,0,0,0,0,0.08,0.0,0.1,5.4,4,1,1,8,39,45.68,0,0,0,0,8,0,3,29,3.91,1.49,89
10272,25,De Cordova-Reid,Midfielder,Wolves,Fulham,1,Home,1.0,1.0,45,0,0,0,1,0.45,0,0,0,0,0,0,0,0.0,0.05,0.1,5.4,4,1,0,8,39,45.68,0,0,0,0,8,0,3,29,3.91,1.49,89
10273,26,De Cordova-Reid,Midfielder,Brentford,Fulham,1,Away,3.0,2.0,15,0,0,0,1,0.46,0,0,0,0,0,0,0,0.0,0.0,0.1,5.4,4,1,0,8,39,45.68,0,0,0,0,8,0,3,29,3.91,1.49,89
10274,27,De Cordova-Reid,Midfielder,Arsenal,Fulham,2,Home,0.0,3.0,90,0,0,0,3,2.38,0,0,0,0,0,0,0,0.1,0.03,0.1,5.4,4,1,0,8,39,45.68,0,0,0,0,8,0,3,29,3.91,1.49,89
10275,29,De Cordova-Reid,Midfielder,Bournemouth,Fulham,2,Away,2.0,1.0,68,0,0,0,1,1.6,0,0,0,0,0,0,0,0.04,0.17,0.1,5.4,4,1,0,8,39,45.68,0,0,0,0,8,0,3,29,3.91,1.49,89
10276,30,De Cordova-Reid,Midfielder,West Ham,Fulham,1,Home,0.0,1.0,45,0,0,0,1,0.03,0,0,0,0,0,0,0,0.04,0.02,0.1,5.4,4,1,0,8,39,45.68,0,0,0,0,8,0,3,29,3.91,1.49,89
10277,31,De Cordova-Reid,Midfielder,Everton,Fulham,1,Away,1.0,3.0,11,0,0,0,0,0.06,0,0,0,0,0,0,0,0.0,0.1,0.1,5.4,4,1,0,8,39,45.68,0,0,0,0,8,0,3,29,3.91,1.49,89
10278,32,De Cordova-Reid,Midfielder,Leeds,Fulham,2,Home,2.0,1.0,81,0,0,0,1,0.85,0,0,0,0,0,0,0,0.0,0.03,0.1,5.4,4,1,0,8,39,45.68,0,0,0,0,8,0,3,29,3.91,1.49,89
10279,33,De Cordova-Reid,Midfielder,Aston Villa,Fulham,1,Away,1.0,0.0,73,0,0,0,1,0.81,0,0,0,1,0,0,0,0.0,0.01,0.1,5.4,4,1,0,8,39,45.68,0,0,0,0,8,0,3,29,3.91,1.49,89
10280,34,De Cordova-Reid,Midfielder,Man City,Fulham,2,Home,1.0,2.0,75,0,0,0,2,2.59,0,0,0,0,0,0,0,0.03,0.0,0.1,5.4,4,1,0,8,39,45.68,0,0,0,0,8,0,3,29,3.91,1.49,89
10281,34,De Cordova-Reid,Midfielder,Liverpool,Fulham,1,Away,1.0,0.0,19,0,0,0,0,0.11,0,0,0,0,0,0,0,0.12,0.0,0.1,5.4,4,1,0,8,39,45.68,0,0,0,0,8,0,3,29,3.91,1.49,89
10282,35,De Cordova-Reid,Midfielder,Leicester,Fulham,1,Home,5.0,3.0,8,0,0,0,1,0.18,0,0,0,0,0,0,0,0.0,0.0,0.1,5.4,4,1,0,8,39,45.68,0,0,0,0,8,0,3,29,3.91,1.49,89
10283,36,De Cordova-Reid,Midfielder,Southampton,Fulham,1,Away,0.0,2.0,21,0,0,0,0,0.09,0,0,0,0,0,0,0,0.0,0.06,0.1,5.4,4,1,0,8,39,45.68,0,0,0,0,8,0,3,29,3.91,1.49,89
10284,1,Bryan,Defender,Liverpool,Fulham,0,Home,2.0,2.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.4,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0
10285,2,Bryan,Defender,Wolves,Fulham,0,Away,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.4,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0
10286,3,Bryan,Defender,Brentford,Fulham,0,Home,3.0,2.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.4,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0
10287,4,Bryan,Defender,Arsenal,Fulham,0,Away,2.0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.4,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0
10288,5,Bryan,Defender,Brighton,Fulham,0,Home,2.0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.4,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0
10289,6,Bryan,Defender,Spurs,Fulham,0,Away,2.0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.4,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0
10290,8,Bryan,Defender,Nott'm Forest,Fulham,0,Away,2.0,3.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.4,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0
10291,9,Bryan,Defender,Newcastle,Fulham,0,Home,1.0,4.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.4,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0
10292,10,Bryan,Defender,West Ham,Fulham,0,Away,3.0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.4,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0
10293,11,Bryan,Defender,Bournemouth,Fulham,0,Home,2.0,2.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.4,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0
10294,12,Bryan,Defender,Aston Villa,Fulham,0,Home,3.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.4,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0
10295,13,Bryan,Defender,Leeds,Fulham,0,Away,2.0,3.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.4,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0
10296,14,Bryan,Defender,Everton,Fulham,0,Home,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.4,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0
10297,15,Bryan,Defender,Man City,Fulham,0,Away,2.0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.4,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0
10298,16,Bryan,Defender,Man Utd,Fulham,0,Home,1.0,2.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.4,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0
10299,17,Bryan,Defender,Crystal Palace,Fulham,0,Away,0.0,3.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.4,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0
10300,18,Bryan,Defender,Southampton,Fulham,0,Home,2.0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.4,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0
10301,19,Bryan,Defender,Leicester,Fulham,0,Away,0.0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.4,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0
10302,19,Bryan,Defender,Chelsea,Fulham,0,Home,2.0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.4,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0
10303,20,Bryan,Defender,Newcastle,Fulham,0,Away,1.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.4,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0
10304,21,Bryan,Defender,Spurs,Fulham,0,Home,0.0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.4,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0
10305,22,Bryan,Defender,Chelsea,Fulham,0,Away,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.4,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0
10306,23,Bryan,Defender,Nott'm Forest,Fulham,0,Home,2.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.4,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0
10307,24,Bryan,Defender,Brighton,Fulham,0,Away,0.0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.4,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0
10308,25,Bryan,Defender,Wolves,Fulham,0,Home,1.0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.4,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0
10309,26,Bryan,Defender,Brentford,Fulham,0,Away,3.0,2.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.4,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0
10310,27,Bryan,Defender,Arsenal,Fulham,0,Home,0.0,3.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.4,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0
10311,29,Bryan,Defender,Bournemouth,Fulham,0,Away,2.0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.4,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0
10312,30,Bryan,Defender,West Ham,Fulham,0,Home,0.0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.4,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0
10313,31,Bryan,Defender,Everton,Fulham,0,Away,1.0,3.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.4,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0
10314,32,Bryan,Defender,Leeds,Fulham,0,Home,2.0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.4,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0
10315,33,Bryan,Defender,Aston Villa,Fulham,0,Away,1.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.4,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0
10316,34,Bryan,Defender,Man City,Fulham,0,Home,1.0,2.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.4,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0
10317,34,Bryan,Defender,Liverpool,Fulham,0,Away,1.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.4,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0
10318,35,Bryan,Defender,Leicester,Fulham,0,Home,5.0,3.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.4,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0
10319,36,Bryan,Defender,Southampton,Fulham,0,Away,0.0,2.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.4,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0
10320,1,Gazzaniga,Goalkeeper,Liverpool,Fulham,0,Home,2.0,2.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,1.2,4.0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0
10321,2,Gazzaniga,Goalkeeper,Wolves,Fulham,0,Away,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,1.2,4.0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0
10322,3,Gazzaniga,Goalkeeper,Brentford,Fulham,0,Home,3.0,2.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,1.2,4.0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0
10323,4,Gazzaniga,Goalkeeper,Arsenal,Fulham,0,Away,2.0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,1.2,4.0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0
10324,5,Gazzaniga,Goalkeeper,Brighton,Fulham,0,Home,2.0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,1.2,4.0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0
10325,6,Gazzaniga,Goalkeeper,Spurs,Fulham,0,Away,2.0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,1.2,4.0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0
10326,8,Gazzaniga,Goalkeeper,Nott'm Forest,Fulham,0,Away,2.0,3.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,1.2,4.0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0
10327,9,Gazzaniga,Goalkeeper,Newcastle,Fulham,0,Home,1.0,4.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,1.2,4.0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0
10328,10,Gazzaniga,Goalkeeper,West Ham,Fulham,0,Away,3.0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,1.2,4.0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0
10329,11,Gazzaniga,Goalkeeper,Bournemouth,Fulham,0,Home,2.0,2.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,1.2,4.0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0
10330,12,Gazzaniga,Goalkeeper,Aston Villa,Fulham,0,Home,3.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,1.2,4.0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0
10331,13,Gazzaniga,Goalkeeper,Leeds,Fulham,0,Away,2.0,3.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,1.2,4.0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0
10332,14,Gazzaniga,Goalkeeper,Everton,Fulham,0,Home,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,1.2,4.0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0
10333,15,Gazzaniga,Goalkeeper,Man City,Fulham,0,Away,2.0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,1.2,4.0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0
10334,16,Gazzaniga,Goalkeeper,Man Utd,Fulham,0,Home,1.0,2.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,1.2,4.0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0
10335,17,Gazzaniga,Goalkeeper,Crystal Palace,Fulham,0,Away,0.0,3.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,1.2,4.0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0
10336,18,Gazzaniga,Goalkeeper,Southampton,Fulham,0,Home,2.0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,1.2,4.0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0
10337,19,Gazzaniga,Goalkeeper,Leicester,Fulham,0,Away,0.0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,1.2,4.0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0
10338,19,Gazzaniga,Goalkeeper,Chelsea,Fulham,0,Home,2.0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,1.2,4.0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0
10339,20,Gazzaniga,Goalkeeper,Newcastle,Fulham,0,Away,1.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,1.2,4.0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0
10340,21,Gazzaniga,Goalkeeper,Spurs,Fulham,0,Home,0.0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,1.2,4.0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0
10341,22,Gazzaniga,Goalkeeper,Chelsea,Fulham,0,Away,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,1.2,4.0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0
10342,23,Gazzaniga,Goalkeeper,Nott'm Forest,Fulham,0,Home,2.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,1.2,4.0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0
10343,24,Gazzaniga,Goalkeeper,Brighton,Fulham,0,Away,0.0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,1.2,4.0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0
10344,25,Gazzaniga,Goalkeeper,Wolves,Fulham,0,Home,1.0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,1.2,4.0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0
10345,26,Gazzaniga,Goalkeeper,Brentford,Fulham,0,Away,3.0,2.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,1.2,4.0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0
10346,27,Gazzaniga,Goalkeeper,Arsenal,Fulham,0,Home,0.0,3.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,1.2,4.0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0
10347,29,Gazzaniga,Goalkeeper,Bournemouth,Fulham,0,Away,2.0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,1.2,4.0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0
10348,30,Gazzaniga,Goalkeeper,West Ham,Fulham,0,Home,0.0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,1.2,4.0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0
10349,31,Gazzaniga,Goalkeeper,Everton,Fulham,0,Away,1.0,3.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,1.2,4.0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0
10350,32,Gazzaniga,Goalkeeper,Leeds,Fulham,0,Home,2.0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,1.2,4.0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0
10351,33,Gazzaniga,Goalkeeper,Aston Villa,Fulham,0,Away,1.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,1.2,4.0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0
10352,34,Gazzaniga,Goalkeeper,Man City,Fulham,0,Home,1.0,2.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,1.2,4.0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0
10353,34,Gazzaniga,Goalkeeper,Liverpool,Fulham,0,Away,1.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,1.2,4.0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0
10354,35,Gazzaniga,Goalkeeper,Leicester,Fulham,0,Home,5.0,3.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,1.2,4.0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0
10355,36,Gazzaniga,Goalkeeper,Southampton,Fulham,0,Away,0.0,2.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,1.2,4.0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0
10356,1,Kongolo,Defender,Liverpool,Fulham,0,Home,2.0,2.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.2,3.9,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0
10357,2,Kongolo,Defender,Wolves,Fulham,0,Away,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.2,3.9,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0
10358,3,Kongolo,Defender,Brentford,Fulham,0,Home,3.0,2.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.2,3.9,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0
10359,4,Kongolo,Defender,Arsenal,Fulham,0,Away,2.0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.2,3.9,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0
10360,5,Kongolo,Defender,Brighton,Fulham,0,Home,2.0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.2,3.9,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0
