,Player Name,Team,Position,Price,Total Points,Total Goals,Total Assists,Total Clean Sheets,Total Bonus,Minutes Played
677,Bissouma,Spurs,Midfielder,4.7,24,0,0,1,0,832
678,Emerson Royal,Spurs,Defender,4.8,83,2,2,7,9,1565
679,Kulusevski,Spurs,Midfielder,7.8,88,2,6,7,5,1922
680,Scarlett,Spurs,Forward,4.5,0,0,0,0,0,0
681,Perišić,Spurs,Defender,5.3,93,1,8,6,6,2094
682,White,Spurs,Midfielder,4.4,1,0,0,0,0,4
683,Sarr,Spurs,Midfielder,4.2,10,0,0,0,0,188
684,Austin,Spurs,Goalkeeper,3.9,0,0,0,0,0,0
685,Devine,Spurs,Midfielder,4.3,0,0,0,0,0,0
686,Parrott,Spurs,Forward,4.5,0,0,0,0,0,0
687,Richarlison,Spurs,Forward,8.4,52,1,5,3,2,966
688,Lenglet,Spurs,Defender,4.8,60,0,2,5,6,1838
689,Spence,Spurs,Defender,4.1,4,0,0,0,0,5
690,Bryan,Spurs,Midfielder,5.0,9,0,1,1,0,146
691,Danjuma,Spurs,Midfielder,6.1,13,1,0,0,0,97
692,Pedro Porro,Spurs,Defender,4.8,45,2,2,2,3,1027
693,Mundle,Spurs,Midfielder,4.5,0,0,0,0,0,0
694,Abbott,Spurs,Midfielder,4.5,0,0,0,0,0,0
695,Craig,Spurs,Midfielder,4.5,0,0,0,0,0,0
696,Ings,West Ham,Forward,6.3,89,8,0,5,13,1461
697,Fabianski,West Ham,Goalkeeper,4.9,124,0,0,9,10,2931
698,Ogbonna,West Ham,Defender,4.4,42,0,0,4,4,1144
699,Cresswell,West Ham,Defender,4.7,73,0,1,6,8,2165
700,Antonio,West Ham,Forward,7.0,82,5,3,5,4,1761
701,Lanzini,West Ham,Midfielder,5.0,9,0,0,0,0,233
702,Zouma,West Ham,Defender,4.4,87,2,1,7,8,1943
703,Masuaku,West Ham,Defender,4.5,0,0,0,0,0,0
704,Coufal,West Ham,Defender,4.0,55,0,2,4,2,1955
705,Benrahma,West Ham,Midfielder,5.5,104,6,3,6,5,1998
706,Bowen,West Ham,Midfielder,8.0,131,5,8,9,6,3121
707,Vlasic,West Ham,Midfielder,5.0,0,0,0,0,0,0
708,Rice,West Ham,Midfielder,4.7,105,3,3,9,10,3092
709,Soucek,West Ham,Midfielder,5.0,98,2,4,8,6,2721
710,Fornals,West Ham,Midfielder,4.9,59,2,1,1,3,1313
711,Johnson,West Ham,Defender,4.4,28,0,0,2,1,859
712,Aguerd,West Ham,Defender,4.8,57,2,0,5,5,1504
713,Areola,West Ham,Goalkeeper,4.3,7,0,0,0,0,307
714,Downes,West Ham,Midfielder,4.2,25,0,0,1,0,667
715,Scamacca,West Ham,Forward,6.6,41,3,0,3,7,921
716,Emerson,West Ham,Defender,4.0,36,1,0,2,2,1208
717,Coventry,West Ham,Midfielder,4.4,1,0,0,0,0,1
718,Oko-Flex,West Ham,Midfielder,4.4,0,0,0,0,0,0
719,Cornet,West Ham,Midfielder,5.9,13,0,0,0,0,213
720,Kehrer,West Ham,Defender,4.3,65,0,3,5,4,2094
721,Paquetá,West Ham,Midfielder,5.9,92,4,4,6,8,1994
722,Mubama,West Ham,Forward,4.5,2,0,0,0,0,35
723,Anang,West Ham,Goalkeeper,4.0,0,0,0,0,0,0
724,Hegyi,West Ham,Goalkeeper,3.9,0,0,0,0,0,0
725,Casey,West Ham,Defender,4.0,0,0,0,0,0,0
726,Dawson,Wolves,Defender,4.8,74,1,1,7,7,2044
727,Jiménez,Wolves,Forward,6.5,27,0,2,2,0,749
728,Jonny,Wolves,Defender,4.3,45,1,0,5,0,1257
729,Sá,Wolves,Goalkeeper,5.0,147,0,0,11,18,3150
730,Neves,Wolves,Midfielder,5.2,115,6,2,9,16,2888
731,Hwang,Wolves,Midfielder,5.7,47,2,2,2,0,978
732,Semedo,Wolves,Defender,5.0,74,0,1,8,5,2453
733,Podence,Wolves,Midfielder,5.2,89,6,1,5,10,1691
734,Kilman,Wolves,Defender,4.3,109,0,1,11,12,3240
735,Cundle,Wolves,Midfielder,4.4,0,0,0,0,0,0
736,Neto,Wolves,Midfielder,4.9,37,0,2,5,0,962
737,Aït-Nouri,Wolves,Defender,4.1,41,1,0,4,0,1022
738,Fabio Silva,Wolves,Forward,5.5,0,0,0,0,0,0
739,Toti,Wolves,Defender,3.9,40,1,0,4,4,866
740,Chiquinho,Wolves,Midfielder,5.0,0,0,0,0,0,0
741,Adama,Wolves,Midfielder,5.3,59,2,3,1,0,1300
742,Šarkić,Wolves,Goalkeeper,3.9,0,0,0,0,0,0
743,Mosquera,Wolves,Defender,3.9,0,0,0,0,0,0
744,Moutinho,Wolves,Midfielder,4.6,56,0,2,6,0,1773
745,Collins,Wolves,Defender,4.3,47,0,0,4,6,1631
746,Smith,Wolves,Goalkeeper,3.9,0,0,0,0,0,0
747,Bueno,Wolves,Defender,3.8,41,0,1,3,3,1262
748,Hodge,Wolves,Midfielder,4.3,4,0,0,0,0,167
749,Ronan,Wolves,Midfielder,4.4,1,0,0,0,0,1
750,Campbell,Wolves,Midfielder,4.4,5,0,0,0,0,68
751,Guedes,Wolves,Midfielder,5.8,29,1,1,2,1,703
752,Matheus,Wolves,Midfielder,4.8,79,1,1,11,5,2402
753,Kalajdžić,Wolves,Forward,5.3,1,0,0,0,0,45
754,Diego Costa,Wolves,Forward,5.3,32,1,0,6,3,1215
755,Traoré,Wolves,Midfielder,4.3,12,0,1,0,0,380
756,Fraser,Wolves,Forward,4.5,0,0,0,0,0,0
757,Griffiths,Wolves,Midfielder,4.4,0,0,0,0,0,0
758,Lembikisa,Wolves,Defender,4.0,1,0,0,0,0,22
759,Cunha,Wolves,Forward,5.3,38,2,0,5,6,959
760,Lemina,Wolves,Midfielder,4.5,32,0,1,5,0,1191
761,Sarabia,Wolves,Midfielder,4.9,24,1,0,2,3,695
762,Bentley,Wolves,Goalkeeper,4.0,3,0,0,0,0,90
763,João Gomes,Wolves,Midfielder,4.5,17,1,0,2,2,475
