,Player Name,Team,Opponent,Venue,Difficulty,Gameweek,Kickoff Time
1312,Douglas Luiz,Aston Villa,Brighton,Home,3,38,2023-05-28T15:30:00Z
1313,Ramsey,Aston Villa,Brighton,Home,3,38,2023-05-28T15:30:00Z
1314,Iroegbunam,Aston Villa,Brighton,Home,3,38,2023-05-28T15:30:00Z
1315,Diego Carlos,Aston Villa,Brighton,Home,3,38,2023-05-28T15:30:00Z
1316,El Ghazi,Aston Villa,Brighton,Home,3,38,2023-05-28T15:30:00Z
1317,Davis,Aston Villa,Brighton,Home,3,38,2023-05-28T15:30:00Z
1318,Kamara,Aston Villa,Brighton,Home,3,38,2023-05-28T15:30:00Z
1319,Archer,Aston Villa,Brighton,Home,3,38,2023-05-28T15:30:00Z
1320,Philogene-Bidace,Aston Villa,Brighton,Home,3,38,2023-05-28T15:30:00Z
1321,Guilbert,Aston Villa,Brighton,Home,3,38,2023-05-28T15:30:00Z
1322,Dendoncker,Aston Villa,Brighton,Home,3,38,2023-05-28T15:30:00Z
1323,Augustinsson,Aston Villa,Brighton,Home,3,38,2023-05-28T15:30:00Z
1324,Kesler Hayden,Aston Villa,Brighton,Home,3,38,2023-05-28T15:30:00Z
1325,Young,Aston Villa,Brighton,Home,3,38,2023-05-28T15:30:00Z
1326,Bogarde,Aston Villa,Brighton,Home,3,38,2023-05-28T15:30:00Z
1327,Marschall,Aston Villa,Brighton,Home,3,38,2023-05-28T15:30:00Z
1328,Kadan Young,Aston Villa,Brighton,Home,3,38,2023-05-28T15:30:00Z
1329,Álex Moreno,Aston Villa,Brighton,Home,3,38,2023-05-28T15:30:00Z
1330,Sinisalo,Aston Villa,Brighton,Home,3,38,2023-05-28T15:30:00Z
1331,Durán,Aston Villa,Brighton,Home,3,38,2023-05-28T15:30:00Z
1332,Swinkels,Aston Villa,Brighton,Home,3,38,2023-05-28T15:30:00Z
1333,Zych,Aston Villa,Brighton,Home,3,38,2023-05-28T15:30:00Z
1334,Wright,Aston Villa,Brighton,Home,3,38,2023-05-28T15:30:00Z
1335,Revan,Aston Villa,Brighton,Home,3,38,2023-05-28T15:30:00Z
1336,Patterson,Aston Villa,Brighton,Home,3,38,2023-05-28T15:30:00Z
1337,O'Reilly,Aston Villa,Brighton,Home,3,38,2023-05-28T15:30:00Z
3060,Smith,Bournemouth,Everton,Away,2,38,2023-05-28T15:30:00Z
3061,Stanislas,Bournemouth,Everton,Away,2,38,2023-05-28T15:30:00Z
3062,Fredericks,Bournemouth,Everton,Away,2,38,2023-05-28T15:30:00Z
3063,Brooks,Bournemouth,Everton,Away,2,38,2023-05-28T15:30:00Z
3064,Lowe,Bournemouth,Everton,Away,2,38,2023-05-28T15:30:00Z
3065,Moore,Bournemouth,Everton,Away,2,38,2023-05-28T15:30:00Z
3066,Marcondes,Bournemouth,Everton,Away,2,38,2023-05-28T15:30:00Z
3067,Lerma,Bournemouth,Everton,Away,2,38,2023-05-28T15:30:00Z
3068,Stacey,Bournemouth,Everton,Away,2,38,2023-05-28T15:30:00Z
3069,Solanke,Bournemouth,Everton,Away,2,38,2023-05-28T15:30:00Z
3070,Cook,Bournemouth,Everton,Away,2,38,2023-05-28T15:30:00Z
3071,Pearson,Bournemouth,Everton,Away,2,38,2023-05-28T15:30:00Z
3072,Christie,Bournemouth,Everton,Away,2,38,2023-05-28T15:30:00Z
3073,Billing,Bournemouth,Everton,Away,2,38,2023-05-28T15:30:00Z
3074,Mepham,Bournemouth,Everton,Away,2,38,2023-05-28T15:30:00Z
3075,Travers,Bournemouth,Everton,Away,2,38,2023-05-28T15:30:00Z
3076,Kelly,Bournemouth,Everton,Away,2,38,2023-05-28T15:30:00Z
3077,Dembélé,Bournemouth,Everton,Away,2,38,2023-05-28T15:30:00Z
3078,Anthony,Bournemouth,Everton,Away,2,38,2023-05-28T15:30:00Z
3079,Zemura,Bournemouth,Everton,Away,2,38,2023-05-28T15:30:00Z
3080,Dennis,Bournemouth,Everton,Away,2,38,2023-05-28T15:30:00Z
3081,Stephens,Bournemouth,Everton,Away,2,38,2023-05-28T15:30:00Z
3082,Rothwell,Bournemouth,Everton,Away,2,38,2023-05-28T15:30:00Z
3083,Tavernier,Bournemouth,Everton,Away,2,38,2023-05-28T15:30:00Z
3084,Hill,Bournemouth,Everton,Away,2,38,2023-05-28T15:30:00Z
3085,Randolph,Bournemouth,Everton,Away,2,38,2023-05-28T15:30:00Z
3086,Neto,Bournemouth,Everton,Away,2,38,2023-05-28T15:30:00Z
3087,Senesi,Bournemouth,Everton,Away,2,38,2023-05-28T15:30:00Z
3088,Saydee,Bournemouth,Everton,Away,2,38,2023-05-28T15:30:00Z
3089,Bevan,Bournemouth,Everton,Away,2,38,2023-05-28T15:30:00Z
3090,Plain,Bournemouth,Everton,Away,2,38,2023-05-28T15:30:00Z
3091,Adu-Adjei,Bournemouth,Everton,Away,2,38,2023-05-28T15:30:00Z
3092,Dacosta Gonzalez,Bournemouth,Everton,Away,2,38,2023-05-28T15:30:00Z
3093,Sadi,Bournemouth,Everton,Away,2,38,2023-05-28T15:30:00Z
3094,Ouattara,Bournemouth,Everton,Away,2,38,2023-05-28T15:30:00Z
3095,Pollock,Bournemouth,Everton,Away,2,38,2023-05-28T15:30:00Z
3096,Semenyo,Bournemouth,Everton,Away,2,38,2023-05-28T15:30:00Z
3097,Viña,Bournemouth,Everton,Away,2,38,2023-05-28T15:30:00Z
3098,Zabarnyi,Bournemouth,Everton,Away,2,38,2023-05-28T15:30:00Z
3099,H.Traorè,Bournemouth,Everton,Away,2,38,2023-05-28T15:30:00Z
3100,Greenwood,Bournemouth,Everton,Away,2,38,2023-05-28T15:30:00Z
3101,Kinsey-Wellings,Bournemouth,Everton,Away,2,38,2023-05-28T15:30:00Z
4824,Jansson,Brentford,Man City,Home,5,38,2023-05-28T15:30:00Z
4825,Nørgaard,Brentford,Man City,Home,5,38,2023-05-28T15:30:00Z
4826,Toney,Brentford,Man City,Home,5,38,2023-05-28T15:30:00Z
4827,Raya,Brentford,Man City,Home,5,38,2023-05-28T15:30:00Z
4828,Canós,Brentford,Man City,Home,5,38,2023-05-28T15:30:00Z
4829,Dasilva,Brentford,Man City,Home,5,38,2023-05-28T15:30:00Z
4830,Ajer,Brentford,Man City,Home,5,38,2023-05-28T15:30:00Z
4831,Henry,Brentford,Man City,Home,5,38,2023-05-28T15:30:00Z
4832,Janelt,Brentford,Man City,Home,5,38,2023-05-28T15:30:00Z
4833,Ghoddos,Brentford,Man City,Home,5,38,2023-05-28T15:30:00Z
4834,Jensen,Brentford,Man City,Home,5,38,2023-05-28T15:30:00Z
4835,Wissa,Brentford,Man City,Home,5,38,2023-05-28T15:30:00Z
4836,Roerslev,Brentford,Man City,Home,5,38,2023-05-28T15:30:00Z
4837,Bech,Brentford,Man City,Home,5,38,2023-05-28T15:30:00Z
4838,Pinnock,Brentford,Man City,Home,5,38,2023-05-28T15:30:00Z
4839,Onyeka,Brentford,Man City,Home,5,38,2023-05-28T15:30:00Z
4840,Baptiste,Brentford,Man City,Home,5,38,2023-05-28T15:30:00Z
4841,Mbeumo,Brentford,Man City,Home,5,38,2023-05-28T15:30:00Z
4842,Goode,Brentford,Man City,Home,5,38,2023-05-28T15:30:00Z
4843,Forss,Brentford,Man City,Home,5,38,2023-05-28T15:30:00Z
4844,Thompson,Brentford,Man City,Home,5,38,2023-05-28T15:30:00Z
4845,Bidstrup,Brentford,Man City,Home,5,38,2023-05-28T15:30:00Z
4846,Balcombe,Brentford,Man City,Home,5,38,2023-05-28T15:30:00Z
4847,Hickey,Brentford,Man City,Home,5,38,2023-05-28T15:30:00Z
4848,Lewis-Potter,Brentford,Man City,Home,5,38,2023-05-28T15:30:00Z
4849,Strakosha,Brentford,Man City,Home,5,38,2023-05-28T15:30:00Z
4850,Mee,Brentford,Man City,Home,5,38,2023-05-28T15:30:00Z
4851,Stevens,Brentford,Man City,Home,5,38,2023-05-28T15:30:00Z
4852,Dervişoğlu,Brentford,Man City,Home,5,38,2023-05-28T15:30:00Z
4853,Damsgaard,Brentford,Man City,Home,5,38,2023-05-28T15:30:00Z
4854,Zanka,Brentford,Man City,Home,5,38,2023-05-28T15:30:00Z
4855,Trevitt,Brentford,Man City,Home,5,38,2023-05-28T15:30:00Z
4856,Cox,Brentford,Man City,Home,5,38,2023-05-28T15:30:00Z
4857,Crama,Brentford,Man City,Home,5,38,2023-05-28T15:30:00Z
4858,Yarmolyuk,Brentford,Man City,Home,5,38,2023-05-28T15:30:00Z
4859,Schade,Brentford,Man City,Home,5,38,2023-05-28T15:30:00Z
4860,Olakigbe,Brentford,Man City,Home,5,38,2023-05-28T15:30:00Z
6193,Lallana,Brighton,Aston Villa,Away,2,38,2023-05-28T15:30:00Z
6194,Steele,Brighton,Aston Villa,Away,2,38,2023-05-28T15:30:00Z
6195,Welbeck,Brighton,Aston Villa,Away,2,38,2023-05-28T15:30:00Z
6196,Groß,Brighton,Aston Villa,Away,2,38,2023-05-28T15:30:00Z
6197,Dunk,Brighton,Aston Villa,Away,2,38,2023-05-28T15:30:00Z
6198,March,Brighton,Aston Villa,Away,2,38,2023-05-28T15:30:00Z
6199,Webster,Brighton,Aston Villa,Away,2,38,2023-05-28T15:30:00Z
6200,Veltman,Brighton,Aston Villa,Away,2,38,2023-05-28T15:30:00Z
6201,Sánchez,Brighton,Aston Villa,Away,2,38,2023-05-28T15:30:00Z
6202,Lamptey,Brighton,Aston Villa,Away,2,38,2023-05-28T15:30:00Z
6203,Alzate,Brighton,Aston Villa,Away,2,38,2023-05-28T15:30:00Z
6204,Mac Allister,Brighton,Aston Villa,Away,2,38,2023-05-28T15:30:00Z
6205,Moder,Brighton,Aston Villa,Away,2,38,2023-05-28T15:30:00Z
6206,Mwepu,Brighton,Aston Villa,Away,2,38,2023-05-28T15:30:00Z
6207,Sarmiento,Brighton,Aston Villa,Away,2,38,2023-05-28T15:30:00Z
6208,Caicedo,Brighton,Aston Villa,Away,2,38,2023-05-28T15:30:00Z
6209,Richards,Brighton,Aston Villa,Away,2,38,2023-05-28T15:30:00Z
6210,Roberts,Brighton,Aston Villa,Away,2,38,2023-05-28T15:30:00Z
6211,Undav,Brighton,Aston Villa,Away,2,38,2023-05-28T15:30:00Z
6212,Mitoma,Brighton,Aston Villa,Away,2,38,2023-05-28T15:30:00Z
6213,Enciso,Brighton,Aston Villa,Away,2,38,2023-05-28T15:30:00Z
6214,Kozłowski,Brighton,Aston Villa,Away,2,38,2023-05-28T15:30:00Z
6215,Gilmour,Brighton,Aston Villa,Away,2,38,2023-05-28T15:30:00Z
6216,Scherpen,Brighton,Aston Villa,Away,2,38,2023-05-28T15:30:00Z
6217,Clarke,Brighton,Aston Villa,Away,2,38,2023-05-28T15:30:00Z
6218,Van Hecke,Brighton,Aston Villa,Away,2,38,2023-05-28T15:30:00Z
6219,Colwill,Brighton,Aston Villa,Away,2,38,2023-05-28T15:30:00Z
6220,Estupiñán,Brighton,Aston Villa,Away,2,38,2023-05-28T15:30:00Z
6221,Ferguson,Brighton,Aston Villa,Away,2,38,2023-05-28T15:30:00Z
6222,Turns,Brighton,Aston Villa,Away,2,38,2023-05-28T15:30:00Z
6223,Moran,Brighton,Aston Villa,Away,2,38,2023-05-28T15:30:00Z
6224,Furlong,Brighton,Aston Villa,Away,2,38,2023-05-28T15:30:00Z
6225,Hinshelwood,Brighton,Aston Villa,Away,2,38,2023-05-28T15:30:00Z
6226,Buonanotte,Brighton,Aston Villa,Away,2,38,2023-05-28T15:30:00Z
6227,Ayari,Brighton,Aston Villa,Away,2,38,2023-05-28T15:30:00Z
6228,Offiah,Brighton,Aston Villa,Away,2,38,2023-05-28T15:30:00Z
6229,McGill,Brighton,Aston Villa,Away,2,38,2023-05-28T15:30:00Z
6230,Peupion,Brighton,Aston Villa,Away,2,38,2023-05-28T15:30:00Z
6231,Samuels,Brighton,Aston Villa,Away,2,38,2023-05-28T15:30:00Z
7714,Chukwuemeka,Chelsea,Newcastle,Home,3,38,2023-05-28T15:30:00Z
7715,Cucurella,Chelsea,Newcastle,Home,3,38,2023-05-28T15:30:00Z
7716,Azpilicueta,Chelsea,Newcastle,Home,3,38,2023-05-28T15:30:00Z
7717,Thiago Silva,Chelsea,Newcastle,Home,3,38,2023-05-28T15:30:00Z
7718,Alonso,Chelsea,Newcastle,Home,3,38,2023-05-28T15:30:00Z
7719,Barkley,Chelsea,Newcastle,Home,3,38,2023-05-28T15:30:00Z
7720,Kovacic,Chelsea,Newcastle,Home,3,38,2023-05-28T15:30:00Z
7721,Arrizabalaga,Chelsea,Newcastle,Home,3,38,2023-05-28T15:30:00Z
7722,Kanté,Chelsea,Newcastle,Home,3,38,2023-05-28T15:30:00Z
7723,Ziyech,Chelsea,Newcastle,Home,3,38,2023-05-28T15:30:00Z
7724,Loftus-Cheek,Chelsea,Newcastle,Home,3,38,2023-05-28T15:30:00Z
7725,Werner,Chelsea,Newcastle,Home,3,38,2023-05-28T15:30:00Z
7726,Kenedy,Chelsea,Newcastle,Home,3,38,2023-05-28T15:30:00Z
7727,Chilwell,Chelsea,Newcastle,Home,3,38,2023-05-28T15:30:00Z
7728,Pulisic,Chelsea,Newcastle,Home,3,38,2023-05-28T15:30:00Z
7729,Chalobah,Chelsea,Newcastle,Home,3,38,2023-05-28T15:30:00Z
7730,Mount,Chelsea,Newcastle,Home,3,38,2023-05-28T15:30:00Z
7731,Sarr,Chelsea,Newcastle,Home,3,38,2023-05-28T15:30:00Z
7732,Hudson-Odoi,Chelsea,Newcastle,Home,3,38,2023-05-28T15:30:00Z
7733,Havertz,Chelsea,Newcastle,Home,3,38,2023-05-28T15:30:00Z
7734,James,Chelsea,Newcastle,Home,3,38,2023-05-28T15:30:00Z
7735,Mendy,Chelsea,Newcastle,Home,3,38,2023-05-28T15:30:00Z
7736,Gallagher,Chelsea,Newcastle,Home,3,38,2023-05-28T15:30:00Z
7737,Broja,Chelsea,Newcastle,Home,3,38,2023-05-28T15:30:00Z
7738,Ampadu,Chelsea,Newcastle,Home,3,38,2023-05-28T15:30:00Z
7739,W.Fofana,Chelsea,Newcastle,Home,3,38,2023-05-28T15:30:00Z
7740,Sterling,Chelsea,Newcastle,Home,3,38,2023-05-28T15:30:00Z
7741,Koulibaly,Chelsea,Newcastle,Home,3,38,2023-05-28T15:30:00Z
7742,Vale,Chelsea,Newcastle,Home,3,38,2023-05-28T15:30:00Z
7743,Zakaria,Chelsea,Newcastle,Home,3,38,2023-05-28T15:30:00Z
7744,Aubameyang,Chelsea,Newcastle,Home,3,38,2023-05-28T15:30:00Z
7745,Bettinelli,Chelsea,Newcastle,Home,3,38,2023-05-28T15:30:00Z
7746,Hutchinson,Chelsea,Newcastle,Home,3,38,2023-05-28T15:30:00Z
7747,Hall,Chelsea,Newcastle,Home,3,38,2023-05-28T15:30:00Z
7748,Humphreys,Chelsea,Newcastle,Home,3,38,2023-05-28T15:30:00Z
7749,D.D.Fofana,Chelsea,Newcastle,Home,3,38,2023-05-28T15:30:00Z
7750,Badiashile,Chelsea,Newcastle,Home,3,38,2023-05-28T15:30:00Z
7751,João Félix,Chelsea,Newcastle,Home,3,38,2023-05-28T15:30:00Z
7752,Mudryk,Chelsea,Newcastle,Home,3,38,2023-05-28T15:30:00Z
7753,Andrey Santos,Chelsea,Newcastle,Home,3,38,2023-05-28T15:30:00Z
7754,Madueke,Chelsea,Newcastle,Home,3,38,2023-05-28T15:30:00Z
7755,Enzo,Chelsea,Newcastle,Home,3,38,2023-05-28T15:30:00Z
7756,Wady,Chelsea,Newcastle,Home,3,38,2023-05-28T15:30:00Z
7757,Gilchrist,Chelsea,Newcastle,Home,3,38,2023-05-28T15:30:00Z
9650,Sambi,Crystal Palace,Nott'm Forest,Home,2,38,2023-05-28T15:30:00Z
9651,Guaita,Crystal Palace,Nott'm Forest,Home,2,38,2023-05-28T15:30:00Z
9652,Tomkins,Crystal Palace,Nott'm Forest,Home,2,38,2023-05-28T15:30:00Z
9653,McArthur,Crystal Palace,Nott'm Forest,Home,2,38,2023-05-28T15:30:00Z
9654,Benteke,Crystal Palace,Nott'm Forest,Home,2,38,2023-05-28T15:30:00Z
9655,Ward,Crystal Palace,Nott'm Forest,Home,2,38,2023-05-28T15:30:00Z
9656,Clyne,Crystal Palace,Nott'm Forest,Home,2,38,2023-05-28T15:30:00Z
9657,Milivojevic,Crystal Palace,Nott'm Forest,Home,2,38,2023-05-28T15:30:00Z
9658,J.Ayew,Crystal Palace,Nott'm Forest,Home,2,38,2023-05-28T15:30:00Z
9659,Zaha,Crystal Palace,Nott'm Forest,Home,2,38,2023-05-28T15:30:00Z
9660,Schlupp,Crystal Palace,Nott'm Forest,Home,2,38,2023-05-28T15:30:00Z
9661,Hughes,Crystal Palace,Nott'm Forest,Home,2,38,2023-05-28T15:30:00Z
9662,Riedewald,Crystal Palace,Nott'm Forest,Home,2,38,2023-05-28T15:30:00Z
9663,Andersen,Crystal Palace,Nott'm Forest,Home,2,38,2023-05-28T15:30:00Z
9664,Edouard,Crystal Palace,Nott'm Forest,Home,2,38,2023-05-28T15:30:00Z
9665,Guéhi,Crystal Palace,Nott'm Forest,Home,2,38,2023-05-28T15:30:00Z
9666,Mateta,Crystal Palace,Nott'm Forest,Home,2,38,2023-05-28T15:30:00Z
9667,Eze,Crystal Palace,Nott'm Forest,Home,2,38,2023-05-28T15:30:00Z
9668,Mitchell,Crystal Palace,Nott'm Forest,Home,2,38,2023-05-28T15:30:00Z
9669,Olise,Crystal Palace,Nott'm Forest,Home,2,38,2023-05-28T15:30:00Z
9670,Rak-Sakyi,Crystal Palace,Nott'm Forest,Home,2,38,2023-05-28T15:30:00Z
9671,Ebiowei,Crystal Palace,Nott'm Forest,Home,2,38,2023-05-28T15:30:00Z
9672,Ferguson,Crystal Palace,Nott'm Forest,Home,2,38,2023-05-28T15:30:00Z
9673,Johnstone,Crystal Palace,Nott'm Forest,Home,2,38,2023-05-28T15:30:00Z
9674,Matthews,Crystal Palace,Nott'm Forest,Home,2,38,2023-05-28T15:30:00Z
9675,Plange,Crystal Palace,Nott'm Forest,Home,2,38,2023-05-28T15:30:00Z
9676,C.Doucouré,Crystal Palace,Nott'm Forest,Home,2,38,2023-05-28T15:30:00Z
9677,Richards,Crystal Palace,Nott'm Forest,Home,2,38,2023-05-28T15:30:00Z
9678,Whitworth,Crystal Palace,Nott'm Forest,Home,2,38,2023-05-28T15:30:00Z
9679,Rodney,Crystal Palace,Nott'm Forest,Home,2,38,2023-05-28T15:30:00Z
9680,Phillips,Crystal Palace,Nott'm Forest,Home,2,38,2023-05-28T15:30:00Z
9681,Gordon,Crystal Palace,Nott'm Forest,Home,2,38,2023-05-28T15:30:00Z
9682,Balmer,Crystal Palace,Nott'm Forest,Home,2,38,2023-05-28T15:30:00Z
9683,Goodman,Crystal Palace,Nott'm Forest,Home,2,38,2023-05-28T15:30:00Z
9684,Wells-Morrison,Crystal Palace,Nott'm Forest,Home,2,38,2023-05-28T15:30:00Z
9685,Ozoh,Crystal Palace,Nott'm Forest,Home,2,38,2023-05-28T15:30:00Z
9686,Ahamada,Crystal Palace,Nott'm Forest,Home,2,38,2023-05-28T15:30:00Z
9687,Adaramola,Crystal Palace,Nott'm Forest,Home,2,38,2023-05-28T15:30:00Z
11094,Maupay,Everton,Bournemouth,Home,2,38,2023-05-28T15:30:00Z
11095,Begović,Everton,Bournemouth,Home,2,38,2023-05-28T15:30:00Z
11096,Rondón,Everton,Bournemouth,Home,2,38,2023-05-28T15:30:00Z
11097,Coleman,Everton,Bournemouth,Home,2,38,2023-05-28T15:30:00Z
11098,Townsend,Everton,Bournemouth,Home,2,38,2023-05-28T15:30:00Z
11099,Keane,Everton,Bournemouth,Home,2,38,2023-05-28T15:30:00Z
11100,Dele,Everton,Bournemouth,Home,2,38,2023-05-28T15:30:00Z
11101,Pickford,Everton,Bournemouth,Home,2,38,2023-05-28T15:30:00Z
11102,Allan,Everton,Bournemouth,Home,2,38,2023-05-28T15:30:00Z
11103,André Gomes,Everton,Bournemouth,Home,2,38,2023-05-28T15:30:00Z
11104,A.Doucouré,Everton,Bournemouth,Home,2,38,2023-05-28T15:30:00Z
11105,Iwobi,Everton,Bournemouth,Home,2,38,2023-05-28T15:30:00Z
11106,Gbamin,Everton,Bournemouth,Home,2,38,2023-05-28T15:30:00Z
11107,Mina,Everton,Bournemouth,Home,2,38,2023-05-28T15:30:00Z
11108,Gray,Everton,Bournemouth,Home,2,38,2023-05-28T15:30:00Z
11109,Davies,Everton,Bournemouth,Home,2,38,2023-05-28T15:30:00Z
11110,Calvert-Lewin,Everton,Bournemouth,Home,2,38,2023-05-28T15:30:00Z
11111,Holgate,Everton,Bournemouth,Home,2,38,2023-05-28T15:30:00Z
11112,Godfrey,Everton,Bournemouth,Home,2,38,2023-05-28T15:30:00Z
11113,Mykolenko,Everton,Bournemouth,Home,2,38,2023-05-28T15:30:00Z
11114,Branthwaite,Everton,Bournemouth,Home,2,38,2023-05-28T15:30:00Z
11115,Patterson,Everton,Bournemouth,Home,2,38,2023-05-28T15:30:00Z
11116,Nkounkou,Everton,Bournemouth,Home,2,38,2023-05-28T15:30:00Z
11117,Tarkowski,Everton,Bournemouth,Home,2,38,2023-05-28T15:30:00Z
11118,Coady,Everton,Bournemouth,Home,2,38,2023-05-28T15:30:00Z
11119,Vinagre,Everton,Bournemouth,Home,2,38,2023-05-28T15:30:00Z
11120,McNeil,Everton,Bournemouth,Home,2,38,2023-05-28T15:30:00Z
11121,Mills,Everton,Bournemouth,Home,2,38,2023-05-28T15:30:00Z
11122,Warrington,Everton,Bournemouth,Home,2,38,2023-05-28T15:30:00Z
11123,Garner,Everton,Bournemouth,Home,2,38,2023-05-28T15:30:00Z
11124,Onana,Everton,Bournemouth,Home,2,38,2023-05-28T15:30:00Z
11125,Welch,Everton,Bournemouth,Home,2,38,2023-05-28T15:30:00Z
11126,Gueye,Everton,Bournemouth,Home,2,38,2023-05-28T15:30:00Z
11127,Jakupović,Everton,Bournemouth,Home,2,38,2023-05-28T15:30:00Z
11128,John,Everton,Bournemouth,Home,2,38,2023-05-28T15:30:00Z
11129,Cannon,Everton,Bournemouth,Home,2,38,2023-05-28T15:30:00Z
11130,Price,Everton,Bournemouth,Home,2,38,2023-05-28T15:30:00Z
11131,Simms,Everton,Bournemouth,Home,2,38,2023-05-28T15:30:00Z
11132,Samuels-Smith,Everton,Bournemouth,Home,2,38,2023-05-28T15:30:00Z
11133,Lonergan,Everton,Bournemouth,Home,2,38,2023-05-28T15:30:00Z
11134,McAllister,Everton,Bournemouth,Home,2,38,2023-05-28T15:30:00Z
12775,Cédric,Fulham,Man Utd,Away,4,38,2023-05-28T15:30:00Z
12776,Leno,Fulham,Man Utd,Away,4,38,2023-05-28T15:30:00Z
12777,Duffy,Fulham,Man Utd,Away,4,38,2023-05-28T15:30:00Z
12778,Cairney,Fulham,Man Utd,Away,4,38,2023-05-28T15:30:00Z
12779,Ream,Fulham,Man Utd,Away,4,38,2023-05-28T15:30:00Z
12780,Knockaert,Fulham,Man Utd,Away,4,38,2023-05-28T15:30:00Z
12781,Chalobah,Fulham,Man Utd,Away,4,38,2023-05-28T15:30:00Z
12782,Kebano,Fulham,Man Utd,Away,4,38,2023-05-28T15:30:00Z
12783,De Cordova-Reid,Fulham,Man Utd,Away,4,38,2023-05-28T15:30:00Z
