,Player Name,Team,Position,Price,Total Points,Total Goals,Total Assists,Total Clean Sheets,Total Bonus,Minutes Played
544,Clark,Newcastle,Defender,4.5,0,0,0,0,0,0
545,Darlow,Newcastle,Goalkeeper,3.9,0,0,0,0,0,0
546,Dubravka,Newcastle,Goalkeeper,4.1,8,0,0,1,1,66
547,Wilson,Newcastle,Forward,7.2,156,18,6,10,20,1849
548,Trippier,Newcastle,Defender,6.0,198,1,9,16,39,3252
549,Burn,Newcastle,Defender,4.5,128,1,0,14,6,3094
550,Fraser,Newcastle,Midfielder,5.2,11,0,0,1,0,308
551,Lascelles,Newcastle,Defender,4.3,3,0,0,0,0,214
552,Gayle,Newcastle,Forward,4.5,0,0,0,0,0,0
553,Dummett,Newcastle,Defender,3.9,0,0,0,0,0,0
554,Manquillo,Newcastle,Defender,4.2,4,0,0,0,0,34
555,Krafth,Newcastle,Defender,4.3,1,0,0,0,0,1
556,Murphy,Newcastle,Midfielder,4.2,77,4,2,3,2,1209
557,Schär,Newcastle,Defender,5.1,137,1,3,15,6,3117
558,Targett,Newcastle,Defender,4.7,33,0,0,3,2,526
559,Saint-Maximin,Newcastle,Midfielder,6.1,64,1,6,4,4,1041
560,Almirón,Newcastle,Midfielder,5.4,156,11,4,15,15,2397
561,S.Longstaff,Newcastle,Midfielder,4.3,93,1,5,13,2,2514
562,Joelinton,Newcastle,Midfielder,6.0,115,6,5,11,10,2660
563,Lewis,Newcastle,Defender,4.4,1,0,0,0,0,7
564,Willock,Newcastle,Midfielder,4.7,123,3,7,12,11,2556
565,Bruno Guimarães,Newcastle,Midfielder,5.5,105,4,5,12,5,2637
566,Hendrick,Newcastle,Midfielder,4.5,0,0,0,0,0,0
567,Pope,Newcastle,Goalkeeper,5.4,157,0,0,14,14,3261
568,Botman,Newcastle,Defender,4.5,126,0,2,13,7,3037
569,Anderson,Newcastle,Midfielder,4.3,23,0,0,1,0,320
570,Ashby,Newcastle,Defender,3.8,0,0,0,0,0,0
571,Isak,Newcastle,Forward,7.0,98,10,2,4,18,1433
572,Karius,Newcastle,Goalkeeper,3.9,0,0,0,0,0,0
573,Kuol,Newcastle,Midfielder,4.5,0,0,0,0,0,0
574,Miley,Newcastle,Midfielder,4.5,0,0,0,0,0,0
575,N.Williams,Nott'm Forest,Defender,3.8,54,1,1,4,1,1872
576,Shelvey,Nott'm Forest,Midfielder,4.8,16,0,0,1,0,573
577,Wood,Nott'm Forest,Forward,5.6,53,3,0,4,7,807
578,Arter,Nott'm Forest,Midfielder,4.1,0,0,0,0,0,0
579,Cook,Nott'm Forest,Defender,4.3,20,0,0,2,0,956
580,Lyle Taylor,Nott'm Forest,Forward,4.1,0,0,0,0,0,0
581,Colback,Nott'm Forest,Midfielder,4.1,14,0,0,0,0,492
582,Samba,Nott'm Forest,Goalkeeper,4.5,0,0,0,0,0,0
583,Cafú,Nott'm Forest,Midfielder,4.2,1,0,0,0,0,6
584,Lolley,Nott'm Forest,Midfielder,4.9,0,0,0,0,0,0
585,McKenna,Nott'm Forest,Defender,4.4,40,0,0,5,0,1570
586,Dräger,Nott'm Forest,Defender,4.0,0,0,0,0,0,0
587,Yates,Nott'm Forest,Midfielder,5.0,52,0,3,5,0,1743
588,Worrall,Nott'm Forest,Defender,4.2,59,1,0,5,2,2125
589,Panzo,Nott'm Forest,Defender,4.0,0,0,0,0,0,0
590,Xande Silva,Nott'm Forest,Midfielder,5.0,0,0,0,0,0,0
591,Surridge,Nott'm Forest,Forward,4.6,25,1,0,0,3,305
592,Laryea,Nott'm Forest,Defender,4.5,0,0,0,0,0,0
593,Mbe Soh,Nott'm Forest,Defender,4.2,0,0,0,0,0,0
594,Johnson,Nott'm Forest,Forward,5.5,120,8,5,7,15,2840
595,Mighten,Nott'm Forest,Midfielder,4.9,1,0,0,0,0,7
596,Ojeda,Nott'm Forest,Midfielder,4.5,0,0,0,0,0,0
597,Awoniyi,Nott'm Forest,Forward,5.6,92,9,1,5,14,1307
598,Henderson,Nott'm Forest,Goalkeeper,4.6,82,0,0,6,12,1620
599,Biancone,Nott'm Forest,Defender,4.2,2,0,0,0,0,15
600,Boly,Nott'm Forest,Defender,4.1,35,0,1,3,7,613
601,Gibbs-White,Nott'm Forest,Midfielder,5.5,141,5,11,8,11,3063
602,Niakhaté,Nott'm Forest,Defender,4.3,23,0,0,2,0,1073
603,Richards,Nott'm Forest,Defender,4.4,0,0,0,0,0,0
604,Hennessey,Nott'm Forest,Goalkeeper,3.9,5,0,0,0,0,181
605,Toffolo,Nott'm Forest,Defender,4.3,29,0,0,2,1,888
606,O'Brien,Nott'm Forest,Midfielder,4.7,22,1,0,1,0,578
607,Lingard,Nott'm Forest,Midfielder,5.4,33,0,1,5,0,918
608,Mangala,Nott'm Forest,Midfielder,4.9,48,1,1,5,0,1472
609,Hammond,Nott'm Forest,Midfielder,4.2,0,0,0,0,0,0
610,Freuler,Nott'm Forest,Midfielder,4.9,54,0,0,6,0,2157
611,Kouyaté,Nott'm Forest,Midfielder,4.4,34,1,0,2,2,853
612,Dennis,Nott'm Forest,Forward,5.6,38,2,2,1,3,691
613,Renan Lodi,Nott'm Forest,Defender,4.3,55,0,2,5,3,2166
614,Badé,Nott'm Forest,Defender,4.5,0,0,0,0,0,0
615,Aurier,Nott'm Forest,Defender,4.3,68,1,0,6,8,1853
616,Dale Taylor,Nott'm Forest,Forward,4.5,0,0,0,0,0,0
617,Smith,Nott'm Forest,Goalkeeper,4.0,0,0,0,0,0,0
618,Scarpa,Nott'm Forest,Midfielder,4.6,5,0,0,0,0,177
619,Danilo,Nott'm Forest,Midfielder,4.5,48,3,2,1,5,976
620,Navas,Nott'm Forest,Goalkeeper,4.5,43,0,0,2,5,1530
621,Felipe,Nott'm Forest,Defender,4.5,25,0,1,1,3,1417
622,A.Ayew,Nott'm Forest,Midfielder,5.0,10,0,0,0,0,305
623,G.Shelvey,Nott'm Forest,Goalkeeper,4.0,0,0,0,0,0,0
624,Maitland-Niles,Southampton,Midfielder,4.8,38,0,1,3,0,1400
625,Lavia,Southampton,Midfielder,4.5,55,1,1,4,0,2157
626,Walcott,Southampton,Midfielder,4.8,44,2,1,2,1,1047
627,McCarthy,Southampton,Goalkeeper,4.3,7,0,0,0,0,450
628,Romeu,Southampton,Midfielder,4.8,2,0,0,0,0,74
629,Redmond,Southampton,Midfielder,5.3,1,0,0,0,0,1
630,S.Armstrong,Southampton,Midfielder,4.7,56,2,2,1,2,1365
631,Elyounoussi,Southampton,Midfielder,5.1,60,1,1,2,0,2099
632,Ward-Prowse,Southampton,Midfielder,6.1,135,8,4,4,18,3285
633,A.Armstrong,Southampton,Forward,5.3,49,1,1,1,3,1294
634,Walker-Peters,Southampton,Defender,4.4,56,1,0,3,2,2560
635,Bednarek,Southampton,Defender,4.2,32,0,0,3,2,1680
636,Adams,Southampton,Forward,6.0,94,5,5,4,9,1987
637,Tella,Southampton,Midfielder,5.0,0,0,0,0,0,0
638,Lyanco,Southampton,Defender,4.4,26,1,0,0,0,1083
639,Valery,Southampton,Defender,4.0,0,0,0,0,0,45
640,Smallbone,Southampton,Midfielder,4.5,0,0,0,0,0,0
641,Diallo,Southampton,Midfielder,4.2,19,0,0,0,0,813
642,Perraud,Southampton,Defender,4.0,71,2,2,4,5,1828
643,Djenepo,Southampton,Midfielder,4.9,27,0,2,0,0,702
644,Livramento,Southampton,Defender,4.4,1,0,0,0,0,13
645,Salisu,Southampton,Defender,4.3,33,0,1,1,2,1971
646,Lis,Southampton,Goalkeeper,4.0,0,0,0,0,0,0
647,Bazunu,Southampton,Goalkeeper,4.4,84,0,0,4,3,2880
648,Bella-Kotchap,Southampton,Defender,4.5,49,0,2,3,5,1881
649,Caballero,Southampton,Goalkeeper,3.8,0,0,0,0,0,0
650,Aribo,Southampton,Midfielder,5.0,46,2,0,1,3,1219
651,Mara,Southampton,Forward,5.3,32,1,2,0,0,538
652,Larios,Southampton,Defender,4.0,4,0,0,0,0,150
653,Caleta-Car,Southampton,Defender,4.4,28,1,0,1,2,942
654,Edozie,Southampton,Midfielder,4.6,23,0,0,1,0,554
655,Payne,Southampton,Midfielder,4.5,0,0,0,0,0,0
656,Finnigan,Southampton,Midfielder,4.5,0,0,0,0,0,0
657,Morgan,Southampton,Forward,4.5,0,0,0,0,0,0
658,Orsic,Southampton,Midfielder,5.1,1,0,0,0,0,6
659,Alcaraz,Southampton,Midfielder,5.0,50,4,1,0,4,934
660,Bree,Southampton,Defender,4.5,4,0,0,0,0,276
661,Kamaldeen,Southampton,Midfielder,4.9,31,0,1,3,1,874
662,Onuachu,Southampton,Forward,5.3,14,0,0,1,0,401
663,Doyle,Southampton,Midfielder,4.5,1,0,0,0,0,6
664,Ballard,Southampton,Forward,4.5,1,0,0,0,0,20
665,Lloris,Spurs,Goalkeeper,5.4,89,0,0,7,12,2205
666,Forster,Spurs,Goalkeeper,3.9,38,0,0,3,1,1125
667,Kane,Spurs,Forward,11.4,247,28,8,11,45,3316
668,Son,Spurs,Midfielder,11.5,147,10,5,9,8,2811
669,Doherty,Spurs,Defender,4.6,35,1,0,3,2,663
670,Dier,Spurs,Defender,5.0,96,2,1,9,5,2816
671,Lucas Moura,Spurs,Midfielder,5.8,11,0,0,0,0,144
672,Davies,Spurs,Defender,4.7,97,2,3,9,3,2194
673,Højbjerg,Spurs,Midfielder,5.3,120,4,5,10,10,3131
674,Winks,Spurs,Midfielder,4.4,0,0,0,0,0,0
675,Sánchez,Spurs,Defender,4.2,26,0,0,2,1,758
676,R.Sessegnon,Spurs,Defender,4.4,35,2,1,1,0,805
677,Bergwijn,Spurs,Midfielder,5.5,0,0,0,0,0,0
678,Reguilón,Spurs,Defender,4.2,0,0,0,0,0,0
679,Tanganga,Spurs,Defender,3.8,4,0,0,0,0,145
680,Bentancur,Spurs,Midfielder,5.3,71,5,2,6,7,1501
681,Skipp,Spurs,Midfielder,4.3,41,1,0,4,1,1399
682,Rodon,Spurs,Defender,4.0,0,0,0,0,0,0
683,Romero,Spurs,Defender,4.9,66,0,2,8,3,2363
684,Bissouma,Spurs,Midfielder,4.7,25,0,0,1,0,922
685,Emerson Royal,Spurs,Defender,4.8,84,2,2,7,9,1639
686,Kulusevski,Spurs,Midfielder,7.8,93,2,7,7,5,1996
687,Scarlett,Spurs,Forward,4.5,0,0,0,0,0,0
688,Perišić,Spurs,Defender,5.3,94,1,8,6,6,2099
689,White,Spurs,Midfielder,4.4,1,0,0,0,0,4
690,Sarr,Spurs,Midfielder,4.2,10,0,0,0,0,188
691,Austin,Spurs,Goalkeeper,3.9,0,0,0,0,0,0
692,Devine,Spurs,Midfielder,4.3,0,0,0,0,0,0
693,Parrott,Spurs,Forward,4.5,0,0,0,0,0,0
694,Richarlison,Spurs,Forward,8.4,53,1,5,3,2,981
695,Lenglet,Spurs,Defender,4.8,61,0,2,5,6,1928
696,Spence,Spurs,Defender,4.1,4,0,0,0,0,5
697,Bryan,Spurs,Midfielder,5.0,9,0,1,1,0,146
698,Danjuma,Spurs,Midfielder,6.1,15,1,0,0,0,162
699,Pedro Porro,Spurs,Defender,4.8,46,2,2,2,3,1042
700,Mundle,Spurs,Midfielder,4.5,0,0,0,0,0,0
701,Abbott,Spurs,Midfielder,4.5,0,0,0,0,0,0
702,Craig,Spurs,Midfielder,4.5,0,0,0,0,0,0
703,Ings,West Ham,Forward,6.3,94,8,1,5,13,1551
704,Fabianski,West Ham,Goalkeeper,4.9,126,0,0,9,10,3021
705,Ogbonna,West Ham,Defender,4.4,44,0,0,4,4,1234
706,Cresswell,West Ham,Defender,4.7,73,0,1,6,8,2165
707,Antonio,West Ham,Forward,6.9,82,5,3,5,4,1761
708,Lanzini,West Ham,Midfielder,5.0,16,1,0,0,1,239
709,Zouma,West Ham,Defender,4.4,88,2,1,7,8,1988
710,Masuaku,West Ham,Defender,4.5,0,0,0,0,0,0
711,Coufal,West Ham,Defender,4.0,57,0,2,4,2,2045
712,Benrahma,West Ham,Midfielder,5.5,104,6,3,6,5,1998
713,Bowen,West Ham,Midfielder,8.0,144,6,9,9,9,3204
714,Vlasic,West Ham,Midfielder,5.0,0,0,0,0,0,0
715,Rice,West Ham,Midfielder,4.7,114,4,3,9,12,3182
716,Soucek,West Ham,Midfielder,5.0,100,2,4,8,6,2811
717,Fornals,West Ham,Midfielder,4.9,61,2,1,1,3,1403
718,Johnson,West Ham,Defender,4.4,29,0,0,2,1,860
719,Aguerd,West Ham,Defender,4.8,57,2,0,5,5,1504
720,Areola,West Ham,Goalkeeper,4.3,7,0,0,0,0,307
721,Downes,West Ham,Midfielder,4.2,25,0,0,1,0,667
722,Scamacca,West Ham,Forward,6.6,41,3,0,3,7,921
723,Emerson,West Ham,Defender,4.0,38,1,0,2,2,1298
724,Coventry,West Ham,Midfielder,4.4,1,0,0,0,0,1
725,Oko-Flex,West Ham,Midfielder,4.4,0,0,0,0,0,0
726,Cornet,West Ham,Midfielder,5.9,13,0,0,0,0,213
727,Kehrer,West Ham,Defender,4.3,66,0,3,5,4,2139
728,Paquetá,West Ham,Midfielder,5.9,96,4,5,6,8,2084
729,Mubama,West Ham,Forward,4.5,3,0,0,0,0,36
730,Anang,West Ham,Goalkeeper,4.0,0,0,0,0,0,0
731,Hegyi,West Ham,Goalkeeper,3.9,0,0,0,0,0,0
732,Casey,West Ham,Defender,4.0,0,0,0,0,0,0
733,Dawson,Wolves,Defender,4.8,75,1,1,7,7,2134
734,Jiménez,Wolves,Forward,6.5,27,0,2,2,0,749
735,Jonny,Wolves,Defender,4.3,45,1,0,5,0,1257
736,Sá,Wolves,Goalkeeper,5.0,147,0,0,11,18,3150
737,Neves,Wolves,Midfielder,5.2,117,6,2,10,16,2975
738,Hwang,Wolves,Midfielder,5.7,58,3,2,3,3,1051
739,Semedo,Wolves,Defender,5.0,75,0,1,8,5,2543
740,Podence,Wolves,Midfielder,5.1,92,6,1,6,10,1760
741,Kilman,Wolves,Defender,4.3,109,0,1,11,12,3240
742,Cundle,Wolves,Midfielder,4.4,0,0,0,0,0,0
743,Neto,Wolves,Midfielder,4.9,37,0,2,5,0,962
744,Aït-Nouri,Wolves,Defender,4.1,41,1,0,4,0,1022
745,Fabio Silva,Wolves,Forward,5.5,0,0,0,0,0,0
746,Toti,Wolves,Defender,3.9,42,1,0,4,4,956
747,Chiquinho,Wolves,Midfielder,5.0,0,0,0,0,0,0
748,Adama,Wolves,Midfielder,5.3,64,2,4,2,0,1387
749,Šarkić,Wolves,Goalkeeper,3.9,0,0,0,0,0,0
750,Mosquera,Wolves,Defender,3.9,0,0,0,0,0,0
751,Moutinho,Wolves,Midfielder,4.6,56,0,2,6,0,1773
752,Collins,Wolves,Defender,4.3,49,0,0,4,6,1721
753,Smith,Wolves,Goalkeeper,3.9,0,0,0,0,0,0
754,Bueno,Wolves,Defender,3.8,41,0,1,3,3,1262
755,Hodge,Wolves,Midfielder,4.3,4,0,0,0,0,167
756,Ronan,Wolves,Midfielder,4.4,1,0,0,0,0,1
757,Campbell,Wolves,Midfielder,4.4,5,0,0,0,0,68
758,Guedes,Wolves,Midfielder,5.8,29,1,1,2,1,703
759,Matheus,Wolves,Midfielder,4.8,79,1,1,11,5,2422
760,Kalajdžić,Wolves,Forward,5.3,1,0,0,0,0,45
761,Diego Costa,Wolves,Forward,5.3,33,1,0,6,3,1235
762,Traoré,Wolves,Midfielder,4.3,13,0,1,0,0,382
763,Fraser,Wolves,Forward,4.5,0,0,0,0,0,0
764,Griffiths,Wolves,Midfielder,4.4,0,0,0,0,0,0
765,Lembikisa,Wolves,Defender,4.0,1,0,0,0,0,22
766,Cunha,Wolves,Forward,5.3,39,2,0,5,6,961
767,Lemina,Wolves,Midfielder,4.5,33,0,1,5,0,1207
768,Sarabia,Wolves,Midfielder,4.9,27,1,0,3,3,764
769,Bentley,Wolves,Goalkeeper,4.0,6,0,0,0,0,180
770,João Gomes,Wolves,Midfielder,4.5,19,1,0,2,2,565
