,Player Name,Team,Position,Price,Total Points,Total Goals,Total Assists,Total Clean Sheets,Total Bonus,Minutes Played
36,Coutinho,Aston Villa,Midfielder,6.6,32,1,0,3,1,777
37,Martínez,Aston Villa,Goalkeeper,5.0,132,0,0,11,15,3049
38,Chambers,Aston Villa,Defender,4.2,13,0,0,0,0,345
39,Digne,Aston Villa,Defender,4.5,48,1,0,3,4,1402
40,Traoré,Aston Villa,Midfielder,4.9,20,2,0,1,1,226
41,Olsen,Aston Villa,Goalkeeper,3.9,10,0,0,1,1,280
42,Sanson,Aston Villa,Midfielder,4.3,2,0,0,0,0,10
43,McGinn,Aston Villa,Midfielder,5.1,89,1,5,10,3,2602
44,Hause,Aston Villa,Defender,4.4,0,0,0,0,0,0
45,Mings,Aston Villa,Defender,4.7,129,1,3,12,17,3060
46,Watkins,Aston Villa,Forward,7.3,166,14,8,13,22,3039
47,Nakamba,Aston Villa,Midfielder,4.3,0,0,0,0,0,0
48,Buendía,Aston Villa,Midfielder,5.7,116,5,3,11,8,2383
49,Cash,Aston Villa,Defender,4.6,56,0,2,4,3,1727
50,Konsa,Aston Villa,Defender,4.4,108,0,0,12,6,3232
51,Bailey,Aston Villa,Midfielder,4.3,98,4,5,8,6,1896
52,Douglas Luiz,Aston Villa,Midfielder,4.8,135,5,7,13,17,2832
53,Ramsey,Aston Villa,Midfielder,5.1,126,6,6,11,11,2544
54,Iroegbunam,Aston Villa,Midfielder,4.5,0,0,0,0,0,0
55,Diego Carlos,Aston Villa,Defender,4.7,4,0,0,0,0,205
56,El Ghazi,Aston Villa,Midfielder,4.8,0,0,0,0,0,0
57,Davis,Aston Villa,Forward,5.4,0,0,0,0,0,0
58,Kamara,Aston Villa,Midfielder,4.8,42,0,1,3,0,1683
59,Archer,Aston Villa,Forward,4.2,6,0,0,0,0,43
60,Philogene-Bidace,Aston Villa,Midfielder,4.5,0,0,0,0,0,0
61,Guilbert,Aston Villa,Defender,3.9,0,0,0,0,0,0
62,Dendoncker,Aston Villa,Midfielder,4.7,37,0,0,4,0,897
63,Augustinsson,Aston Villa,Defender,4.3,2,0,0,0,0,76
64,Kesler Hayden,Aston Villa,Defender,4.0,0,0,0,0,0,0
65,Young,Aston Villa,Defender,4.3,87,1,0,9,8,2031
66,Bogarde,Aston Villa,Defender,4.0,0,0,0,0,0,0
67,Marschall,Aston Villa,Goalkeeper,4.0,0,0,0,0,0,0
68,Kadan Young,Aston Villa,Midfielder,4.5,0,0,0,0,0,0
69,Álex Moreno,Aston Villa,Defender,4.5,72,0,3,7,5,1325
70,Sinisalo,Aston Villa,Goalkeeper,4.0,0,0,0,0,0,0
71,Durán,Aston Villa,Forward,5.5,11,0,0,0,0,126
72,Swinkels,Aston Villa,Defender,4.0,0,0,0,0,0,0
73,Zych,Aston Villa,Goalkeeper,4.0,0,0,0,0,0,0
74,Wright,Aston Villa,Goalkeeper,4.0,0,0,0,0,0,0
75,Revan,Aston Villa,Defender,4.0,0,0,0,0,0,0
76,Patterson,Aston Villa,Midfielder,4.5,0,0,0,0,0,0
77,O'Reilly,Aston Villa,Midfielder,4.5,0,0,0,0,0,0
78,Smith,Bournemouth,Defender,4.3,73,0,1,7,5,2858
79,Stanislas,Bournemouth,Midfielder,4.8,4,0,0,0,0,58
80,Fredericks,Bournemouth,Defender,4.4,12,0,0,0,0,527
81,Brooks,Bournemouth,Midfielder,5.3,4,0,0,0,0,115
82,Lowe,Bournemouth,Midfielder,5.2,2,0,0,0,0,11
83,Moore,Bournemouth,Forward,4.9,56,4,0,3,3,1244
84,Marcondes,Bournemouth,Midfielder,4.7,1,0,0,0,0,8
85,Lerma,Bournemouth,Midfielder,4.7,99,5,0,7,5,3162
86,Stacey,Bournemouth,Defender,4.2,6,0,0,0,0,293
87,Solanke,Bournemouth,Forward,5.6,129,6,10,8,14,2775
88,Cook,Bournemouth,Midfielder,4.9,51,0,2,3,1,1712
89,Pearson,Bournemouth,Midfielder,4.4,9,0,0,1,0,282
90,Christie,Bournemouth,Midfielder,5.3,62,1,2,3,2,1761
91,Billing,Bournemouth,Midfielder,5.0,124,7,2,9,14,2676
92,Mepham,Bournemouth,Defender,4.3,43,0,0,5,6,2197
93,Travers,Bournemouth,Goalkeeper,4.1,25,0,0,2,1,945
94,Kelly,Bournemouth,Defender,4.3,58,0,2,5,5,1950
95,Dembélé,Bournemouth,Midfielder,4.7,6,0,0,0,0,104
96,Anthony,Bournemouth,Midfielder,5.2,60,3,1,2,4,1234
97,Zemura,Bournemouth,Defender,4.2,47,0,1,5,1,1452
98,Dennis,Bournemouth,Goalkeeper,3.9,0,0,0,0,0,0
99,Stephens,Bournemouth,Defender,4.3,35,0,0,4,1,1218
100,Rothwell,Bournemouth,Midfielder,4.9,33,0,1,3,0,1010
101,Tavernier,Bournemouth,Midfielder,4.7,94,5,4,5,12,1740
102,Hill,Bournemouth,Defender,4.4,0,0,0,0,0,0
103,Randolph,Bournemouth,Goalkeeper,4.0,0,0,0,0,0,0
104,Neto,Bournemouth,Goalkeeper,4.5,93,0,0,6,9,2385
105,Senesi,Bournemouth,Defender,4.4,68,2,0,5,5,2399
106,Saydee,Bournemouth,Forward,4.5,0,0,0,0,0,0
107,Bevan,Bournemouth,Defender,4.0,1,0,0,0,0,8
108,Plain,Bournemouth,Goalkeeper,4.0,0,0,0,0,0,0
109,Adu-Adjei,Bournemouth,Forward,4.5,0,0,0,0,0,0
110,Dacosta Gonzalez,Bournemouth,Midfielder,4.4,0,0,0,0,0,0
111,Sadi,Bournemouth,Forward,4.5,0,0,0,0,0,0
112,Ouattara,Bournemouth,Midfielder,5.0,47,1,3,1,4,1149
113,Pollock,Bournemouth,Forward,4.5,0,0,0,0,0,0
114,Semenyo,Bournemouth,Forward,5.0,18,1,0,0,1,250
115,Viña,Bournemouth,Defender,4.5,27,2,0,1,0,418
116,Zabarnyi,Bournemouth,Defender,4.5,5,0,0,0,0,207
117,H.Traorè,Bournemouth,Midfielder,4.5,14,0,0,2,0,425
118,Greenwood,Bournemouth,Defender,4.0,0,0,0,0,0,0
119,Kinsey-Wellings,Bournemouth,Defender,4.0,0,0,0,0,0,0
120,Jansson,Brentford,Defender,4.2,29,1,0,2,0,722
121,Nørgaard,Brentford,Midfielder,5.3,71,1,6,6,6,1763
122,Toney,Brentford,Forward,7.1,182,20,4,10,35,2953
123,Raya,Brentford,Goalkeeper,4.8,160,0,0,11,20,3330
124,Canós,Brentford,Defender,5.0,5,0,0,0,0,73
125,Dasilva,Brentford,Midfielder,4.1,80,4,2,5,3,1351
126,Ajer,Brentford,Defender,4.5,29,0,0,4,0,763
127,Henry,Brentford,Defender,4.4,105,0,3,10,3,3150
128,Janelt,Brentford,Midfielder,5.5,83,3,1,7,5,2111
129,Ghoddos,Brentford,Midfielder,4.8,14,0,0,0,0,123
130,Jensen,Brentford,Midfielder,4.8,132,5,7,10,11,2805
131,Wissa,Brentford,Midfielder,5.3,109,7,4,6,6,1499
132,Roerslev,Brentford,Defender,4.3,47,0,0,5,0,1100
133,Bech,Brentford,Defender,4.5,4,0,0,0,0,18
134,Pinnock,Brentford,Defender,4.4,97,2,0,9,3,2610
135,Onyeka,Brentford,Midfielder,4.8,35,0,3,2,0,757
136,Baptiste,Brentford,Midfielder,4.5,28,0,2,1,0,591
137,Mbeumo,Brentford,Forward,5.6,145,9,8,9,19,2817
138,Goode,Brentford,Defender,3.9,0,0,0,0,0,0
139,Forss,Brentford,Forward,4.5,0,0,0,0,0,0
140,Thompson,Brentford,Defender,4.0,0,0,0,0,0,0
141,Bidstrup,Brentford,Midfielder,4.5,0,0,0,0,0,0
142,Balcombe,Brentford,Goalkeeper,4.0,0,0,0,0,0,0
143,Hickey,Brentford,Defender,4.9,57,0,3,4,2,1849
144,Lewis-Potter,Brentford,Midfielder,5.2,14,0,1,0,0,313
145,Strakosha,Brentford,Goalkeeper,4.3,0,0,0,0,0,0
146,Mee,Brentford,Defender,4.8,137,3,2,11,11,3179
147,Stevens,Brentford,Defender,4.0,0,0,0,0,0,0
148,Dervişoğlu,Brentford,Forward,4.5,4,0,1,0,0,6
149,Damsgaard,Brentford,Midfielder,5.0,31,0,0,2,0,901
150,Zanka,Brentford,Defender,3.9,39,0,1,3,3,1007
151,Trevitt,Brentford,Midfielder,4.4,0,0,0,0,0,0
152,Cox,Brentford,Goalkeeper,3.9,0,0,0,0,0,0
153,Crama,Brentford,Defender,4.0,0,0,0,0,0,0
154,Yarmolyuk,Brentford,Midfielder,4.5,0,0,0,0,0,0
155,Schade,Brentford,Midfielder,4.9,28,0,1,3,0,703
156,Olakigbe,Brentford,Midfielder,4.5,0,0,0,0,0,0
157,Lallana,Brighton,Midfielder,4.8,47,2,1,5,4,717
158,Steele,Brighton,Goalkeeper,4.0,63,0,1,6,8,1260
159,Welbeck,Brighton,Forward,6.5,91,6,5,6,5,1844
160,Groß,Brighton,Midfielder,5.4,154,9,7,11,13,3150
161,Dunk,Brighton,Defender,4.8,112,1,1,12,7,3240
162,March,Brighton,Midfielder,5.2,147,6,10,10,16,2719
163,Webster,Brighton,Defender,4.5,74,0,0,9,3,1919
164,Veltman,Brighton,Defender,4.6,95,1,1,10,6,2138
165,Sánchez,Brighton,Goalkeeper,4.5,82,0,0,6,10,2070
166,Lamptey,Brighton,Defender,4.2,23,0,0,1,0,439
167,Alzate,Brighton,Midfielder,4.4,0,0,0,0,0,0
168,Mac Allister,Brighton,Midfielder,5.6,138,10,2,10,18,2792
169,Moder,Brighton,Midfielder,4.4,0,0,0,0,0,0
170,Mwepu,Brighton,Midfielder,5.3,11,0,1,0,0,209
171,Sarmiento,Brighton,Midfielder,4.5,16,0,2,1,0,168
172,Caicedo,Brighton,Midfielder,5.0,79,1,1,10,0,3093
173,Richards,Brighton,Midfielder,4.5,0,0,0,0,0,0
174,Roberts,Brighton,Defender,4.0,0,0,0,0,0,0
175,Undav,Brighton,Forward,5.0,47,4,2,2,4,526
176,Mitoma,Brighton,Midfielder,5.7,137,7,9,8,11,2286
177,Enciso,Brighton,Forward,4.6,55,4,3,4,7,730
178,Kozłowski,Brighton,Midfielder,4.5,0,0,0,0,0,0
179,Gilmour,Brighton,Midfielder,4.2,21,0,1,2,0,502
180,Scherpen,Brighton,Goalkeeper,4.0,0,0,0,0,0,0
181,Clarke,Brighton,Defender,4.0,0,0,0,0,0,0
182,Van Hecke,Brighton,Defender,4.0,5,0,0,0,0,266
183,Colwill,Brighton,Defender,4.4,45,0,2,3,6,1128
184,Estupiñán,Brighton,Defender,5.0,127,1,7,10,15,2629
185,Ferguson,Brighton,Forward,4.6,63,6,2,6,8,852
186,Turns,Brighton,Defender,4.0,0,0,0,0,0,0
187,Moran,Brighton,Midfielder,4.5,1,0,0,0,0,11
188,Furlong,Brighton,Defender,4.0,0,0,0,0,0,0
189,Hinshelwood,Brighton,Midfielder,4.5,0,0,0,0,0,0
190,Buonanotte,Brighton,Midfielder,4.5,25,1,1,1,2,468
191,Ayari,Brighton,Midfielder,4.5,2,0,0,0,0,20
192,Offiah,Brighton,Defender,4.0,1,0,0,0,0,23
193,McGill,Brighton,Goalkeeper,4.0,0,0,0,0,0,0
194,Peupion,Brighton,Midfielder,4.5,1,0,0,0,0,5
195,Samuels,Brighton,Defender,4.0,0,0,0,0,0,0
196,Chukwuemeka,Chelsea,Midfielder,4.2,17,0,0,1,0,312
197,Cucurella,Chelsea,Defender,4.9,65,0,2,6,1,1669
198,Azpilicueta,Chelsea,Defender,4.7,43,0,0,3,4,1431
199,Thiago Silva,Chelsea,Defender,5.4,78,0,2,6,8,2261
200,Alonso,Chelsea,Defender,5.3,0,0,0,0,0,0
201,Barkley,Chelsea,Midfielder,4.9,0,0,0,0,0,0
202,Kovacic,Chelsea,Midfielder,4.9,52,1,2,4,2,1679
203,Arrizabalaga,Chelsea,Goalkeeper,4.5,115,0,0,9,15,2475
204,Kanté,Chelsea,Midfielder,4.8,18,0,1,2,1,517
205,Ziyech,Chelsea,Midfielder,5.5,33,0,3,2,0,649
206,Loftus-Cheek,Chelsea,Midfielder,5.0,45,0,1,5,1,1471
207,Werner,Chelsea,Forward,7.9,0,0,0,0,0,0
208,Kenedy,Chelsea,Defender,3.9,0,0,0,0,0,0
209,Chilwell,Chelsea,Defender,5.6,70,2,3,4,4,1402
210,Pulisic,Chelsea,Midfielder,5.6,38,1,1,3,0,803
211,Chalobah,Chelsea,Defender,4.4,48,0,0,5,1,1556
212,Mount,Chelsea,Midfielder,7.2,82,3,4,8,8,1644
213,Sarr,Chelsea,Defender,5.0,0,0,0,0,0,0
214,Hudson-Odoi,Chelsea,Midfielder,5.3,0,0,0,0,0,0
215,Havertz,Chelsea,Forward,7.4,101,7,1,9,13,2507
216,James,Chelsea,Defender,5.8,44,1,2,2,5,1242
217,Mendy,Chelsea,Goalkeeper,4.8,24,0,0,1,0,855
218,Gallagher,Chelsea,Midfielder,5.6,64,3,1,4,7,1539
219,Broja,Chelsea,Forward,5.2,21,1,1,1,0,285
220,Ampadu,Chelsea,Defender,4.4,0,0,0,0,0,0
221,W.Fofana,Chelsea,Defender,4.3,36,1,0,2,4,1317
222,Sterling,Chelsea,Midfielder,9.7,96,6,3,5,9,1796
223,Koulibaly,Chelsea,Defender,5.5,74,2,1,6,8,1798
224,Vale,Chelsea,Midfielder,4.5,0,0,0,0,0,0
225,Zakaria,Chelsea,Midfielder,4.9,13,0,0,2,0,409
226,Aubameyang,Chelsea,Forward,8.4,25,1,0,1,3,546
227,Bettinelli,Chelsea,Goalkeeper,4.0,0,0,0,0,0,0
228,Hutchinson,Chelsea,Midfielder,4.2,1,0,0,0,0,22
229,Hall,Chelsea,Midfielder,4.3,17,0,0,1,3,563
230,Humphreys,Chelsea,Defender,4.5,0,0,0,0,0,0
231,D.D.Fofana,Chelsea,Forward,5.0,3,0,0,0,0,68
232,Badiashile,Chelsea,Defender,5.0,40,1,0,4,2,904
233,João Félix,Chelsea,Forward,7.1,43,4,0,2,7,905
234,Mudryk,Chelsea,Midfielder,6.4,25,0,2,0,0,650
235,Andrey Santos,Chelsea,Midfielder,4.5,0,0,0,0,0,0
236,Madueke,Chelsea,Midfielder,5.4,23,1,0,0,1,552
237,Enzo,Chelsea,Midfielder,5.0,40,0,2,3,1,1457
238,Wady,Chelsea,Goalkeeper,4.0,0,0,0,0,0,0
239,Gilchrist,Chelsea,Defender,4.0,0,0,0,0,0,0
240,Sambi,Crystal Palace,Midfielder,4.3,23,0,0,2,0,728
241,Guaita,Crystal Palace,Goalkeeper,4.4,99,0,0,6,10,2430
242,Tomkins,Crystal Palace,Defender,3.9,8,1,0,0,1,335
243,McArthur,Crystal Palace,Midfielder,4.8,3,0,0,0,0,28
244,Benteke,Crystal Palace,Forward,5.5,0,0,0,0,0,0
245,Ward,Crystal Palace,Defender,4.4,76,1,0,8,5,2163
246,Clyne,Crystal Palace,Defender,4.5,44,0,0,3,0,1638
247,Milivojevic,Crystal Palace,Midfielder,4.2,23,0,0,2,0,500
248,J.Ayew,Crystal Palace,Midfielder,5.2,102,4,3,8,4,2618
249,Zaha,Crystal Palace,Midfielder,7.2,95,7,2,5,6,2289
250,Schlupp,Crystal Palace,Midfielder,4.7,89,3,2,9,2,2528
251,Hughes,Crystal Palace,Midfielder,4.8,31,0,1,1,0,733
252,Riedewald,Crystal Palace,Midfielder,4.2,5,0,0,0,0,59
253,Andersen,Crystal Palace,Defender,4.5,78,1,0,8,1,2692
254,Edouard,Crystal Palace,Forward,5.0,80,5,2,5,5,1722
255,Guéhi,Crystal Palace,Defender,4.5,93,1,0,9,2,3240
256,Mateta,Crystal Palace,Forward,5.1,40,2,0,3,3,725
257,Eze,Crystal Palace,Midfielder,5.7,157,10,5,9,21,2541
258,Mitchell,Crystal Palace,Defender,4.4,91,0,2,8,7,2799
259,Olise,Crystal Palace,Midfielder,5.3,126,2,10,8,14,2654
260,Rak-Sakyi,Crystal Palace,Midfielder,4.5,0,0,0,0,0,0
261,Ebiowei,Crystal Palace,Midfielder,4.2,3,0,0,0,0,31
262,Ferguson,Crystal Palace,Defender,3.9,0,0,0,0,0,0
263,Johnstone,Crystal Palace,Goalkeeper,4.4,33,0,0,3,5,720
264,Matthews,Crystal Palace,Goalkeeper,4.0,0,0,0,0,0,0
265,Plange,Crystal Palace,Forward,4.5,0,0,0,0,0,0
266,C.Doucouré,Crystal Palace,Midfielder,5.0,72,0,3,7,3,2703
267,Richards,Crystal Palace,Defender,4.4,13,0,0,1,0,443
268,Whitworth,Crystal Palace,Goalkeeper,4.0,3,0,0,0,0,180
269,Rodney,Crystal Palace,Midfielder,4.5,0,0,0,0,0,0
270,Phillips,Crystal Palace,Midfielder,4.5,0,0,0,0,0,0
271,Gordon,Crystal Palace,Forward,4.5,0,0,0,0,0,0
272,Balmer,Crystal Palace,Defender,4.0,0,0,0,0,0,0
273,Goodman,Crystal Palace,Goalkeeper,4.0,0,0,0,0,0,0
274,Wells-Morrison,Crystal Palace,Midfielder,4.5,0,0,0,0,0,0
275,Ozoh,Crystal Palace,Midfielder,4.5,1,0,0,0,0,1
276,Ahamada,Crystal Palace,Midfielder,4.5,6,0,0,0,0,86
277,Adaramola,Crystal Palace,Defender,4.0,0,0,0,0,0,0
278,Maupay,Everton,Forward,5.6,41,1,0,3,3,1104
279,Begović,Everton,Goalkeeper,3.8,9,0,0,1,2,90
280,Rondón,Everton,Forward,4.9,7,0,0,0,0,103
281,Coleman,Everton,Defender,4.1,63,1,0,5,5,1654
282,Townsend,Everton,Midfielder,5.4,0,0,0,0,0,0
283,Keane,Everton,Defender,4.2,39,1,2,2,5,983
284,Dele,Everton,Midfielder,5.3,2,0,0,0,0,38
285,Pickford,Everton,Goalkeeper,4.4,119,0,1,7,10,3240
286,Allan,Everton,Midfielder,4.8,0,0,0,0,0,0
287,André Gomes,Everton,Midfielder,4.5,0,0,0,0,0,0
288,A.Doucouré,Everton,Midfielder,5.3,65,4,2,3,7,1437
289,Iwobi,Everton,Midfielder,4.9,123,2,8,8,9,3289
290,Gbamin,Everton,Midfielder,4.5,0,0,0,0,0,0
291,Mina,Everton,Defender,4.3,25,2,0,0,5,504
292,Gray,Everton,Midfielder,5.1,88,4,1,6,4,2415
293,Davies,Everton,Midfielder,4.9,19,0,0,1,0,524
294,Calvert-Lewin,Everton,Forward,7.9,40,2,1,4,2,1166
295,Holgate,Everton,Defender,4.2,16,0,0,2,2,506
296,Godfrey,Everton,Defender,4.3,18,0,1,1,0,801
297,Mykolenko,Everton,Defender,4.1,75,0,1,7,4,2653
298,Branthwaite,Everton,Defender,4.0,0,0,0,0,0,0
299,Patterson,Everton,Defender,3.9,31,0,0,2,0,1274
300,Nkounkou,Everton,Defender,4.0,0,0,0,0,0,0
301,Tarkowski,Everton,Defender,4.1,98,1,1,8,11,3330
302,Coady,Everton,Defender,4.7,71,1,1,6,5,2004
303,Vinagre,Everton,Defender,4.3,2,0,0,0,0,24
304,McNeil,Everton,Midfielder,5.1,123,7,5,4,14,2400
305,Mills,Everton,Midfielder,4.3,0,0,0,0,0,0
306,Warrington,Everton,Midfielder,4.4,0,0,0,0,0,0
307,Garner,Everton,Midfielder,4.5,22,0,1,1,0,706
308,Onana,Everton,Midfielder,4.7,74,1,3,8,2,2396
309,Welch,Everton,Defender,4.0,0,0,0,0,0,0
310,Gueye,Everton,Midfielder,4.7,63,0,1,7,1,2487
311,Jakupović,Everton,Goalkeeper,4.0,0,0,0,0,0,0
312,John,Everton,Defender,3.9,0,0,0,0,0,0
313,Cannon,Everton,Forward,4.5,2,0,0,0,0,23
314,Price,Everton,Midfielder,4.5,0,0,0,0,0,32
315,Simms,Everton,Forward,4.5,16,1,0,0,0,216
316,Samuels-Smith,Everton,Defender,4.0,0,0,0,0,0,0
317,Lonergan,Everton,Goalkeeper,4.0,0,0,0,0,0,0
318,McAllister,Everton,Midfielder,4.5,0,0,0,0,0,0
319,Cédric,Fulham,Defender,4.2,10,0,0,0,0,223
320,Leno,Fulham,Goalkeeper,4.6,139,0,0,8,17,3150
321,Duffy,Fulham,Defender,4.2,4,0,0,0,0,17
322,Cairney,Fulham,Midfielder,4.7,51,2,1,1,2,889
323,Ream,Fulham,Defender,4.5,98,1,0,8,12,2898
324,Knockaert,Fulham,Midfielder,4.7,0,0,0,0,0,0
325,Chalobah,Fulham,Midfielder,4.4,1,0,0,0,0,11
326,Kebano,Fulham,Midfielder,5.4,40,0,4,3,0,758
327,De Cordova-Reid,Fulham,Midfielder,5.4,90,4,1,8,3,2473
328,Bryan,Fulham,Defender,4.4,0,0,0,0,0,0
329,Gazzaniga,Fulham,Goalkeeper,4.0,0,0,0,0,0,0
330,Kongolo,Fulham,Defender,3.9,0,0,0,0,0,0
331,Tosin,Fulham,Defender,4.4,48,1,0,3,1,1994
332,Mitrović,Fulham,Forward,6.6,108,14,2,7,14,1931
333,Reed,Fulham,Midfielder,4.3,106,3,4,9,9,2844
334,Wilson,Fulham,Midfielder,5.7,66,2,5,2,2,1020
335,Rodák,Fulham,Goalkeeper,4.3,7,0,0,1,0,180
336,Cavaleiro,Fulham,Midfielder,4.8,0,0,0,0,0,0
337,Tete,Fulham,Defender,4.4,82,0,5,7,0,2479
338,Onomah,Fulham,Midfielder,4.3,2,0,0,0,0,14
339,Robinson,Fulham,Defender,4.4,92,0,2,9,5,2998
340,Muniz,Fulham,Forward,5.4,0,0,0,0,0,0
341,Stansfield,Fulham,Forward,4.5,7,0,1,0,0,85
342,Palhinha,Fulham,Midfielder,4.9,82,3,0,9,5,3018
343,James,Fulham,Midfielder,5.9,44,2,1,1,2,792
344,Andreas,Fulham,Midfielder,4.3,123,4,10,8,9,2696
345,Diop,Fulham,Defender,4.3,78,1,0,7,8,1918
346,Francois,Fulham,Midfielder,4.4,1,0,0,0,0,1
347,Mbabu,Fulham,Defender,4.3,7,0,1,0,0,141
348,Harris,Fulham,Midfielder,4.3,3,0,0,0,0,10
349,Solomon,Fulham,Midfielder,4.9,43,4,0,0,1,536
350,Ablade,Fulham,Forward,4.5,0,0,0,0,0,0
351,Kurzawa,Fulham,Defender,4.3,2,0,0,0,0,136
352,Willian,Fulham,Midfielder,5.5,111,5,6,9,11,2037
353,Vinícius,Fulham,Forward,5.4,71,5,2,1,10,1088
354,Parkes,Fulham,Defender,4.0,0,0,0,0,0,0
355,Godo,Fulham,Midfielder,4.5,0,0,0,0,0,0
356,Sekularac,Fulham,Midfielder,4.5,0,0,0,0,0,0
357,Lukic,Fulham,Midfielder,4.5,13,0,0,0,0,341
358,Wickens,Fulham,Goalkeeper,4.0,0,0,0,0,0,0
359,C.Robinson,Fulham,Defender,4.0,0,0,0,0,0,0
360,Dibley-Dias,Fulham,Midfielder,4.5,0,0,0,0,0,0
361,Schmeichel,Leicester,Goalkeeper,5.0,0,0,0,0,0,0
362,Evans,Leicester,Defender,4.4,19,0,0,2,0,961
363,Bertrand,Leicester,Defender,3.9,0,0,0,0,0,0
364,Albrighton,Leicester,Midfielder,4.7,13,1,0,0,0,232
365,Mendy,Leicester,Midfielder,4.2,29,1,0,0,1,727
366,Vestergaard,Leicester,Defender,3.8,0,0,0,0,0,0
367,Ward,Leicester,Goalkeeper,3.8,91,0,0,6,12,2340
368,Vardy,Leicester,Forward,9.1,81,3,5,4,4,1828
369,Ricardo,Leicester,Defender,4.2,19,1,1,0,2,450
370,Amartey,Leicester,Defender,3.9,51,0,0,5,4,1608
371,Castagne,Leicester,Defender,4.3,112,2,4,8,11,3165
372,Tielemans,Leicester,Midfielder,6.1,80,3,2,6,5,2251
373,Pérez,Leicester,Midfielder,4.7,19,0,2,1,0,378
374,Maddison,Leicester,Midfielder,7.8,133,10,9,4,9,2389
375,Iheanacho,Leicester,Forward,5.8,77,5,4,0,9,1036
376,Choudhury,Leicester,Midfielder,4.5,0,0,0,0,0,0
377,Barnes,Leicester,Midfielder,6.6,131,12,2,6,0,2619
378,Ndidi,Leicester,Midfielder,4.8,41,0,0,1,0,1672
379,Dewsbury-Hall,Leicester,Midfielder,4.9,79,2,3,6,5,2235
380,Söyüncü,Leicester,Defender,4.2,16,1,0,0,3,528
381,Justin,Leicester,Defender,4.1,45,0,2,5,2,1252
382,Soumaré,Leicester,Midfielder,4.4,39,0,0,6,0,1534
383,Thomas,Leicester,Defender,3.9,26,0,1,2,0,978
384,Daka,Leicester,Forward,5.6,70,4,4,5,3,1169
385,Brunt,Leicester,Defender,3.9,1,0,0,0,0,22
386,Iversen,Leicester,Goalkeeper,3.9,27,0,0,1,2,990
387,Praet,Leicester,Midfielder,4.8,34,1,1,2,0,635
388,Smithies,Leicester,Goalkeeper,3.9,0,0,0,0,0,0
389,Faes,Leicester,Defender,4.2,68,0,2,7,3,2696
390,Braybrooke,Leicester,Midfielder,4.5,0,0,0,0,0,0
391,Wormleighton,Leicester,Defender,4.0,0,0,0,0,0,0
392,McAteer,Leicester,Midfielder,4.5,0,0,0,0,0,0
393,Kristiansen,Leicester,Defender,4.5,16,0,1,0,0,891
394,Tetê,Leicester,Midfielder,4.9,27,1,0,0,1,732
395,Souttar,Leicester,Defender,4.5,20,0,1,1,0,991
