,Gameweek,Player Name,Position,Opponent,Team,Gameweek Points,Venue,Home Team Score,Away Team Score,Minutes Played,Goals Scored,Assists,Clean Sheets,Goals Conceded,xG Conceded,Own Goals,Penalties Saved,Penalties Missed,Yellow Cards,Red Cards,Saves,Bonus,xG,xA,Selected By(%),Price,Total Goals Scored,Total Assists,Clean Sheets,Total Clean Sheets,Total Goals Conceded,Total xG Conceded,Total Own Goals,Total Saves,Total Penalties Saved,Total Penalties Missed,Total Yellow Cards,Total Red Cards,Total Bonus,Total Starts,Total xG,Total xA,Total Points,Availability
21096,4,S.Armstrong,Midfielder,Man Utd,Southampton,1,Home,0.0,1.0,27,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.03,0.1,4.7,2,2,0,1,32,26.26,0,0,0,0,6,0,2,14,2.31,2.71,56,a
21097,5,S.Armstrong,Midfielder,Chelsea,Southampton,0,Home,2.0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.1,4.7,2,2,0,1,32,26.26,0,0,0,0,6,0,2,14,2.31,2.71,56,a
21098,6,S.Armstrong,Midfielder,Wolves,Southampton,1,Away,1.0,0.0,34,0,0,0,0,0.07,0,0,0,0,0,0,0,0.04,0.51,0.1,4.7,2,2,0,1,32,26.26,0,0,0,0,6,0,2,14,2.31,2.71,56,a
21099,8,S.Armstrong,Midfielder,Aston Villa,Southampton,1,Away,1.0,0.0,19,0,0,0,0,0.63,0,0,0,0,0,0,0,0.08,0.0,0.1,4.7,2,2,0,1,32,26.26,0,0,0,0,6,0,2,14,2.31,2.71,56,a
21100,9,S.Armstrong,Midfielder,Everton,Southampton,1,Home,1.0,2.0,88,0,0,0,2,1.93,0,0,0,1,0,0,0,0.12,0.36,0.1,4.7,2,2,0,1,32,26.26,0,0,0,0,6,0,2,14,2.31,2.71,56,a
21101,10,S.Armstrong,Midfielder,Man City,Southampton,2,Away,4.0,0.0,65,0,0,0,4,2.01,0,0,0,0,0,0,0,0.05,0.0,0.1,4.7,2,2,0,1,32,26.26,0,0,0,0,6,0,2,14,2.31,2.71,56,a
21102,11,S.Armstrong,Midfielder,West Ham,Southampton,1,Home,1.0,1.0,16,0,0,0,0,0.47,0,0,0,0,0,0,0,0.0,0.0,0.1,4.7,2,2,0,1,32,26.26,0,0,0,0,6,0,2,14,2.31,2.71,56,a
21103,12,S.Armstrong,Midfielder,Bournemouth,Southampton,0,Away,0.0,1.0,24,0,0,0,0,0.32,0,0,0,1,0,0,0,0.0,0.05,0.1,4.7,2,2,0,1,32,26.26,0,0,0,0,6,0,2,14,2.31,2.71,56,a
21104,13,S.Armstrong,Midfielder,Arsenal,Southampton,9,Home,1.0,1.0,79,1,0,0,1,0.85,0,0,0,0,0,0,2,0.35,0.02,0.1,4.7,2,2,0,1,32,26.26,0,0,0,0,6,0,2,14,2.31,2.71,56,a
21105,14,S.Armstrong,Midfielder,Crystal Palace,Southampton,2,Away,1.0,0.0,85,0,0,0,1,0.89,0,0,0,0,0,0,0,0.16,0.18,0.1,4.7,2,2,0,1,32,26.26,0,0,0,0,6,0,2,14,2.31,2.71,56,a
21106,15,S.Armstrong,Midfielder,Newcastle,Southampton,2,Home,1.0,4.0,63,0,0,0,3,0.83,0,0,0,0,0,0,0,0.0,0.4,0.1,4.7,2,2,0,1,32,26.26,0,0,0,0,6,0,2,14,2.31,2.71,56,a
21107,16,S.Armstrong,Midfielder,Liverpool,Southampton,1,Away,3.0,1.0,57,0,0,0,3,1.63,0,0,0,0,0,0,0,0.0,0.01,0.1,4.7,2,2,0,1,32,26.26,0,0,0,0,6,0,2,14,2.31,2.71,56,a
21108,17,S.Armstrong,Midfielder,Brighton,Southampton,1,Home,1.0,3.0,45,0,0,0,1,0.26,0,0,0,0,0,0,0,0.0,0.04,0.1,4.7,2,2,0,1,32,26.26,0,0,0,0,6,0,2,14,2.31,2.71,56,a
21109,18,S.Armstrong,Midfielder,Fulham,Southampton,1,Away,2.0,1.0,23,0,0,0,1,1.15,0,0,0,0,0,0,0,0.07,0.01,0.1,4.7,2,2,0,1,32,26.26,0,0,0,0,6,0,2,14,2.31,2.71,56,a
21110,19,S.Armstrong,Midfielder,Nott'm Forest,Southampton,0,Home,0.0,1.0,5,0,0,0,0,0.03,0,0,0,1,0,0,0,0.0,0.01,0.1,4.7,2,2,0,1,32,26.26,0,0,0,0,6,0,2,14,2.31,2.71,56,a
21111,20,S.Armstrong,Midfielder,Everton,Southampton,0,Away,1.0,2.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.1,4.7,2,2,0,1,32,26.26,0,0,0,0,6,0,2,14,2.31,2.71,56,a
21112,21,S.Armstrong,Midfielder,Aston Villa,Southampton,0,Home,0.0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.1,4.7,2,2,0,1,32,26.26,0,0,0,0,6,0,2,14,2.31,2.71,56,a
21113,22,S.Armstrong,Midfielder,Brentford,Southampton,0,Away,3.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.1,4.7,2,2,0,1,32,26.26,0,0,0,0,6,0,2,14,2.31,2.71,56,a
21114,23,S.Armstrong,Midfielder,Wolves,Southampton,1,Home,1.0,2.0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.1,4.7,2,2,0,1,32,26.26,0,0,0,0,6,0,2,14,2.31,2.71,56,a
21115,24,S.Armstrong,Midfielder,Chelsea,Southampton,3,Away,0.0,1.0,58,0,1,0,0,0.51,0,0,0,1,0,0,0,0.04,0.04,0.1,4.7,2,2,0,1,32,26.26,0,0,0,0,6,0,2,14,2.31,2.71,56,a
21116,25,S.Armstrong,Midfielder,Leeds,Southampton,2,Away,1.0,0.0,62,0,0,1,0,0.52,0,0,0,1,0,0,0,0.07,0.0,0.1,4.7,2,2,1,1,32,26.26,0,0,0,0,6,0,2,14,2.31,2.71,56,a
21117,26,S.Armstrong,Midfielder,Leicester,Southampton,1,Home,1.0,0.0,10,0,0,0,0,0.64,0,0,0,0,0,0,0,0.0,0.0,0.1,4.7,2,2,0,1,32,26.26,0,0,0,0,6,0,2,14,2.31,2.71,56,a
21118,27,S.Armstrong,Midfielder,Man Utd,Southampton,1,Away,0.0,0.0,35,0,0,0,0,0.23,0,0,0,0,0,0,0,0.11,0.02,0.1,4.7,2,2,0,1,32,26.26,0,0,0,0,6,0,2,14,2.31,2.71,56,a
21119,27,S.Armstrong,Midfielder,Brentford,Southampton,0,Home,0.0,2.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.1,4.7,2,2,0,1,32,26.26,0,0,0,0,6,0,2,14,2.31,2.71,56,a
21120,28,S.Armstrong,Midfielder,Spurs,Southampton,2,Home,3.0,3.0,69,0,0,0,2,2.09,0,0,0,0,0,0,0,0.16,0.03,0.1,4.7,2,2,0,1,32,26.26,0,0,0,0,6,0,2,14,2.31,2.71,56,a
21121,29,S.Armstrong,Midfielder,West Ham,Southampton,2,Away,1.0,0.0,71,0,0,0,1,0.6,0,0,0,0,0,0,0,0.02,0.03,0.1,4.7,2,2,0,1,32,26.26,0,0,0,0,6,0,2,14,2.31,2.71,56,a
21122,30,S.Armstrong,Midfielder,Man City,Southampton,1,Home,1.0,4.0,29,0,0,0,2,1.47,0,0,0,0,0,0,0,0.0,0.0,0.1,4.7,2,2,0,1,32,26.26,0,0,0,0,6,0,2,14,2.31,2.71,56,a
21123,31,S.Armstrong,Midfielder,Crystal Palace,Southampton,1,Home,0.0,2.0,10,0,0,0,0,0.27,0,0,0,0,0,0,0,0.0,0.01,0.1,4.7,2,2,0,1,32,26.26,0,0,0,0,6,0,2,14,2.31,2.71,56,a
21124,32,S.Armstrong,Midfielder,Arsenal,Southampton,0,Away,3.0,3.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.1,4.7,2,2,0,1,32,26.26,0,0,0,0,6,0,2,14,2.31,2.71,56,a
21125,33,S.Armstrong,Midfielder,Bournemouth,Southampton,1,Home,0.0,1.0,29,0,0,0,0,0.04,0,0,0,0,0,0,0,0.0,0.06,0.1,4.7,2,2,0,1,32,26.26,0,0,0,0,6,0,2,14,2.31,2.71,56,a
21126,34,S.Armstrong,Midfielder,Newcastle,Southampton,6,Away,3.0,1.0,70,1,0,0,1,2.8,0,0,0,1,0,0,0,0.69,0.02,0.1,4.7,2,2,0,1,32,26.26,0,0,0,0,6,0,2,14,2.31,2.71,56,a
21127,35,S.Armstrong,Midfielder,Nott'm Forest,Southampton,5,Away,4.0,3.0,75,0,1,0,4,1.69,0,0,0,0,0,0,0,0.11,0.39,0.1,4.7,2,2,0,1,32,26.26,0,0,0,0,6,0,2,14,2.31,2.71,56,a
21128,36,S.Armstrong,Midfielder,Fulham,Southampton,2,Home,0.0,2.0,72,0,0,0,2,1.44,0,0,0,0,0,0,0,0.0,0.06,0.1,4.7,2,2,0,1,32,26.26,0,0,0,0,6,0,2,14,2.31,2.71,56,a
21129,37,S.Armstrong,Midfielder,Brighton,Southampton,1,Away,3.0,1.0,19,0,0,0,0,0.45,0,0,0,0,0,0,0,0.0,0.0,0.1,4.7,2,2,0,1,32,26.26,0,0,0,0,6,0,2,14,2.31,2.71,56,a
21130,1,Elyounoussi,Midfielder,Spurs,Southampton,0,Away,4.0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.1,5.1,1,1,0,2,43,35.54,0,0,0,0,4,0,0,26,2.92,1.50,60,a
21131,2,Elyounoussi,Midfielder,Leeds,Southampton,2,Home,2.0,2.0,60,0,0,0,2,1.87,0,0,0,0,0,0,0,0.04,0.01,0.1,5.1,1,1,0,2,43,35.54,0,0,0,0,4,0,0,26,2.92,1.50,60,a
21132,3,Elyounoussi,Midfielder,Leicester,Southampton,1,Away,1.0,2.0,90,0,0,0,1,0.29,0,0,0,1,0,0,0,0.06,0.0,0.1,5.1,1,1,0,2,43,35.54,0,0,0,0,4,0,0,26,2.92,1.50,60,a
21133,4,Elyounoussi,Midfielder,Man Utd,Southampton,2,Home,0.0,1.0,62,0,0,0,1,1.4,0,0,0,0,0,0,0,0.05,0.21,0.1,5.1,1,1,0,2,43,35.54,0,0,0,0,4,0,0,26,2.92,1.50,60,a
21134,5,Elyounoussi,Midfielder,Chelsea,Southampton,2,Home,2.0,1.0,90,0,0,0,1,1.1,0,0,0,0,0,0,0,0.54,0.02,0.1,5.1,1,1,0,2,43,35.54,0,0,0,0,4,0,0,26,2.92,1.50,60,a
21135,6,Elyounoussi,Midfielder,Wolves,Southampton,1,Away,1.0,0.0,55,0,0,0,1,0.73,0,0,0,0,0,0,0,0.04,0.03,0.1,5.1,1,1,0,2,43,35.54,0,0,0,0,4,0,0,26,2.92,1.50,60,a
21136,8,Elyounoussi,Midfielder,Aston Villa,Southampton,2,Away,1.0,0.0,78,0,0,0,1,0.88,0,0,0,0,0,0,0,0.1,0.0,0.1,5.1,1,1,0,2,43,35.54,0,0,0,0,4,0,0,26,2.92,1.50,60,a
21137,9,Elyounoussi,Midfielder,Everton,Southampton,1,Home,1.0,2.0,1,0,0,0,0,0.02,0,0,0,0,0,0,0,0.0,0.0,0.1,5.1,1,1,0,2,43,35.54,0,0,0,0,4,0,0,26,2.92,1.50,60,a
21138,10,Elyounoussi,Midfielder,Man City,Southampton,1,Away,4.0,0.0,24,0,0,0,0,0.46,0,0,0,0,0,0,0,0.04,0.01,0.1,5.1,1,1,0,2,43,35.54,0,0,0,0,4,0,0,26,2.92,1.50,60,a
21139,11,Elyounoussi,Midfielder,West Ham,Southampton,2,Home,1.0,1.0,90,0,0,0,1,1.68,0,0,0,0,0,0,0,0.12,0.13,0.1,5.1,1,1,0,2,43,35.54,0,0,0,0,4,0,0,26,2.92,1.50,60,a
21140,12,Elyounoussi,Midfielder,Bournemouth,Southampton,3,Away,0.0,1.0,90,0,0,1,0,1.04,0,0,0,0,0,0,0,0.05,0.01,0.1,5.1,1,1,1,2,43,35.54,0,0,0,0,4,0,0,26,2.92,1.50,60,a
21141,13,Elyounoussi,Midfielder,Arsenal,Southampton,5,Home,1.0,1.0,90,0,1,0,1,0.99,0,0,0,0,0,0,0,0.0,0.26,0.1,5.1,1,1,0,2,43,35.54,0,0,0,0,4,0,0,26,2.92,1.50,60,a
21142,14,Elyounoussi,Midfielder,Crystal Palace,Southampton,1,Away,1.0,0.0,73,0,0,0,1,0.89,0,0,0,1,0,0,0,0.09,0.06,0.1,5.1,1,1,0,2,43,35.54,0,0,0,0,4,0,0,26,2.92,1.50,60,a
21143,15,Elyounoussi,Midfielder,Newcastle,Southampton,2,Home,1.0,4.0,90,0,0,0,4,0.86,0,0,0,0,0,0,0,0.84,0.13,0.1,5.1,1,1,0,2,43,35.54,0,0,0,0,4,0,0,26,2.92,1.50,60,a
21144,16,Elyounoussi,Midfielder,Liverpool,Southampton,2,Away,3.0,1.0,90,0,0,0,3,1.95,0,0,0,0,0,0,0,0.06,0.22,0.1,5.1,1,1,0,2,43,35.54,0,0,0,0,4,0,0,26,2.92,1.50,60,a
21145,17,Elyounoussi,Midfielder,Brighton,Southampton,2,Home,1.0,3.0,77,0,0,0,3,0.64,0,0,0,0,0,0,0,0.23,0.11,0.1,5.1,1,1,0,2,43,35.54,0,0,0,0,4,0,0,26,2.92,1.50,60,a
21146,18,Elyounoussi,Midfielder,Fulham,Southampton,1,Away,2.0,1.0,89,0,0,0,2,0.75,0,0,0,1,0,0,0,0.04,0.03,0.1,5.1,1,1,0,2,43,35.54,0,0,0,0,4,0,0,26,2.92,1.50,60,a
21147,19,Elyounoussi,Midfielder,Nott'm Forest,Southampton,2,Home,0.0,1.0,90,0,0,0,1,1.37,0,0,0,0,0,0,0,0.09,0.03,0.1,5.1,1,1,0,2,43,35.54,0,0,0,0,4,0,0,26,2.92,1.50,60,a
21148,20,Elyounoussi,Midfielder,Everton,Southampton,2,Away,1.0,2.0,84,0,0,0,1,1.29,0,0,0,0,0,0,0,0.16,0.12,0.1,5.1,1,1,0,2,43,35.54,0,0,0,0,4,0,0,26,2.92,1.50,60,a
21149,21,Elyounoussi,Midfielder,Aston Villa,Southampton,1,Home,0.0,1.0,29,0,0,0,1,0.4,0,0,0,0,0,0,0,0.0,0.01,0.1,5.1,1,1,0,2,43,35.54,0,0,0,0,4,0,0,26,2.92,1.50,60,a
21150,22,Elyounoussi,Midfielder,Brentford,Southampton,1,Away,3.0,0.0,45,0,0,0,2,1.48,0,0,0,0,0,0,0,0.0,0.0,0.1,5.1,1,1,0,2,43,35.54,0,0,0,0,4,0,0,26,2.92,1.50,60,a
21151,23,Elyounoussi,Midfielder,Wolves,Southampton,0,Home,1.0,2.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.1,5.1,1,1,0,2,43,35.54,0,0,0,0,4,0,0,26,2.92,1.50,60,a
21152,24,Elyounoussi,Midfielder,Chelsea,Southampton,3,Away,0.0,1.0,86,0,0,1,0,1.38,0,0,0,0,0,0,0,0.03,0.0,0.1,5.1,1,1,1,2,43,35.54,0,0,0,0,4,0,0,26,2.92,1.50,60,a
21153,25,Elyounoussi,Midfielder,Leeds,Southampton,2,Away,1.0,0.0,81,0,0,0,1,0.77,0,0,0,0,0,0,0,0.0,0.02,0.1,5.1,1,1,0,2,43,35.54,0,0,0,0,4,0,0,26,2.92,1.50,60,a
21154,26,Elyounoussi,Midfielder,Leicester,Southampton,1,Home,1.0,0.0,40,0,0,0,0,0.79,0,0,0,0,0,0,0,0.0,0.0,0.1,5.1,1,1,0,2,43,35.54,0,0,0,0,4,0,0,26,2.92,1.50,60,a
21155,27,Elyounoussi,Midfielder,Man Utd,Southampton,0,Away,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.1,5.1,1,1,0,2,43,35.54,0,0,0,0,4,0,0,26,2.92,1.50,60,a
21156,27,Elyounoussi,Midfielder,Brentford,Southampton,1,Home,0.0,2.0,57,0,0,0,1,1.45,0,0,0,0,0,0,0,0.0,0.01,0.1,5.1,1,1,0,2,43,35.54,0,0,0,0,4,0,0,26,2.92,1.50,60,a
21157,28,Elyounoussi,Midfielder,Spurs,Southampton,2,Home,3.0,3.0,69,0,0,0,2,2.09,0,0,0,0,0,0,0,0.02,0.05,0.1,5.1,1,1,0,2,43,35.54,0,0,0,0,4,0,0,26,2.92,1.50,60,a
21158,29,Elyounoussi,Midfielder,West Ham,Southampton,1,Away,1.0,0.0,53,0,0,0,1,0.22,0,0,0,0,0,0,0,0.0,0.0,0.1,5.1,1,1,0,2,43,35.54,0,0,0,0,4,0,0,26,2.92,1.50,60,a
21159,30,Elyounoussi,Midfielder,Man City,Southampton,2,Home,1.0,4.0,60,0,0,0,2,1.17,0,0,0,0,0,0,0,0.02,0.0,0.1,5.1,1,1,0,2,43,35.54,0,0,0,0,4,0,0,26,2.92,1.50,60,a
21160,31,Elyounoussi,Midfielder,Crystal Palace,Southampton,0,Home,0.0,2.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.1,5.1,1,1,0,2,43,35.54,0,0,0,0,4,0,0,26,2.92,1.50,60,a
21161,32,Elyounoussi,Midfielder,Arsenal,Southampton,2,Away,3.0,3.0,90,0,0,0,3,2.81,0,0,0,0,0,0,0,0.07,0.0,0.1,5.1,1,1,0,2,43,35.54,0,0,0,0,4,0,0,26,2.92,1.50,60,a
21162,33,Elyounoussi,Midfielder,Bournemouth,Southampton,2,Home,0.0,1.0,60,0,0,0,1,0.96,0,0,0,0,0,0,0,0.0,0.02,0.1,5.1,1,1,0,2,43,35.54,0,0,0,0,4,0,0,26,2.92,1.50,60,a
21163,34,Elyounoussi,Midfielder,Newcastle,Southampton,1,Away,3.0,1.0,19,0,0,0,2,1.67,0,0,0,0,0,0,0,0.0,0.0,0.1,5.1,1,1,0,2,43,35.54,0,0,0,0,4,0,0,26,2.92,1.50,60,a
21164,35,Elyounoussi,Midfielder,Nott'm Forest,Southampton,0,Away,4.0,3.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.1,5.1,1,1,0,2,43,35.54,0,0,0,0,4,0,0,26,2.92,1.50,60,a
21165,36,Elyounoussi,Midfielder,Fulham,Southampton,1,Home,0.0,2.0,17,0,0,0,0,0.05,0,0,0,0,0,0,0,0.0,0.0,0.1,5.1,1,1,0,2,43,35.54,0,0,0,0,4,0,0,26,2.92,1.50,60,a
21166,37,Elyounoussi,Midfielder,Brighton,Southampton,6,Away,3.0,1.0,70,1,0,0,3,2.09,0,0,0,1,0,0,0,0.23,0.01,0.1,5.1,1,1,0,2,43,35.54,0,0,0,0,4,0,0,26,2.92,1.50,60,a
21167,1,Ward-Prowse,Midfielder,Spurs,Southampton,9,Away,4.0,1.0,90,1,0,0,4,1.57,0,0,0,0,0,0,2,0.12,0.14,4.9,6.1,8,4,0,4,68,57.47,1,0,0,2,6,0,18,37,5.66,5.26,135,a
21168,2,Ward-Prowse,Midfielder,Leeds,Southampton,2,Home,2.0,2.0,90,0,0,0,2,1.93,0,0,0,0,0,0,0,0.03,0.02,4.9,6.1,8,4,0,4,68,57.47,1,0,0,2,6,0,18,37,5.66,5.26,135,a
21169,3,Ward-Prowse,Midfielder,Leicester,Southampton,7,Away,1.0,2.0,90,0,1,0,1,0.29,0,0,0,0,0,0,2,0.0,0.4,4.9,6.1,8,4,0,4,68,57.47,1,0,0,2,6,0,18,37,5.66,5.26,135,a
21170,4,Ward-Prowse,Midfielder,Man Utd,Southampton,2,Home,0.0,1.0,90,0,0,0,1,1.4,0,0,0,0,0,0,0,0.0,0.27,4.9,6.1,8,4,0,4,68,57.47,1,0,0,2,6,0,18,37,5.66,5.26,135,a
21171,5,Ward-Prowse,Midfielder,Chelsea,Southampton,1,Home,2.0,1.0,90,0,0,0,1,1.1,0,0,0,1,0,0,0,0.0,0.18,4.9,6.1,8,4,0,4,68,57.47,1,0,0,2,6,0,18,37,5.66,5.26,135,a
21172,6,Ward-Prowse,Midfielder,Wolves,Southampton,2,Away,1.0,0.0,90,0,0,0,1,0.8,0,0,0,0,0,0,0,0.12,0.05,4.9,6.1,8,4,0,4,68,57.47,1,0,0,2,6,0,18,37,5.66,5.26,135,a
21173,8,Ward-Prowse,Midfielder,Aston Villa,Southampton,1,Away,1.0,0.0,90,0,0,0,1,1.5,0,0,0,1,0,0,0,0.1,0.07,4.9,6.1,8,4,0,4,68,57.47,1,0,0,2,6,0,18,37,5.66,5.26,135,a
21174,9,Ward-Prowse,Midfielder,Everton,Southampton,2,Home,1.0,2.0,90,0,0,0,2,1.96,0,0,0,0,0,0,0,0.22,0.25,4.9,6.1,8,4,0,4,68,57.47,1,0,0,2,6,0,18,37,5.66,5.26,135,a
21175,10,Ward-Prowse,Midfielder,Man City,Southampton,2,Away,4.0,0.0,90,0,0,0,4,2.47,0,0,0,0,0,0,0,0.0,0.01,4.9,6.1,8,4,0,4,68,57.47,1,0,0,2,6,0,18,37,5.66,5.26,135,a
21176,11,Ward-Prowse,Midfielder,West Ham,Southampton,2,Home,1.0,1.0,90,0,0,0,1,1.68,0,0,0,0,0,0,0,0.0,0.02,4.9,6.1,8,4,0,4,68,57.47,1,0,0,2,6,0,18,37,5.66,5.26,135,a
21177,12,Ward-Prowse,Midfielder,Bournemouth,Southampton,3,Away,0.0,1.0,90,0,0,1,0,1.04,0,0,0,0,0,0,0,0.06,0.03,4.9,6.1,8,4,1,4,68,57.47,1,0,0,2,6,0,18,37,5.66,5.26,135,a
21178,13,Ward-Prowse,Midfielder,Arsenal,Southampton,2,Home,1.0,1.0,90,0,0,0,1,0.99,0,0,0,0,0,0,0,0.0,0.04,4.9,6.1,8,4,0,4,68,57.47,1,0,0,2,6,0,18,37,5.66,5.26,135,a
21179,14,Ward-Prowse,Midfielder,Crystal Palace,Southampton,2,Away,1.0,0.0,90,0,0,0,1,0.89,0,0,0,0,0,0,0,0.05,0.15,4.9,6.1,8,4,0,4,68,57.47,1,0,0,2,6,0,18,37,5.66,5.26,135,a
21180,15,Ward-Prowse,Midfielder,Newcastle,Southampton,2,Home,1.0,4.0,90,0,0,0,4,0.86,0,0,0,0,0,0,0,0.03,0.23,4.9,6.1,8,4,0,4,68,57.47,1,0,0,2,6,0,18,37,5.66,5.26,135,a
21181,16,Ward-Prowse,Midfielder,Liverpool,Southampton,5,Away,3.0,1.0,90,0,1,0,3,1.95,0,0,0,0,0,0,0,0.0,0.2,4.9,6.1,8,4,0,4,68,57.47,1,0,0,2,6,0,18,37,5.66,5.26,135,a
21182,17,Ward-Prowse,Midfielder,Brighton,Southampton,5,Home,1.0,3.0,90,1,0,0,3,0.64,0,0,1,0,0,0,0,0.99,0.07,4.9,6.1,8,4,0,4,68,57.47,1,0,0,2,6,0,18,37,5.66,5.26,135,a
21183,18,Ward-Prowse,Midfielder,Fulham,Southampton,7,Away,2.0,1.0,90,1,0,0,2,1.53,1,0,0,0,0,0,2,0.09,0.24,4.9,6.1,8,4,0,4,68,57.47,1,0,0,2,6,0,18,37,5.66,5.26,135,a
21184,19,Ward-Prowse,Midfielder,Nott'm Forest,Southampton,2,Home,0.0,1.0,90,0,0,0,1,1.37,0,0,0,0,0,0,0,0.08,0.21,4.9,6.1,8,4,0,4,68,57.47,1,0,0,2,6,0,18,37,5.66,5.26,135,a
21185,20,Ward-Prowse,Midfielder,Everton,Southampton,15,Away,1.0,2.0,90,2,0,0,1,1.41,0,0,0,0,0,0,3,0.71,0.2,4.9,6.1,8,4,0,4,68,57.47,1,0,0,2,6,0,18,37,5.66,5.26,135,a
21186,21,Ward-Prowse,Midfielder,Aston Villa,Southampton,2,Home,0.0,1.0,90,0,0,0,1,1.42,0,0,0,0,0,0,0,0.0,0.34,4.9,6.1,8,4,0,4,68,57.47,1,0,0,2,6,0,18,37,5.66,5.26,135,a
21187,22,Ward-Prowse,Midfielder,Brentford,Southampton,2,Away,3.0,0.0,90,0,0,0,3,2.13,0,0,0,0,0,0,0,0.09,0.04,4.9,6.1,8,4,0,4,68,57.47,1,0,0,2,6,0,18,37,5.66,5.26,135,a
21188,23,Ward-Prowse,Midfielder,Wolves,Southampton,1,Home,1.0,2.0,90,0,0,0,2,0.78,0,0,0,1,0,0,0,0.02,0.18,4.9,6.1,8,4,0,4,68,57.47,1,0,0,2,6,0,18,37,5.66,5.26,135,a
21189,24,Ward-Prowse,Midfielder,Chelsea,Southampton,10,Away,0.0,1.0,90,1,0,1,0,1.55,0,0,0,1,0,0,3,0.07,0.27,4.9,6.1,8,4,1,4,68,57.47,1,0,0,2,6,0,18,37,5.66,5.26,135,a
21190,25,Ward-Prowse,Midfielder,Leeds,Southampton,2,Away,1.0,0.0,90,0,0,0,1,0.86,0,0,0,0,0,0,0,0.03,0.06,4.9,6.1,8,4,0,4,68,57.47,1,0,0,2,6,0,18,37,5.66,5.26,135,a
21191,26,Ward-Prowse,Midfielder,Leicester,Southampton,0,Home,1.0,0.0,90,0,0,1,0,1.9,0,0,1,1,0,0,0,0.83,0.06,4.9,6.1,8,4,1,4,68,57.47,1,0,0,2,6,0,18,37,5.66,5.26,135,a
21192,27,Ward-Prowse,Midfielder,Man Utd,Southampton,3,Away,0.0,0.0,90,0,0,1,0,0.84,0,0,0,0,0,0,0,0.12,0.16,4.9,6.1,8,4,1,4,68,57.47,1,0,0,2,6,0,18,37,5.66,5.26,135,a
21193,27,Ward-Prowse,Midfielder,Brentford,Southampton,2,Home,0.0,2.0,90,0,0,0,2,2.01,0,0,0,0,0,0,0,0.06,0.03,4.9,6.1,8,4,0,4,68,57.47,1,0,0,2,6,0,18,37,5.66,5.26,135,a
21194,28,Ward-Prowse,Midfielder,Spurs,Southampton,10,Home,3.0,3.0,90,1,0,0,3,2.26,0,0,0,0,0,0,3,0.97,0.15,4.9,6.1,8,4,0,4,68,57.47,1,0,0,2,6,0,18,37,5.66,5.26,135,a
21195,29,Ward-Prowse,Midfielder,West Ham,Southampton,2,Away,1.0,0.0,90,0,0,0,1,1.36,0,0,0,0,0,0,0,0.0,0.07,4.9,6.1,8,4,0,4,68,57.47,1,0,0,2,6,0,18,37,5.66,5.26,135,a
21196,30,Ward-Prowse,Midfielder,Man City,Southampton,2,Home,1.0,4.0,90,0,0,0,4,2.64,0,0,0,0,0,0,0,0.0,0.12,4.9,6.1,8,4,0,4,68,57.47,1,0,0,2,6,0,18,37,5.66,5.26,135,a
21197,31,Ward-Prowse,Midfielder,Crystal Palace,Southampton,2,Home,0.0,2.0,90,0,0,0,2,0.81,0,0,0,0,0,0,0,0.0,0.05,4.9,6.1,8,4,0,4,68,57.47,1,0,0,2,6,0,18,37,5.66,5.26,135,a
21198,32,Ward-Prowse,Midfielder,Arsenal,Southampton,2,Away,3.0,3.0,90,0,0,0,3,2.81,0,0,0,0,0,0,0,0.0,0.13,4.9,6.1,8,4,0,4,68,57.47,1,0,0,2,6,0,18,37,5.66,5.26,135,a
21199,33,Ward-Prowse,Midfielder,Bournemouth,Southampton,1,Home,0.0,1.0,45,0,0,0,0,0.41,0,0,0,0,0,0,0,0.0,0.01,4.9,6.1,8,4,0,4,68,57.47,1,0,0,2,6,0,18,37,5.66,5.26,135,a
21200,34,Ward-Prowse,Midfielder,Newcastle,Southampton,2,Away,3.0,1.0,90,0,0,0,3,4.47,0,0,0,0,0,0,0,0.0,0.0,4.9,6.1,8,4,0,4,68,57.47,1,0,0,2,6,0,18,37,5.66,5.26,135,a
21201,35,Ward-Prowse,Midfielder,Nott'm Forest,Southampton,13,Away,4.0,3.0,90,1,1,0,4,1.81,0,0,0,0,0,0,3,0.83,0.51,4.9,6.1,8,4,0,4,68,57.47,1,0,0,2,6,0,18,37,5.66,5.26,135,a
